Card number,Name,Rarity,Print,Region,Modification date,Release,Set type,Cover card,Version
SLF1-JP080,Evil★Twin Lil-la,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP099,Sweet Room-Maid,"('Common', 'Super Rare', 'Secret Rare')",New,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP099,Sweet Roommaid,"('Common', 'Super Rare', 'Secret Rare')",New,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-JP100,Lil-la-Rap,"('Common', 'Super Rare', 'Secret Rare')",New,JP,2023-03-22 17:15:21,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-JP100,Lil-la Rap,"('Common', 'Super Rare', 'Secret Rare')",New,JP,2023-08-10 07:25:00,2022-11-05,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR009,Flying Pegasus Railroad Stampede,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR009,Flying Pegasus Railroad Stampede,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR009,Flying Pegasus Railroad Stampede,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR009,Flying Pegasus Railroad Stampede,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR013,Superdreadnought Rail Cannon Juggernaut Liebe,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR013,Superdreadnought Rail Cannon Juggernaut Liebe,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR013,Superdreadnought Rail Cannon Juggernaut Liebe,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR013,Superdreadnought Rail Cannon Juggernaut Liebe,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR027,Invoked Mechaba,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR027,Invoked Mechaba,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR027,Invoked Mechaba,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR027,Invoked Mechaba,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR032,Invocation,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR032,Invocation,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR032,Invocation,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR032,Invocation,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR039,Sky Striker Ace - Shizuku,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR039,Sky Striker Ace - Shizuku,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR039,Sky Striker Ace - Shizuku,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR039,Sky Striker Ace - Shizuku,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR043,Sky Striker Mobilize - Engage!,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR043,Sky Striker Mobilize - Engage!,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR043,Sky Striker Mobilize - Engage!,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR043,Sky Striker Mobilize - Engage!,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR065,House Dragonmaid,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR065,House Dragonmaid,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR065,House Dragonmaid,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR065,House Dragonmaid,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR067,Dragonmaid Hospitality,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR067,Dragonmaid Hospitality,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR067,Dragonmaid Hospitality,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR067,Dragonmaid Hospitality,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR079,Evil★Twin Ki-sikil,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR079,Evil★Twin Ki-sikil,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR079,Evil★Twin Ki-sikil,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR079,Evil★Twin Ki-sikil,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR080,Evil★Twin Lil-la,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR080,Evil★Twin Lil-la,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR080,Evil★Twin Lil-la,"('Normal Parallel Rare', 'Ultra Rare', 'Prismatic Secret Rare')",New artwork,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR080,Evil★Twin Lil-la,"('Normal Parallel Rare', 'Ultra Rare', 'Ultimate Rare', 'Secret Rare')",Reprint,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR099,Sweet Room-Maid,"('Common', 'Super Rare', 'Secret Rare')",New,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR099,Sweet Roommaid,"('Common', 'Super Rare', 'Secret Rare')",New,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SLF1-KR100,Lil-la-Rap,"('Common', 'Super Rare', 'Secret Rare')",New,KR,2023-04-15 16:06:46,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",Old
SLF1-KR100,Lil-la Rap,"('Common', 'Super Rare', 'Secret Rare')",New,KR,2023-08-10 07:24:59,2023-02-14,Booster pack,"('Evil★Twin Ki-sikil', 'Evil★Twin Lil-la', 'Flying Pegasus Railroad Stampede', 'House Dragonmaid', 'Invocation', 'Sky Striker Mobilize - Engage!')",New
SPFE-JP001,Predaplant Sarraceniant,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP001,Predaplant Sarraceniant,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP002,Predaplant Drosophyllum Hydra,"('Super Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP002,Predaplant Drosophyllum Hydra,"('Super Rare',)",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP003,Predaplant Pterapenthes,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP003,Predaplant Pterapenthes,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP004,Predaplant Spinodionaea,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP004,Predaplant Spinodionaea,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP005,Predaplant Chlamydosundew,"('Super Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP005,Predaplant Chlamydosundew,"('Super Rare',)",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP006,Predaplant Flytrap,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP006,Predaplant Flytrap,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP007,Predaplant Moray Nepenthes,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP007,Predaplant Moray Nepenthes,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP008,Predaplant Squid Drosera,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP008,Predaplant Squid Drosera,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP009,Predaplant Chimerafflesia,"('Super Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP009,Predaplant Chimerafflesia,"('Super Rare',)",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP010,Greedy Venom Fusion Dragon,"('Secret Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP010,Greedy Venom Fusion Dragon,"('Secret Rare',)",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP011,Predaponics,"('Super Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP011,Predaponics,"('Super Rare',)",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP012,Predapruning,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP012,Predapruning,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP013,Predaplanet,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP013,Predaplanet,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP014,Fluffal Octopus,"('Super Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP014,Fluffal Octopus,"('Super Rare',)",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP015,Fluffal Penguin,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP015,Fluffal Penguin,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP016,Fluffal Dog,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP016,Fluffal Dog,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP017,Fluffal Owl,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP017,Fluffal Owl,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP018,Edge Imp Sabres,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP018,Edge Imp Sabres,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP019,Edge Imp Chain,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP019,Edge Imp Chain,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP020,Frightfur Kraken,"('Secret Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP020,Frightfur Kraken,"('Secret Rare',)",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP021,Frightfur Wolf,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP021,Frightfur Wolf,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP022,Frightfur Tiger,"('Super Rare',)",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP022,Frightfur Tiger,"('Super Rare',)",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP023,Frightfur Sheep,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP023,Frightfur Sheep,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP024,Toy Vendor,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP024,Toy Vendor,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP025,Frightfur Fusion,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP025,Frightfur Fusion,"('Common', 'Normal Parallel Rare')",Reprint,JP,2023-03-22 16:51:33,,,,New
SPFE-JP026,Aleister the Invoker,"('Super Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP026,Aleister the Invoker,"('Super Rare',)",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP027,Invoked Caliga,"('Super Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP027,Invoked Caliga,"('Super Rare',)",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP028,Invoked Raidjin,"('Super Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP028,Invoked Raidjin,"('Super Rare',)",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP029,Invoked Cocytus,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP029,Invoked Cocytus,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP030,Invoked Purgatrio,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP030,Invoked Purgatrio,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP031,Invoked Magellanica,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP031,Invoked Magellanica,"('Common', 'Normal Parallel Rare')",New,JP,2023-03-22 16:51:33,,,,New
SPFE-JP032,Invoked Mechaba,"('Super Rare',)",New,JP,2023-03-22 16:51:33,2016-11-12,Booster pack,"('Greedy Venom Fusion Dragon',)",Old
SPFE-JP032,Invoked Mechaba,"('Super Rare',)",New,JP,2023-03-22 16:51:33,,,,New
