Name,Card type,Property,Archseries,Legend,Maximum mode,Attribute,Primary type,Monster type,Effect type,DEF,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Fenrirewritter Sol,Monster Card,,,False,False,LIGHT,Fusion Monster,Cyberse,"('Effect',)",2100,2800,,9,Fenrirewritter Sol,https://yugipedia.com/wiki/Fenrirewritter_Sol,,2022-10-31 18:41:25,
Feral Imp,Monster Card,,,False,False,DARK,Normal Monster,Fiend,,1400,1300,,4,Feral Imp (Rush Duel),https://yugipedia.com/wiki/Feral_Imp_(Rush_Duel),,2022-09-21 03:16:42,"('Type',)"
Feverous Spirit Stadium,Spell Card,Field Spell Card,"('Baseball',)",False,False,,,,"('Effect',)",,,,,Feverous Spirit Stadium,https://yugipedia.com/wiki/Feverous_Spirit_Stadium,,2022-12-27 13:31:38,
Fiery Blaze,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Fiery Blaze,https://yugipedia.com/wiki/Fiery_Blaze,,2022-12-21 09:46:54,"('Any',)"
Fillan Dwarf,Monster Card,,,False,False,EARTH,Effect Monster,Spellcaster,"('Effect',)",500,1200,,3,Fillan Dwarf,https://yugipedia.com/wiki/Fillan_Dwarf,,2023-02-04 14:23:06,
Final Destiny,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Final Destiny (Rush Duel),https://yugipedia.com/wiki/Final_Destiny_(Rush_Duel),,2023-02-16 14:28:51,"('Type',)"
Finalize Phoenix,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",1600,2400,,7,Finalize Phoenix,https://yugipedia.com/wiki/Finalize_Phoenix,,2023-02-23 09:54:37,
The Fire Dragon,Monster Card,,,False,False,FIRE,Normal Monster,Dragon,,0,1500,,4,The Fire Dragon,https://yugipedia.com/wiki/The_Fire_Dragon,,2022-12-21 09:37:50,
Fire Fall Blaze Barrier,Trap Card,Normal Trap Card,"('Chemistry',)",False,False,,,,"('Effect',)",,,,,Fire Fall Blaze Barrier,https://yugipedia.com/wiki/Fire_Fall_Blaze_Barrier,,2022-12-21 09:47:38,
Fire Golem,Monster Card,,,False,False,FIRE,Effect Monster,Spellcaster,"('Effect',)",800,1200,,3,Fire Golem,https://yugipedia.com/wiki/Fire_Golem,,2022-09-21 03:03:53,
Fire Guardian,Monster Card,,,False,False,FIRE,Normal Monster,Dragon,,400,2100,,6,Fire Guardian,https://yugipedia.com/wiki/Fire_Guardian,,2022-12-21 09:36:54,
Fire Jester,Monster Card,,"('Metarion',)",False,False,LIGHT,Effect Monster,Pyro,"('Effect',)",500,1000,,3,Fire Jester,https://yugipedia.com/wiki/Fire_Jester,,2022-12-30 02:10:12,
Five Types of Assistance,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Five Types of Assistance,https://yugipedia.com/wiki/Five_Types_of_Assistance,,2022-12-23 14:34:55,
Five-Headed Dragon,Monster Card,,,False,False,DARK,Fusion Monster,Dragon,"('Continuous Effect',)",5000,5000,,12,Five-Headed Dragon (Rush Duel),https://yugipedia.com/wiki/Five-Headed_Dragon_(Rush_Duel),,2023-01-18 11:05:08,"('Type',)"
Flame Arms - Fretberge,Spell Card,Equip Spell Card,"('Shaman Bandit',)",False,False,,,,"('Effect',)",,,,,Flame Arms - Fretberge,https://yugipedia.com/wiki/Flame_Arms_-_Fretberge,,2023-02-04 14:19:20,
Flame Cerebrus,Monster Card,,,False,False,FIRE,Normal Monster,Pyro,,1800,2100,,6,Flame Cerebrus (Rush Duel),https://yugipedia.com/wiki/Flame_Cerebrus_(Rush_Duel),,2022-12-21 09:44:56,
Flame Champion,Monster Card,,,False,False,FIRE,Normal Monster,Pyro,,1300,1900,,5,Flame Champion (Rush Duel),https://yugipedia.com/wiki/Flame_Champion_(Rush_Duel),,2022-12-21 09:45:09,
Flame Manipulator,Monster Card,,,False,False,FIRE,Normal Monster,Spellcaster,,1000,900,,3,Flame Manipulator (Rush Duel),https://yugipedia.com/wiki/Flame_Manipulator_(Rush_Duel),,2022-04-23 01:18:00,"('Type',)"
Flame Ruler,Monster Card,,,True,False,FIRE,Effect Monster,Pyro,"('Continuous Effect',)",1600,1500,,4,Flame Ruler (Rush Duel),https://yugipedia.com/wiki/Flame_Ruler_(Rush_Duel),,2022-12-21 09:03:14,"('Any',)"
Flame Seeker,Monster Card,,"('Chemistry',)",False,False,FIRE,Normal Monster,Pyro,,400,1400,,4,Flame Seeker,https://yugipedia.com/wiki/Flame_Seeker,,2023-02-23 17:15:36,
Flame Swordsman,Monster Card,,,False,False,FIRE,Fusion Monster,Warrior,,1600,1800,,5,Flame Swordsman (Rush Duel),https://yugipedia.com/wiki/Flame_Swordsman_(Rush_Duel),,2022-04-23 01:17:10,"('Type',)"
Flapun,Monster Card,,,False,False,EARTH,Effect Monster,Beast,"('Effect',)",200,700,,1,Flapun,https://yugipedia.com/wiki/Flapun,,2023-02-15 13:27:36,
Flare Sorcerer,Monster Card,,,False,False,FIRE,Normal Monster,Spellcaster,,0,1500,,4,Flare Sorcerer,https://yugipedia.com/wiki/Flare_Sorcerer,,2023-01-19 21:15:53,
Flutomahawk the Music Princess,Monster Card,,"('Music Princess',)",False,False,WIND,Normal Monster,Warrior,,0,1500,,4,Flutomahawk the Music Princess,https://yugipedia.com/wiki/Flutomahawk_the_Music_Princess,,2022-10-20 07:24:08,
Flying Kamakiri #2,Monster Card,,,False,False,WIND,Normal Monster,Insect,,800,1500,,4,Flying Kamakiri 2 (Rush Duel),https://yugipedia.com/wiki/Flying_Kamakiri_2_(Rush_Duel),,2022-09-21 05:44:51,
Folder Blitz the Infinite Dream,Monster Card,,"('Psychic Musician',)",False,False,FIRE,Effect Monster,Psychic,"('Effect',)",0,2300,,7,Folder Blitz the Infinite Dream,https://yugipedia.com/wiki/Folder_Blitz_the_Infinite_Dream,,2022-10-20 07:05:28,
Following World,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Following World,https://yugipedia.com/wiki/Following_World,,2022-12-20 09:03:56,
Followl of the Dark Wisdom,Monster Card,,,False,False,LIGHT,Normal Monster,Fiend,,400,1100,,3,Followl of the Dark Wisdom,https://yugipedia.com/wiki/Followl_of_the_Dark_Wisdom,,2023-01-03 22:13:24,
Followl of the Fornether,Monster Card,,,False,False,LIGHT,Effect Monster,Fiend,"('Effect',)",900,1600,,6,Followl of the Fornether,https://yugipedia.com/wiki/Followl_of_the_Fornether,,2021-12-17 12:13:03,
Force of Thief,Trap Card,Normal Trap Card,"('Shaman Bandit',)",False,False,,,,"('Effect',)",,,,,Force of Thief,https://yugipedia.com/wiki/Force_of_Thief,,2023-02-04 14:17:30,
Forest,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Forest (Rush Duel),https://yugipedia.com/wiki/Forest_(Rush_Duel),,2022-10-20 07:34:15,"('Type',)"
Forkhawk,Monster Card,,,False,False,WIND,Effect Monster,Machine,"('Effect',)",900,400,,3,Forkhawk,https://yugipedia.com/wiki/Forkhawk,,2022-12-21 09:23:30,
Fortitude Dragon,Monster Card,,,False,False,DARK,Effect Monster,Dragon,"('Effect',)",1100,900,,4,Fortitude Dragon,https://yugipedia.com/wiki/Fortitude_Dragon,,2022-12-10 20:33:59,
Frenzied Panda,Monster Card,,,False,False,EARTH,Normal Monster,Beast,,1000,1200,,4,Frenzied Panda (Rush Duel),https://yugipedia.com/wiki/Frenzied_Panda_(Rush_Duel),,2022-04-10 15:50:42,
Frenzied Panda Cotta,Monster Card,,,False,False,WATER,Normal Monster,Aqua,,0,1200,,3,Frenzied Panda Cotta,https://yugipedia.com/wiki/Frenzied_Panda_Cotta,,2023-01-19 04:51:04,
Frightening Fan Mail,Spell Card,Normal Spell Card,"('Ghost Story',)",False,False,,,,"('Effect',)",,,,,Frightening Fan Mail,https://yugipedia.com/wiki/Frightening_Fan_Mail,,2022-10-20 06:58:23,
Full Jersey,Trap Card,Normal Trap Card,"('Jersey',)",False,False,,,,"('Effect',)",,,,,Full Jersey,https://yugipedia.com/wiki/Full_Jersey,,2022-10-05 20:20:16,
Full Meteor Impact,Monster Card,,,False,False,FIRE,Effect Monster,Rock,"('Effect',)",0,2500,,7,Full Meteor Impact,https://yugipedia.com/wiki/Full_Meteor_Impact,,2022-09-21 03:36:02,
Full Moon Dragon Umbralancer F,Monster Card,,,False,False,DARK,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",1600,2300,,7,Full Moon Dragon Umbralancer F,https://yugipedia.com/wiki/Full_Moon_Dragon_Umbralancer_F,,2023-01-07 04:44:00,
Fusion,Spell Card,Normal Spell Card,"('Fusion (archetype)',)",False,False,,,,"('Effect',)",,,,,Fusion (Rush Duel),https://yugipedia.com/wiki/Fusion_(Rush_Duel),"('Alternate',)",2023-01-18 16:21:15,
Future Aeromancer,Monster Card,,,False,False,WIND,Effect Monster,Psychic,"('Effect',)",1300,500,,3,Future Aeromancer,https://yugipedia.com/wiki/Future_Aeromancer,,2023-02-23 09:53:31,
Future Diviner,Monster Card,,,False,False,WATER,Effect Monster,Psychic,"('Effect',)",1300,500,,4,Future Diviner,https://yugipedia.com/wiki/Future_Diviner,,2022-09-21 05:30:23,
Future Mining,Spell Card,Normal Spell Card,"('Signature move',)",False,False,,,,"('Effect',)",,,,,Future Mining,https://yugipedia.com/wiki/Future_Mining,,2022-09-21 05:41:35,
Gadget Soldier,Monster Card,,,False,False,FIRE,Normal Monster,Machine,,2000,1800,,6,Gadget Soldier (Rush Duel),https://yugipedia.com/wiki/Gadget_Soldier_(Rush_Duel),,2022-09-20 11:22:47,"('Any',)"
Gagaga Outfielder,Monster Card,,"('Baseball',)",False,False,FIRE,Normal Monster,Warrior,,400,1200,,4,Gagaga Outfielder,https://yugipedia.com/wiki/Gagaga_Outfielder,,2022-12-10 20:56:15,
Gagagaguts,Trap Card,Normal Trap Card,"('Baseball',)",False,False,,,,"('Effect',)",,,,,Gagagaguts,https://yugipedia.com/wiki/Gagagaguts,,2023-01-16 01:54:33,
Gaia The Fierce Knight,Monster Card,,,False,False,EARTH,Normal Monster,Warrior,,2100,2300,,7,Gaia The Fierce Knight (Rush Duel),https://yugipedia.com/wiki/Gaia_The_Fierce_Knight_(Rush_Duel),,2022-09-26 12:56:02,"('Name', 'Type')"
Gaia the Dragon Champion,Monster Card,,,False,False,WIND,Fusion Monster,Dragon,,2100,2600,,7,Gaia the Dragon Champion (Rush Duel),https://yugipedia.com/wiki/Gaia_the_Dragon_Champion_(Rush_Duel),,2022-10-05 20:17:36,"('Name',)"
Gajumaru the Shadow Flower Lion,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Effect Monster,Plant,"('Effect',)",1500,2400,,7,Gajumaru the Shadow Flower Lion,https://yugipedia.com/wiki/Gajumaru_the_Shadow_Flower_Lion,,2022-09-21 05:43:11,
Galactiara Eve,Monster Card,,,False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",0,0,,1,Galactiara Eve,https://yugipedia.com/wiki/Galactiara_Eve,,2023-02-23 09:54:57,
Galactica Amnesia,Monster Card,,"('Galactica',)",False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",1500,1600,,6,Galactica Amnesia,https://yugipedia.com/wiki/Galactica_Amnesia,,2022-09-20 11:09:35,
Galactica Force,Spell Card,Normal Spell Card,"('Galactica',)",False,False,,,,"('Effect',)",,,,,Galactica Force,https://yugipedia.com/wiki/Galactica_Force,,2022-09-20 11:06:00,
Galactica Jamais Vu,Monster Card,,"('Galactica',)",False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",1200,0,,2,Galactica Jamais Vu,https://yugipedia.com/wiki/Galactica_Jamais_Vu,,2023-02-15 16:39:18,
Galactica Lattice,Trap Card,Normal Trap Card,"('Galactica',)",False,False,,,,"('Effect',)",,,,,Galactica Lattice,https://yugipedia.com/wiki/Galactica_Lattice,,2022-12-21 09:17:32,
Galactica Oblivion,Monster Card,,"('Galactica',)",False,False,LIGHT,Normal Monster,Galaxy (Type),,2500,2500,,7,Galactica Oblivion,https://yugipedia.com/wiki/Galactica_Oblivion,"('Alternate',)",2023-02-23 10:01:07,
Galactica Reminiscence,Monster Card,,"('Galactica',)",False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",2000,2400,,7,Galactica Reminiscence,https://yugipedia.com/wiki/Galactica_Reminiscence,,2022-12-02 08:26:48,
Galactica Repulsion,Spell Card,Normal Spell Card,"('Galactica',)",False,False,,,,"('Effect',)",,,,,Galactica Repulsion,https://yugipedia.com/wiki/Galactica_Repulsion,,2022-12-21 09:16:48,
Galactica Tabula Rasa,Monster Card,,"('Galactica',)",False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",1600,1500,,6,Galactica Tabula Rasa,https://yugipedia.com/wiki/Galactica_Tabula_Rasa,,2023-02-04 14:26:00,
Galactica Xiphos,Spell Card,Equip Spell Card,"('Galactica',)",False,False,,,,"('Effect',)",,,,,Galactica Xiphos,https://yugipedia.com/wiki/Galactica_Xiphos,,2023-02-04 14:20:52,
Galaxy Topping Troll,Monster Card,,,False,False,DARK,Effect Monster,Pyro,"('Effect',)",1000,1200,,4,Galaxy Topping Troll,https://yugipedia.com/wiki/Galaxy_Topping_Troll,,2022-09-12 09:28:20,
Garland the True Shadow Flower Ninja,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Effect Monster,Plant,"('Effect',)",1500,2500,,8,Garland the True Shadow Flower Ninja,https://yugipedia.com/wiki/Garland_the_True_Shadow_Flower_Ninja,,2022-09-21 05:37:10,
Garmr the Lone Wolf,Monster Card,,,False,False,LIGHT,Normal Monster,Fiend,,200,800,,2,Garmr the Lone Wolf,https://yugipedia.com/wiki/Garmr_the_Lone_Wolf,,2022-08-24 03:10:37,
Garnecia Elefantis,Monster Card,,,False,False,EARTH,Normal Monster,Beast-Warrior,,2000,2400,,7,Garnecia Elefantis (Rush Duel),https://yugipedia.com/wiki/Garnecia_Elefantis_(Rush_Duel),,2022-12-20 12:30:10,
Gatekeeping Gargoyle,Monster Card,,,False,False,LIGHT,Effect Monster,Fiend,"('Effect',)",1200,1600,,6,Gatekeeping Gargoyle,https://yugipedia.com/wiki/Gatekeeping_Gargoyle,,2022-09-21 05:43:34,
Gatling the Shadow Flower Shinobi,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Effect Monster,Plant,"('Effect',)",2400,2000,,7,Gatling the Shadow Flower Shinobi,https://yugipedia.com/wiki/Gatling_the_Shadow_Flower_Shinobi,,2022-12-26 06:08:21,"('Any',)"
Gazelle the King of Mythical Beasts,Monster Card,,,False,False,EARTH,Normal Monster,Beast,,1200,1500,,4,Gazelle the King of Mythical Beasts (Rush Duel),https://yugipedia.com/wiki/Gazelle_the_King_of_Mythical_Beasts_(Rush_Duel),,2022-10-20 07:38:46,"('Type',)"
Gekka the Shadow Flower Beauty,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Effect Monster,Plant,"('Effect',)",1300,0,,4,Gekka the Shadow Flower Beauty,https://yugipedia.com/wiki/Gekka_the_Shadow_Flower_Beauty,,2022-09-23 00:36:09,
Genie's Fire Breath,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Genie's Fire Breath,https://yugipedia.com/wiki/Genie%27s_Fire_Breath,,2023-01-09 08:41:19,
Geological Survey,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Geological Survey,https://yugipedia.com/wiki/Geological_Survey,,2022-10-01 17:40:13,
Ghost Cyclone,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Ghost Cyclone,https://yugipedia.com/wiki/Ghost_Cyclone,,2022-09-21 05:32:42,
Ghost Vicious,Monster Card,,,False,False,DARK,Effect Monster,Zombie,"('Effect',)",1200,1700,,5,Ghost Vicious,https://yugipedia.com/wiki/Ghost_Vicious,,2023-02-04 14:22:55,
Ghoulish Gal,Monster Card,,"('Ghost Story',)",False,False,DARK,Normal Monster,Zombie,,800,0,,2,Ghoulish Gal,https://yugipedia.com/wiki/Ghoulish_Gal,,2022-10-20 06:58:52,
Gi-ant Revolution,Trap Card,Normal Trap Card,"('Gi-ant Revolution (series)',)",False,False,,,,"('Effect',)",,,,,Gi-ant Revolution,https://yugipedia.com/wiki/Gi-ant_Revolution,,2022-10-20 07:18:12,
Giant Bulge,Monster Card,,,False,False,LIGHT,Normal Monster,Galaxy (Type),,1300,1300,,4,Giant Bulge,https://yugipedia.com/wiki/Giant_Bulge,,2022-12-21 09:15:57,
Giant Tortoise of Greed,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Giant Tortoise of Greed,https://yugipedia.com/wiki/Giant_Tortoise_of_Greed,,2022-09-21 05:00:10,
Giftarist,Monster Card,,"('Band Group',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",0,2400,,7,Giftarist,https://yugipedia.com/wiki/Giftarist,,2023-01-05 22:42:54,
Giga-Tech Wolf,Monster Card,,,False,False,FIRE,Normal Monster,Machine,,1400,1200,,4,Giga-Tech Wolf (Rush Duel),https://yugipedia.com/wiki/Giga-Tech_Wolf_(Rush_Duel),,2022-04-23 01:16:06,
Gilford the Legend,Monster Card,,,False,False,EARTH,Effect Monster,Warrior,"('Effect',)",2000,2600,,8,Gilford the Legend (Rush Duel),https://yugipedia.com/wiki/Gilford_the_Legend_(Rush_Duel),,2023-01-21 14:17:25,"('Any',)"
Gilford the Lightning,Monster Card,,,True,False,LIGHT,Effect Monster,Warrior,"('Effect',)",1400,2800,,8,Gilford the Lightning (Rush Duel),https://yugipedia.com/wiki/Gilford_the_Lightning_(Rush_Duel),,2023-01-21 13:50:55,"('Any',)"
Gilford the Rising,Monster Card,,,False,False,FIRE,Effect Monster,Warrior,"('Effect',)",2200,2500,,8,Gilford the Rising,https://yugipedia.com/wiki/Gilford_the_Rising,,2023-01-21 14:16:27,
"Gingangel, the Deluxe Sushi Fairy",Monster Card,,"('Sushi Fairy',)",False,False,LIGHT,Effect Monster,Fairy,"('Effect',)",1800,2400,,7,"Gingangel, the Deluxe Sushi Fairy","https://yugipedia.com/wiki/Gingangel,_the_Deluxe_Sushi_Fairy",,2022-10-20 07:21:17,
Goblin Holedigger Captain,Monster Card,,,False,False,EARTH,Effect Monster,Warrior,"('Effect',)",400,900,,4,Goblin Holedigger Captain,https://yugipedia.com/wiki/Goblin_Holedigger_Captain,,2023-02-13 14:05:09,
Gogogo Umpire,Monster Card,,"('Baseball',)",False,False,FIRE,Effect Monster,Warrior,"('Effect',)",400,1000,,4,Gogogo Umpire,https://yugipedia.com/wiki/Gogogo_Umpire,,2022-12-27 11:50:54,
Gokibore,Monster Card,,,False,False,EARTH,Normal Monster,Insect,,1400,1200,,4,Gokibore (Rush Duel),https://yugipedia.com/wiki/Gokibore_(Rush_Duel),,2022-10-10 02:40:56,
Golden-Eyes Star Cat,Monster Card,,"('Cat (Rush Duel series)',)",False,False,LIGHT,Normal Monster,Beast,,200,1500,,4,Golden-Eyes Star Cat,https://yugipedia.com/wiki/Golden-Eyes_Star_Cat,,2023-01-21 13:54:38,
Grace Princess Kana,Monster Card,,,False,False,LIGHT,Normal Monster,Aqua,,1400,200,,2,Grace Princess Kana,https://yugipedia.com/wiki/Grace_Princess_Kana,,2022-10-20 07:23:09,
Graceful Charity,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Graceful Charity (Rush Duel),https://yugipedia.com/wiki/Graceful_Charity_(Rush_Duel),"('Alternate',)",2023-02-15 11:12:09,"('Type',)"
Gracesaurus,Monster Card,,"('Metarion',)",False,False,LIGHT,Normal Monster,Dinosaur,,500,1400,,4,Gracesaurus,https://yugipedia.com/wiki/Gracesaurus,,2022-12-30 01:30:13,
Grand Extreme,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Grand Extreme,https://yugipedia.com/wiki/Grand_Extreme,,2022-09-25 03:04:53,
Grand Tiki Elder,Monster Card,,,False,False,DARK,Normal Monster,Fiend,,800,1500,,4,Grand Tiki Elder (Rush Duel),https://yugipedia.com/wiki/Grand_Tiki_Elder_(Rush_Duel),,2023-02-01 10:07:47,"('Type',)"
Grass,Monster Card,,,False,False,EARTH,Normal Monster,Plant,,0,0,,1,Grass,https://yugipedia.com/wiki/Grass,,2022-09-21 05:37:41,
Gravity Press Dragon,Monster Card,,,False,False,EARTH,Effect Monster,Dragon,"('Effect',)",1000,1500,,6,Gravity Press Dragon,https://yugipedia.com/wiki/Gravity_Press_Dragon,,2022-12-21 09:36:47,"('Any',)"
Great Cosmonarch,Monster Card,,,False,False,FIRE,Effect Monster,Galaxy (Type),"('Effect',)",1700,2400,,7,Great Cosmonarch,https://yugipedia.com/wiki/Great_Cosmonarch,,2022-12-21 09:52:15,
Great Maju Garzett,Monster Card,,,True,False,DARK,Effect Monster,Fiend,"('Continuous Effect',)",0,0,,6,Great Maju Garzett (Rush Duel),https://yugipedia.com/wiki/Great_Maju_Garzett_(Rush_Duel),,2023-02-01 11:44:20,"('Name',)"
Great Multistrike Dragon Dragias Burst,Monster Card,,"('Strike Dragon',)",False,True,LIGHT,Effect Monster,Dragon,"('Continuous Effect', 'Summoning condition')",0,2000,3500,10,Great Multistrike Dragon Dragias Burst,https://yugipedia.com/wiki/Great_Multistrike_Dragon_Dragias_Burst,,2022-10-30 15:44:18,
Great Multistrike Dragon Dragias Burst [L],Monster Card,,"('Strike Dragon',)",False,True,LIGHT,Effect Monster,Dragon,"('Effect',)",0,1500,,7,Great Multistrike Dragon Dragias Burst (L),https://yugipedia.com/wiki/Great_Multistrike_Dragon_Dragias_Burst_(L),,2021-12-30 11:32:15,
Great Multistrike Dragon Dragias Burst [R],Monster Card,,"('Strike Dragon',)",False,True,LIGHT,Effect Monster,Dragon,"('Effect',)",0,1500,,7,Great Multistrike Dragon Dragias Burst (R),https://yugipedia.com/wiki/Great_Multistrike_Dragon_Dragias_Burst_(R),,2021-12-30 11:32:35,
Great-Tusked Mammoth,Monster Card,,,False,False,EARTH,Effect Monster,Beast,"('Effect',)",1500,2500,,7,Great-Tusked Mammoth,https://yugipedia.com/wiki/Great-Tusked_Mammoth,,2023-02-15 13:56:04,
Green-Eyes Star Cat,Monster Card,,"('Cat (Rush Duel series)',)",False,False,LIGHT,Effect Monster,Beast,"('Effect',)",200,400,,1,Green-Eyes Star Cat,https://yugipedia.com/wiki/Green-Eyes_Star_Cat,,2023-01-21 14:02:19,
Greystorm Reverie,Monster Card,,,False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",2000,2500,,8,Greystorm Reverie,https://yugipedia.com/wiki/Greystorm_Reverie,,2022-12-02 08:59:58,
Griffore,Monster Card,,,False,False,EARTH,Normal Monster,Beast,,1500,1200,,4,Griffore (Rush Duel),https://yugipedia.com/wiki/Griffore_(Rush_Duel),,2022-09-21 05:36:41,
Grilled Pangolin,Monster Card,,,False,False,FIRE,Normal Monster,Beast,,1400,0,,1,Grilled Pangolin,https://yugipedia.com/wiki/Grilled_Pangolin,,2022-09-21 05:37:27,
Ground Attacker Bugroth,Monster Card,,,False,False,EARTH,Normal Monster,Machine,,1000,1500,,4,Ground Attacker Bugroth (Rush Duel),https://yugipedia.com/wiki/Ground_Attacker_Bugroth_(Rush_Duel),,2022-12-21 09:22:47,
Ground Cerberus,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",2000,2400,,8,Ground Cerberus,https://yugipedia.com/wiki/Ground_Cerberus,,2022-09-21 05:31:11,
Guarding Mermaid,Monster Card,,,False,False,DARK,Normal Monster,Aqua,,0,1200,,3,Guarding Mermaid,https://yugipedia.com/wiki/Guarding_Mermaid,,2022-12-10 21:04:58,
Guide of the Blaze Fiends,Monster Card,,"('Blaze Fiend',)",False,False,FIRE,Effect Monster,Fiend,"('Effect',)",1000,0,,4,Guide of the Blaze Fiends,https://yugipedia.com/wiki/Guide_of_the_Blaze_Fiends,,2023-02-23 09:59:04,
Gust,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Gust (Rush Duel),https://yugipedia.com/wiki/Gust_(Rush_Duel),,2022-09-18 19:46:00,"('Any',)"
Gyakutenno Megami,Monster Card,,,False,False,LIGHT,Normal Monster,Fairy,,2000,1800,,6,Gyakutenno Megami (Rush Duel),https://yugipedia.com/wiki/Gyakutenno_Megami_(Rush_Duel),,2022-09-25 03:03:25,
H.D.D. - Hundred Divine Dragon,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Effect Monster,Dragon,"('Continuous Effect',)",1500,2500,,7,H.D.D. - Hundred Divine Dragon,https://yugipedia.com/wiki/H.D.D._-_Hundred_Divine_Dragon,,2023-02-23 09:54:44,
