Name,Password,Card type,Property,Effect type,Archseries,TCG status,OCG status,Artwork,Page URL,Modification date,Errata,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows
Cyber Eternal,32768230,Spell Card,Quick-Play Spell Card,"('Condition', 'Effect', 'Unclassified effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Eternal,2021-10-13 23:59:55,,,,,,,,,,,
Cyber Eternity Dragon,82315403,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Eternity_Dragon,2022-08-14 10:21:52,,Fusion Monster,,LIGHT,Machine,10,2800,4000,,,
Cyber Falcon,30655537,Monster Card,,,,Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Falcon,2021-11-07 10:19:43,,Normal Monster,,WIND,Machine,4,1400,1200,,,
Cyber Gymnast,76763417,Monster Card,,"('Ignition Effect',)","('Cyber', 'Cyber Girl')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Gymnast,2022-04-20 02:31:21,,Effect Monster,,EARTH,Warrior,4,800,1800,,,
Cyber Harpie Lady,80316585,Monster Card,,"('Condition',)","('Cyber', 'Harpie')",Unlimited,Unlimited,"('Edited',)",https://yugipedia.com/wiki/Cyber_Harpie_Lady,2023-01-18 15:31:56,,Effect Monster,,WIND,Winged Beast,4,1800,1300,,,
Cyber Jar,34124316,Monster Card,,"('Flip effect',)","('Cyber', 'Jar')",Limited,Forbidden,,https://yugipedia.com/wiki/Cyber_Jar,2022-06-26 17:28:05,,Effect Monster,Flip monster,DARK,Rock,3,900,900,,,
Cyber Kirin,76986005,Monster Card,,"('Ignition Effect',)","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Kirin,2020-11-16 05:30:05,,Effect Monster,,LIGHT,Machine,3,300,800,,,
Cyber Larva,35050257,Monster Card,,"('Trigger Effect',)","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Larva,2022-12-31 13:38:06,,Effect Monster,,LIGHT,Machine,1,400,600,,,
Cyber Laser Dragon,04162088,Monster Card,,"('Ignition Effect', 'Summoning condition')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Laser_Dragon,2022-08-25 12:33:51,"('Name',)",Effect Monster,,LIGHT,Machine,7,2400,1800,,,
Cyber Network,12670770,Trap Card,Continuous Trap Card,"('Condition', 'Quick-like Effect', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Network,2022-03-21 19:08:30,,,,,,,,,,,
Cyber Ogre,64268668,Monster Card,,"('Quick Effect',)","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Ogre,2022-02-05 08:03:46,,Effect Monster,,EARTH,Machine,5,1900,1200,,,
Cyber Ogre 2,37057012,Monster Card,,"('Continuous Effect', 'Summoning condition')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Ogre_2,2020-03-13 18:12:27,,Fusion Monster,,EARTH,Machine,7,2600,1900,,,
Cyber Ouroboros,30042158,Monster Card,,"('Trigger Effect',)","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Ouroboros,2021-11-07 10:20:30,,Effect Monster,,DARK,Machine,2,100,600,,,
Cyber Petit Angel,76103404,Monster Card,,"('Condition', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Petit_Angel,2022-08-30 12:38:48,"('Name',)",Effect Monster,,LIGHT,Fairy,2,300,200,,,
Cyber Pharos,29719112,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect', 'Unclassified effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Pharos,2022-04-18 12:55:45,,Effect Monster,,LIGHT,Machine,1,0,2100,,,
Cyber Phoenix,03370104,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Phoenix,2022-03-19 20:43:32,,Effect Monster,,FIRE,Machine,4,1200,1600,,,
Cyber Prima,02158562,Monster Card,,"('Trigger Effect',)","('Cyber', 'Cyber Girl')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Prima,2022-04-20 11:23:57,,Effect Monster,,LIGHT,Warrior,6,2300,1600,,,
Cyber Raider,39978267,Monster Card,,"('Trigger Effect',)","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Raider,2022-04-20 19:54:11,"('Name',)",Effect Monster,,DARK,Machine,4,1400,1000,,,
Cyber Repair Plant,86686671,Spell Card,Normal Spell Card,"('Activation condition', 'Condition', 'Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Repair_Plant,2021-10-15 12:52:42,,,,,,,,,,,
Cyber Revsystem,33041277,Spell Card,Normal Spell Card,"('Effect', 'Lingering effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Revsystem,2022-11-02 12:45:46,,,,,,,,,,,
Cyber Saurus,89112729,Monster Card,,,,Unlimited,Unlimited,"('Edited',)",https://yugipedia.com/wiki/Cyber_Saurus,2022-10-22 10:56:39,,Fusion Monster,,EARTH,Machine,5,1800,1400,,,
Cyber Shadow Gardna,90440725,Trap Card,Continuous Trap Card,"('Activation condition', 'Effect', 'Trigger Effect')","('Cyber', 'Trap Monster')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Shadow_Gardna,2022-07-24 09:37:22,,,,,,,,,,,
Cyber Shark,32393580,Monster Card,,"('Unclassified effect',)","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Shark,2022-06-16 17:20:31,,Effect Monster,,WATER,Fish,5,2100,2000,,,
Cyber Shield,63224564,Spell Card,Equip Spell Card,"('Condition', 'Continuous-like Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Shield,2022-04-20 02:29:21,"('Type',)",,,,,,,,,,
Cyber Slash Harpie Lady,63261835,Monster Card,,"('Condition', 'Quick Effect', 'Unclassified effect')","('Harpie', 'Signature move')",Unlimited,Unlimited,"('Edited',)",https://yugipedia.com/wiki/Cyber_Slash_Harpie_Lady,2022-04-20 02:30:36,,Synchro Monster,,WIND,Winged Beast,8,2600,1400,,,
Cyber Soldier,44865098,Monster Card,,,,,Unlimited,,https://yugipedia.com/wiki/Cyber_Soldier,2022-01-15 16:19:18,,Normal Monster,,DARK,Machine,5,1500,1700,,,
Cyber Soldier of Darkworld,75559356,Monster Card,,,,Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Soldier_of_Darkworld,2021-11-07 10:21:04,"('Name',)",Normal Monster,,DARK,Machine,4,1400,1200,,,
Cyber Summon Blaster,63477921,Trap Card,Continuous Trap Card,"('Trigger Effect',)","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Summon_Blaster,2020-06-11 13:45:20,,,,,,,,,,,
Cyber Tutu,49375719,Monster Card,,"('Continuous Effect',)","('Cyber', 'Cyber Girl')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Tutu,2022-04-20 12:43:17,,Effect Monster,,EARTH,Warrior,3,1000,800,,,
Cyber Tutubon,42600274,Monster Card,,"('Trigger Effect', 'Unclassified effect')","('Cyber', 'Cyber Girl')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Tutubon,2022-09-27 16:45:45,,Effect Monster,,EARTH,Warrior,5,1800,1600,,,
Cyber Twin Dragon,74157028,Monster Card,,"('Continuous Effect', 'Summoning condition')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Twin_Dragon,2021-03-14 19:24:11,"('Name', 'Type')",Fusion Monster,,LIGHT,Machine,8,2800,2100,,,
Cyber Valley,03657444,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber_Valley,2022-03-19 20:44:35,,Effect Monster,,LIGHT,Machine,1,0,0,,,
Cyber-Stein,69015963,Monster Card,,"('Condition', 'Ignition Effect')",,Limited,Limited,,https://yugipedia.com/wiki/Cyber-Stein,2022-12-21 02:20:37,"('Type',)",Effect Monster,,DARK,Machine,2,700,500,,,
Cyber-Tech Alligator,48766543,Monster Card,,,,Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyber-Tech_Alligator,2022-05-20 20:46:10,"('Name',)",Normal Monster,,WIND,Machine,5,2500,1600,,,
Cyberdark Cannon,45078193,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Cyber', 'Cyberdark')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Cannon,2021-10-14 00:05:14,,Effect Monster,,DARK,Dragon,3,1600,800,,,
Cyberdark Chimera,05370235,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Cyber', 'Cyberdark')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Chimera,2022-07-05 14:00:41,,Effect Monster,,DARK,Machine,4,800,2100,,,
Cyberdark Claw,82562802,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Cyber', 'Cyberdark')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Claw,2022-03-19 20:44:40,,Effect Monster,,DARK,Dragon,3,1600,800,,,
Cyberdark Dragon,40418351,Monster Card,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Cyber', 'Cyberdark')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Dragon,2022-04-24 04:16:46,,Fusion Monster,,DARK,Machine,8,1000,1000,,,
Cyberdark Edge,77625948,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Cyber', 'Cyberdark')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Edge,2022-03-19 20:43:43,,Effect Monster,,DARK,Machine,4,800,800,,,
Cyberdark End Dragon,37542782,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')","('Cyber', 'Cyberdark')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_End_Dragon,2022-10-31 19:48:39,,Fusion Monster,,DARK,Machine,12,5000,3800,,,
Cyberdark Horn,41230939,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Cyber', 'Cyberdark')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Horn,2022-03-19 20:43:38,,Effect Monster,,DARK,Machine,4,800,800,,,
Cyberdark Impact!,80033124,Spell Card,Normal Spell Card,"('Effect',)","('Cyber', 'Cyberdark (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Impact!,2022-11-05 19:39:59,,,,,,,,,,,
Cyberdark Inferno,44352516,Spell Card,Field Spell Card,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')","('Cyber', 'Cyberdark (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Inferno,2021-10-15 12:52:36,,,,,,,,,,,
Cyberdark Invasion,01157683,Trap Card,Continuous Trap Card,"('Condition', 'Quick-like Effect')","('Cyber', 'Cyberdark (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Invasion,2021-10-13 23:57:28,,,,,,,,,,,
Cyberdark Keel,03019642,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Cyber', 'Cyberdark')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Keel,2022-03-19 20:43:49,,Effect Monster,,DARK,Machine,4,800,800,,,
Cyberdark Realm,64753988,Spell Card,Continuous Spell Card,"('Condition', 'Continuous-like Effect', 'Effect', 'Ignition-like Effect')","('Cyber', 'Cyberdark (Spell/Trap archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdark_Realm,2021-10-13 23:59:43,,,,,,,,,,,
Cyberdarkness Dragon,18967507,Monster Card,,"('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Cyber', 'Cyberdark', 'Darkness (archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberdarkness_Dragon,2021-10-13 23:51:39,,Fusion Monster,,DARK,Machine,10,2000,2000,,,
Cyberload Fusion,55704856,Spell Card,Quick-Play Spell Card,"('Condition', 'Effect')","('Cyber', 'Fusion (archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberload_Fusion,2021-10-15 12:52:41,,,,,,,,,,,
Cybernetic Cyclopean,96428622,Monster Card,,"('Continuous Effect',)","('Cybernetic',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cybernetic_Cyclopean,2021-03-07 04:07:19,"('Name', 'Type')",Effect Monster,,EARTH,Beast-Warrior,4,1400,200,,,
Cybernetic Fusion Support,58199906,Spell Card,Quick-Play Spell Card,"('Condition', 'Cost', 'Effect')","('Cybernetic', 'Fusion (archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cybernetic_Fusion_Support,2022-07-05 13:55:20,,,,,,,,,,,
Cybernetic Hidden Technology,92773018,Trap Card,Continuous Trap Card,"('Trigger Effect',)","('Cybernetic',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cybernetic_Hidden_Technology,2021-04-09 17:17:06,,,,,,,,,,,
Cybernetic Horizon,63031396,Spell Card,Normal Spell Card,"('Condition', 'Effect')","('Cyber', 'Cyberdark (Spell/Trap archetype)', 'Cybernetic')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cybernetic_Horizon_(card),2021-10-13 23:49:48,,,,,,,,,,,
Cybernetic Magician,59023523,Monster Card,,"('Ignition Effect',)","('Cybernetic',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cybernetic_Magician,2021-11-07 03:45:41,,Effect Monster,,LIGHT,Spellcaster,6,2400,1000,,,
Cybernetic Overflow,82428674,Trap Card,Normal Trap Card,"('Condition', 'Effect', 'Trigger Effect')","('Cybernetic',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cybernetic_Overflow,2021-12-07 18:42:27,,,,,,,,,,,
Cybernetic Revolution,18597560,Trap Card,Normal Trap Card,"('Condition', 'Cost', 'Effect')","('Cybernetic',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cybernetic_Revolution_(card),2022-08-14 05:34:44,,,,,,,,,,,
Cybernetic Zone,47295267,Spell Card,Quick-Play Spell Card,"('Effect', 'Lingering effect')","('Cybernetic',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cybernetic_Zone,2021-11-07 10:22:08,,,,,,,,,,,
Cybersal Cyclone,37007105,Spell Card,Quick-Play Spell Card,"('Effect',)","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cybersal_Cyclone,2019-11-28 19:21:43,,,,,,,,,,,
Cyberse Accelerator,89238128,Monster Card,,"('Condition', 'Quick Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Accelerator,2021-10-07 07:34:08,,Link Monster,,LIGHT,Cyberse,,2000,,,3,"('↓', '←', '→')"
Cyberse Beacon,91269402,Trap Card,Normal Trap Card,"('Activation condition', 'Condition', 'Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Beacon,2021-06-23 03:34:29,,,,,,,,,,,
Cyberse Clock Dragon,42717221,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Clock_Dragon,2022-08-13 11:12:55,,Fusion Monster,,DARK,Cyberse,7,2500,2000,,,
Cyberse Converter,14505685,Monster Card,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Converter,2022-05-02 14:14:37,,Effect Monster,,LIGHT,Cyberse,2,1000,1000,,,
Cyberse Disabwurm,92422871,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Cyber',)",,Unlimited,,https://yugipedia.com/wiki/Cyberse_Disabwurm,2023-01-14 01:42:56,,Fusion Monster,,DARK,Cyberse,6,2300,1500,,,
Cyberse Enchanter,60279710,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Enchanter,2020-12-02 07:19:02,,Link Monster,,LIGHT,Cyberse,,2400,,,3,"('↓', '←', '→')"
Cyberse Gadget,00645087,Monster Card,,"('Condition', 'Trigger Effect')","('Cyber', 'Gadget')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Gadget,2021-11-20 07:53:08,,Effect Monster,,LIGHT,Cyberse,4,1400,300,,,
Cyberse Integrator,25200959,Monster Card,,"('Condition', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Integrator,2021-12-27 16:46:18,,Synchro Monster,,LIGHT,Cyberse,3,1000,1000,,,
Cyberse Magician,24731391,Monster Card,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Magician,2022-08-13 11:14:41,,Ritual Monster,,DARK,Cyberse,7,2500,2000,,,
Cyberse Quantum Dragon,63533837,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Quantum_Dragon,2022-08-13 11:15:41,,Synchro Monster,,DARK,Cyberse,7,2500,2000,,,
Cyberse Reminder,56337500,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Reminder,2021-12-27 17:43:35,,Xyz Monster,,LIGHT,Cyberse,3,1800,800,,,
Cyberse Sage,65037172,Monster Card,,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Cyber',)",,Unlimited,,https://yugipedia.com/wiki/Cyberse_Sage,2023-01-14 01:39:34,,Ritual Monster,Tuner monster,DARK,Cyberse,1,0,0,,,
Cyberse Synchron,86784733,Monster Card,,"('Condition', 'Ignition Effect', 'Unclassified effect')","('Cyber', 'Synchron')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Synchron,2021-12-27 16:12:34,,Effect Monster,Tuner monster,DARK,Cyberse,1,100,100,,,
Cyberse White Hat,46104361,Monster Card,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_White_Hat,2021-06-23 04:17:45,,Effect Monster,,LIGHT,Cyberse,6,1800,2400,,,
Cyberse Wicckid,52698008,Monster Card,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Wicckid,2021-12-27 16:47:33,,Link Monster,,DARK,Cyberse,,800,,,2,"('↓', '↘')"
Cyberse Witch,11674673,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Witch,2023-01-01 03:49:03,,Link Monster,,DARK,Cyberse,,800,,,2,"('↓', '↙')"
Cyberse Wizard,36033786,Monster Card,,"('Ignition Effect',)","('Cyber',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyberse_Wizard,2021-06-23 02:34:58,,Effect Monster,,LIGHT,Cyberse,4,1800,800,,,
Cyborg Doctor,51020079,Monster Card,,"('Ignition Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyborg_Doctor,2022-02-05 08:07:01,,Effect Monster,,EARTH,Spellcaster,4,1500,1700,,,
Cyclamen the Rikka Fairy,34614910,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Rikka',)",Unlimited,Unlimited,"('Edited',)",https://yugipedia.com/wiki/Cyclamen_the_Rikka_Fairy,2022-04-20 02:39:18,,Effect Monster,,WATER,Plant,4,1800,800,,,
Cycle of the World,32828635,Spell Card,Ritual Spell Card,"('Effect', 'Ignition-like Effect')","('Ruin & Demise',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cycle_of_the_World,2022-04-20 11:38:08,,,,,,,,,,,
Cyclon Laser,05494820,Spell Card,Equip Spell Card,"('Condition', 'Continuous-like Effect')","('Konami Arcade Games',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyclon_Laser,2021-11-07 10:22:22,"('Type',)",,,,,,,,,,
Cyclone Blade,22147147,Spell Card,Equip Spell Card,"('Condition', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyclone_Blade,2021-04-06 17:14:22,,,,,,,,,,,
Cyclone Boomerang,29612557,Spell Card,Equip Spell Card,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Cyclone_Boomerang,2020-03-20 11:58:41,,,,,,,,,,,
Cycroid,45945685,Monster Card,,,"('roid',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cycroid,2023-01-03 20:25:16,"('Name', 'Type')",Normal Monster,,EARTH,Machine,3,800,1000,,,
Cynet Backdoor,43839002,Spell Card,Quick-Play Spell Card,"('Condition', 'Effect', 'Lingering effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Backdoor,2021-06-23 04:30:48,,,,,,,,,,,
Cynet Cascade,04433488,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Cascade,2022-09-14 11:22:00,,,,,,,,,,,
Cynet Circuit,82886276,Trap Card,Normal Trap Card,"('Condition', 'Effect', 'Quick-like Effect')","('Cynet',)",,Unlimited,,https://yugipedia.com/wiki/Cynet_Circuit,2023-01-14 02:46:40,,,,,,,,,,,
Cynet Codec,60018643,Spell Card,Continuous Spell Card,"('Condition', 'Trigger Effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Codec,2021-09-09 03:00:53,,,,,,,,,,,
Cynet Conflict,07403341,Trap Card,Counter Trap Card,"('Activation condition', 'Condition', 'Effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Conflict,2022-05-05 13:00:13,,,,,,,,,,,
Cynet Crosswipe,77449773,Spell Card,Quick-Play Spell Card,"('Cost', 'Effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Crosswipe,2022-09-14 11:22:31,,,,,,,,,,,
Cynet Fusion,65801012,Spell Card,Normal Spell Card,"('Effect',)","('Cynet', 'Fusion (archetype)')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Fusion,2021-09-09 02:19:50,,,,,,,,,,,
Cynet Mining,57160136,Spell Card,Normal Spell Card,"('Condition', 'Cost', 'Effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Mining,2021-12-27 18:01:05,,,,,,,,,,,
Cynet Optimization,34010534,Spell Card,Continuous Spell Card,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Optimization,2022-04-20 03:01:21,,,,,,,,,,,
Cynet Recovery,73558460,Spell Card,Continuous Spell Card,"('Condition', 'Trigger Effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Recovery,2019-11-28 19:28:37,,,,,,,,,,,
Cynet Refresh,36368606,Trap Card,Normal Trap Card,"('Activation condition', 'Effect', 'Lingering effect', 'Quick-like Effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Refresh,2019-11-28 19:28:46,,,,,,,,,,,
Cynet Regression,19943114,Trap Card,Normal Trap Card,"('Activation condition', 'Condition', 'Effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Regression,2021-06-23 04:33:33,,,,,,,,,,,
Cynet Ritual,34767865,Spell Card,Ritual Spell Card,"('Condition', 'Effect', 'Ignition-like Effect')","('Cynet',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Cynet_Ritual,2021-09-09 01:35:37,,,,,,,,,,,
Cynet Rollback,57900671,Spell Card,Quick-Play Spell Card,"('Condition', 'Effect', 'Ignition-like Effect')","('Cynet',)",,Unlimited,,https://yugipedia.com/wiki/Cynet_Rollback,2023-01-14 02:16:17,,,,,,,,,,,
