Card number,Rarity,Version
SP15-DE014,"('Common', 'Starfoil Rare')",Old
SP15-DE015,"('Common', 'SFR')",New
SP15-DE015,"('Common', 'Starfoil Rare')",Old
SP15-DE016,"('Common', 'Starfoil Rare')",Old
SP15-DE016,"('Common', 'SFR')",New
SP15-DE017,"('Common', 'Starfoil Rare')",Old
SP15-DE017,"('Common', 'SFR')",New
SP15-DE018,"('Common', 'Starfoil Rare')",Old
SP15-DE018,"('Common', 'SFR')",New
SP15-DE019,"('Common', 'SFR')",New
SP15-DE019,"('Common', 'Starfoil Rare')",Old
SP15-DE020,"('Common', 'Starfoil Rare')",Old
SP15-DE020,"('Common', 'SFR')",New
SP15-DE021,"('Common', 'Starfoil Rare')",Old
SP15-DE021,"('Common', 'SFR')",New
SP15-DE022,"('Common', 'Starfoil Rare')",Old
SP15-DE022,"('Common', 'SFR')",New
SP15-DE023,"('Common', 'Starfoil Rare')",Old
SP15-DE023,"('Common', 'SFR')",New
SP15-DE024,"('Common', 'Starfoil Rare')",Old
SP15-DE024,"('Common', 'SFR')",New
SP15-DE025,"('Common', 'SFR')",New
SP15-DE025,"('Common', 'Starfoil Rare')",Old
SP15-DE026,"('Common', 'SFR')",New
SP15-DE026,"('Common', 'Starfoil Rare')",Old
SP15-DE027,"('Common', 'Starfoil Rare')",Old
SP15-DE027,"('Common', 'SFR')",New
SP15-DE028,"('Common', 'Starfoil Rare')",Old
SP15-DE028,"('Common', 'SFR')",New
SP15-DE029,"('Common', 'SFR')",New
SP15-DE029,"('Common', 'Starfoil Rare')",Old
SP15-DE030,"('Common', 'Starfoil Rare')",Old
SP15-DE030,"('Common', 'SFR')",New
SP15-DE031,"('Common', 'SFR')",New
SP15-DE031,"('Common', 'Starfoil Rare')",Old
SP15-DE032,"('Common', 'SFR')",New
SP15-DE032,"('Common', 'Starfoil Rare')",Old
SP15-DE033,"('Common', 'SFR')",New
SP15-DE033,"('Common', 'Starfoil Rare')",Old
SP15-DE034,"('Common', 'SFR')",New
SP15-DE034,"('Common', 'Starfoil Rare')",Old
SP15-DE035,"('Common', 'SFR')",New
SP15-DE035,"('Common', 'Starfoil Rare')",Old
SP15-DE036,"('SFR',)",New
SP15-DE036,"('Starfoil Rare',)",Old
SP15-DE037,"('Common', 'SFR')",New
SP15-DE037,"('Common', 'Starfoil Rare')",Old
SP15-DE038,"('Common', 'SFR')",New
SP15-DE038,"('Common', 'Starfoil Rare')",Old
SP15-DE039,"('Common', 'SFR')",New
SP15-DE039,"('Common', 'Starfoil Rare')",Old
SP15-DE040,"('Common', 'SFR')",New
SP15-DE040,"('Common', 'Starfoil Rare')",Old
SP15-DE041,"('Common', 'Starfoil Rare')",Old
SP15-DE041,"('Common', 'SFR')",New
SP15-DE042,"('Common', 'Starfoil Rare')",Old
SP15-DE042,"('Common', 'SFR')",New
SP15-DE043,"('Common', 'SFR')",New
SP15-DE043,"('Common', 'Starfoil Rare')",Old
SP15-DE044,"('Common', 'Starfoil Rare')",Old
SP15-DE044,"('Common', 'SFR')",New
SP15-DE045,"('Common', 'Starfoil Rare')",Old
SP15-DE045,"('Common', 'SFR')",New
SP15-DE046,"('Common', 'SFR')",New
SP15-DE046,"('Common', 'Starfoil Rare')",Old
SP15-DE047,"('Common', 'SFR')",New
SP15-DE047,"('Common', 'Starfoil Rare')",Old
SP15-DE048,"('Common', 'SFR')",New
SP15-DE048,"('Common', 'Starfoil Rare')",Old
SP15-DE049,"('Common', 'Starfoil Rare')",Old
SP15-DE049,"('Common', 'SFR')",New
SP15-DE050,"('Common', 'Starfoil Rare')",Old
SP15-DE050,"('Common', 'SFR')",New
SP15-EN001,"('Common', 'Shatterfoil Rare')",Old
SP15-EN001,"('Common', 'SHR')",New
SP15-EN002,"('Common', 'SHR')",New
SP15-EN002,"('Common', 'Shatterfoil Rare')",Old
SP15-EN003,"('Common', 'Shatterfoil Rare')",Old
SP15-EN003,"('Common', 'SHR')",New
SP15-EN004,"('Common', 'SHR')",New
SP15-EN004,"('Common', 'Shatterfoil Rare')",Old
SP15-EN005,"('Common', 'Shatterfoil Rare')",Old
SP15-EN005,"('Common', 'SHR')",New
SP15-EN006,"('Common', 'Shatterfoil Rare')",Old
SP15-EN006,"('Common', 'SHR')",New
SP15-EN007,"('Common', 'Shatterfoil Rare')",Old
SP15-EN007,"('Common', 'SHR')",New
SP15-EN008,"('Common', 'Shatterfoil Rare')",Old
SP15-EN008,"('Common', 'SHR')",New
SP15-EN009,"('Common', 'Shatterfoil Rare')",Old
SP15-EN009,"('Common', 'SHR')",New
SP15-EN010,"('Common', 'SHR')",New
SP15-EN010,"('Common', 'Shatterfoil Rare')",Old
SP15-EN011,"('Common', 'SHR')",New
SP15-EN011,"('Common', 'Shatterfoil Rare')",Old
SP15-EN012,"('SHR',)",New
SP15-EN012,"('Shatterfoil Rare',)",Old
SP15-EN013,"('Common', 'SHR')",New
SP15-EN013,"('Common', 'Shatterfoil Rare')",Old
SP15-EN014,"('Common', 'Shatterfoil Rare')",Old
SP15-EN014,"('Common', 'SHR')",New
SP15-EN015,"('Common', 'SHR')",New
SP15-EN015,"('Common', 'Shatterfoil Rare')",Old
SP15-EN016,"('Common', 'SHR')",New
SP15-EN016,"('Common', 'Shatterfoil Rare')",Old
SP15-EN017,"('Common', 'Shatterfoil Rare')",Old
SP15-EN017,"('Common', 'SHR')",New
SP15-EN018,"('Common', 'SHR')",New
SP15-EN018,"('Common', 'Shatterfoil Rare')",Old
SP15-EN019,"('Common', 'SHR')",New
SP15-EN019,"('Common', 'Shatterfoil Rare')",Old
SP15-EN020,"('Common', 'SHR')",New
SP15-EN020,"('Common', 'Shatterfoil Rare')",Old
SP15-EN021,"('Common', 'Shatterfoil Rare')",Old
SP15-EN021,"('Common', 'SHR')",New
SP15-EN022,"('Common', 'Shatterfoil Rare')",Old
SP15-EN022,"('Common', 'SHR')",New
SP15-EN023,"('Common', 'Shatterfoil Rare')",Old
SP15-EN023,"('Common', 'SHR')",New
SP15-EN024,"('Common', 'Shatterfoil Rare')",Old
SP15-EN024,"('Common', 'SHR')",New
SP15-EN025,"('Common', 'Shatterfoil Rare')",Old
SP15-EN025,"('Common', 'SHR')",New
SP15-EN026,"('Common', 'Shatterfoil Rare')",Old
SP15-EN026,"('Common', 'SHR')",New
SP15-EN027,"('Common', 'SHR')",New
SP15-EN027,"('Common', 'Shatterfoil Rare')",Old
SP15-EN028,"('Common', 'SHR')",New
SP15-EN028,"('Common', 'Shatterfoil Rare')",Old
SP15-EN029,"('Common', 'Shatterfoil Rare')",Old
SP15-EN029,"('Common', 'SHR')",New
SP15-EN030,"('Common', 'SHR')",New
SP15-EN030,"('Common', 'Shatterfoil Rare')",Old
SP15-EN031,"('Common', 'Shatterfoil Rare')",Old
SP15-EN031,"('Common', 'SHR')",New
SP15-EN032,"('Common', 'Shatterfoil Rare')",Old
SP15-EN032,"('Common', 'SHR')",New
SP15-EN033,"('Common', 'Shatterfoil Rare')",Old
SP15-EN033,"('Common', 'SHR')",New
SP15-EN034,"('Common', 'Shatterfoil Rare')",Old
SP15-EN034,"('Common', 'SHR')",New
SP15-EN035,"('Common', 'Shatterfoil Rare')",Old
SP15-EN035,"('Common', 'SHR')",New
SP15-EN036,"('Shatterfoil Rare',)",Old
SP15-EN036,"('SHR',)",New
SP15-EN037,"('Common', 'SHR')",New
SP15-EN037,"('Common', 'Shatterfoil Rare')",Old
SP15-EN038,"('Common', 'Shatterfoil Rare')",Old
SP15-EN038,"('Common', 'SHR')",New
SP15-EN039,"('Common', 'Shatterfoil Rare')",Old
SP15-EN039,"('Common', 'SHR')",New
SP15-EN040,"('Common', 'Shatterfoil Rare')",Old
SP15-EN040,"('Common', 'SHR')",New
SP15-EN041,"('Common', 'Shatterfoil Rare')",Old
SP15-EN041,"('Common', 'SHR')",New
SP15-EN042,"('Common', 'SHR')",New
SP15-EN042,"('Common', 'Shatterfoil Rare')",Old
SP15-EN043,"('Common', 'Shatterfoil Rare')",Old
SP15-EN043,"('Common', 'SHR')",New
SP15-EN044,"('Common', 'SHR')",New
SP15-EN044,"('Common', 'Shatterfoil Rare')",Old
SP15-EN045,"('Common', 'Shatterfoil Rare')",Old
SP15-EN045,"('Common', 'SHR')",New
SP15-EN046,"('Common', 'SHR')",New
SP15-EN046,"('Common', 'Shatterfoil Rare')",Old
SP15-EN047,"('Common', 'Shatterfoil Rare')",Old
SP15-EN047,"('Common', 'SHR')",New
SP15-EN048,"('Common', 'Shatterfoil Rare')",Old
SP15-EN048,"('Common', 'SHR')",New
SP15-EN049,"('Common', 'Shatterfoil Rare')",Old
SP15-EN049,"('Common', 'SHR')",New
SP15-EN050,"('Common', 'Shatterfoil Rare')",Old
SP15-EN050,"('Common', 'SHR')",New
SP15-FR001,"('Common', 'SFR')",New
SP15-FR001,"('Common', 'Starfoil Rare')",Old
SP15-FR002,"('Common', 'SFR')",New
SP15-FR002,"('Common', 'Starfoil Rare')",Old
SP15-FR003,"('Common', 'Starfoil Rare')",Old
SP15-FR003,"('Common', 'SFR')",New
SP15-FR004,"('Common', 'SFR')",New
SP15-FR004,"('Common', 'Starfoil Rare')",Old
SP15-FR005,"('Common', 'SFR')",New
SP15-FR005,"('Common', 'Starfoil Rare')",Old
SP15-FR006,"('Common', 'SFR')",New
SP15-FR006,"('Common', 'Starfoil Rare')",Old
SP15-FR007,"('Common', 'Starfoil Rare')",Old
SP15-FR007,"('Common', 'SFR')",New
SP15-FR008,"('Common', 'Starfoil Rare')",Old
SP15-FR008,"('Common', 'SFR')",New
SP15-FR009,"('Common', 'SFR')",New
SP15-FR009,"('Common', 'Starfoil Rare')",Old
SP15-FR010,"('Common', 'SFR')",New
SP15-FR010,"('Common', 'Starfoil Rare')",Old
SP15-FR011,"('Common', 'SFR')",New
SP15-FR011,"('Common', 'Starfoil Rare')",Old
SP15-FR012,"('SFR',)",New
SP15-FR012,"('Starfoil Rare',)",Old
SP15-FR013,"('Common', 'SFR')",New
SP15-FR013,"('Common', 'Starfoil Rare')",Old
SP15-FR014,"('Common', 'SFR')",New
SP15-FR014,"('Common', 'Starfoil Rare')",Old
SP15-FR015,"('Common', 'Starfoil Rare')",Old
SP15-FR015,"('Common', 'SFR')",New
SP15-FR016,"('Common', 'SFR')",New
SP15-FR016,"('Common', 'Starfoil Rare')",Old
SP15-FR017,"('Common', 'SFR')",New
SP15-FR017,"('Common', 'Starfoil Rare')",Old
SP15-FR018,"('Common', 'SFR')",New
SP15-FR018,"('Common', 'Starfoil Rare')",Old
SP15-FR019,"('Common', 'SFR')",New
SP15-FR019,"('Common', 'Starfoil Rare')",Old
SP15-FR020,"('Common', 'SFR')",New
SP15-FR020,"('Common', 'Starfoil Rare')",Old
SP15-FR021,"('Common', 'SFR')",New
SP15-FR021,"('Common', 'Starfoil Rare')",Old
SP15-FR022,"('Common', 'SFR')",New
SP15-FR022,"('Common', 'Starfoil Rare')",Old
SP15-FR023,"('Common', 'SFR')",New
SP15-FR023,"('Common', 'Starfoil Rare')",Old
SP15-FR024,"('Common', 'SFR')",New
SP15-FR024,"('Common', 'Starfoil Rare')",Old
SP15-FR025,"('Common', 'Starfoil Rare')",Old
SP15-FR025,"('Common', 'SFR')",New
SP15-FR026,"('Common', 'Starfoil Rare')",Old
SP15-FR026,"('Common', 'SFR')",New
SP15-FR027,"('Common', 'SFR')",New
SP15-FR027,"('Common', 'Starfoil Rare')",Old
SP15-FR028,"('Common', 'Starfoil Rare')",Old
SP15-FR028,"('Common', 'SFR')",New
SP15-FR029,"('Common', 'SFR')",New
SP15-FR029,"('Common', 'Starfoil Rare')",Old
SP15-FR030,"('Common', 'Starfoil Rare')",Old
SP15-FR030,"('Common', 'SFR')",New
SP15-FR031,"('Common', 'SFR')",New
SP15-FR031,"('Common', 'Starfoil Rare')",Old
SP15-FR032,"('Common', 'SFR')",New
SP15-FR032,"('Common', 'Starfoil Rare')",Old
SP15-FR033,"('Common', 'Starfoil Rare')",Old
SP15-FR033,"('Common', 'SFR')",New
SP15-FR034,"('Common', 'SFR')",New
SP15-FR034,"('Common', 'Starfoil Rare')",Old
SP15-FR035,"('Common', 'SFR')",New
SP15-FR035,"('Common', 'Starfoil Rare')",Old
SP15-FR036,"('Starfoil Rare',)",Old
SP15-FR036,"('SFR',)",New
SP15-FR037,"('Common', 'Starfoil Rare')",Old
SP15-FR037,"('Common', 'SFR')",New
SP15-FR038,"('Common', 'Starfoil Rare')",Old
SP15-FR038,"('Common', 'SFR')",New
SP15-FR039,"('Common', 'SFR')",New
SP15-FR039,"('Common', 'Starfoil Rare')",Old
SP15-FR040,"('Common', 'SFR')",New
SP15-FR040,"('Common', 'Starfoil Rare')",Old
SP15-FR041,"('Common', 'Starfoil Rare')",Old
SP15-FR041,"('Common', 'SFR')",New
SP15-FR042,"('Common', 'SFR')",New
SP15-FR042,"('Common', 'Starfoil Rare')",Old
SP15-FR043,"('Common', 'SFR')",New
SP15-FR043,"('Common', 'Starfoil Rare')",Old
SP15-FR044,"('Common', 'SFR')",New
SP15-FR044,"('Common', 'Starfoil Rare')",Old
SP15-FR045,"('Common', 'Starfoil Rare')",Old
SP15-FR045,"('Common', 'SFR')",New
SP15-FR046,"('Common', 'SFR')",New
SP15-FR046,"('Common', 'Starfoil Rare')",Old
SP15-FR047,"('Common', 'Starfoil Rare')",Old
SP15-FR047,"('Common', 'SFR')",New
SP15-FR048,"('Common', 'SFR')",New
SP15-FR048,"('Common', 'Starfoil Rare')",Old
SP15-FR049,"('Common', 'Starfoil Rare')",Old
SP15-FR049,"('Common', 'SFR')",New
SP15-FR050,"('Common', 'Starfoil Rare')",Old
SP15-FR050,"('Common', 'SFR')",New
SP15-IT001,"('Common', 'Starfoil Rare')",Old
SP15-IT001,"('Common', 'SFR')",New
SP15-IT002,"('Common', 'SFR')",New
SP15-IT002,"('Common', 'Starfoil Rare')",Old
SP15-IT003,"('Common', 'Starfoil Rare')",Old
SP15-IT003,"('Common', 'SFR')",New
SP15-IT004,"('Common', 'Starfoil Rare')",Old
SP15-IT004,"('Common', 'SFR')",New
SP15-IT005,"('Common', 'Starfoil Rare')",Old
SP15-IT005,"('Common', 'SFR')",New
SP15-IT006,"('Common', 'Starfoil Rare')",Old
SP15-IT006,"('Common', 'SFR')",New
SP15-IT007,"('Common', 'Starfoil Rare')",Old
SP15-IT007,"('Common', 'SFR')",New
SP15-IT008,"('Common', 'Starfoil Rare')",Old
SP15-IT008,"('Common', 'SFR')",New
SP15-IT009,"('Common', 'SFR')",New
SP15-IT009,"('Common', 'Starfoil Rare')",Old
SP15-IT010,"('Common', 'SFR')",New
SP15-IT010,"('Common', 'Starfoil Rare')",Old
SP15-IT011,"('Common', 'SFR')",New
SP15-IT011,"('Common', 'Starfoil Rare')",Old
SP15-IT012,"('SFR',)",New
SP15-IT012,"('Starfoil Rare',)",Old
SP15-IT013,"('Common', 'SFR')",New
SP15-IT013,"('Common', 'Starfoil Rare')",Old
SP15-IT014,"('Common', 'SFR')",New
SP15-IT014,"('Common', 'Starfoil Rare')",Old
SP15-IT015,"('Common', 'SFR')",New
SP15-IT015,"('Common', 'Starfoil Rare')",Old
SP15-IT016,"('Common', 'Starfoil Rare')",Old
SP15-IT016,"('Common', 'SFR')",New
SP15-IT017,"('Common', 'SFR')",New
SP15-IT017,"('Common', 'Starfoil Rare')",Old
SP15-IT018,"('Common', 'Starfoil Rare')",Old
SP15-IT018,"('Common', 'SFR')",New
SP15-IT019,"('Common', 'Starfoil Rare')",Old
SP15-IT019,"('Common', 'SFR')",New
SP15-IT020,"('Common', 'SFR')",New
SP15-IT020,"('Common', 'Starfoil Rare')",Old
SP15-IT021,"('Common', 'Starfoil Rare')",Old
SP15-IT021,"('Common', 'SFR')",New
SP15-IT022,"('Common', 'SFR')",New
SP15-IT022,"('Common', 'Starfoil Rare')",Old
SP15-IT023,"('Common', 'SFR')",New
SP15-IT023,"('Common', 'Starfoil Rare')",Old
SP15-IT024,"('Common', 'SFR')",New
SP15-IT024,"('Common', 'Starfoil Rare')",Old
SP15-IT025,"('Common', 'Starfoil Rare')",Old
SP15-IT025,"('Common', 'SFR')",New
SP15-IT026,"('Common', 'SFR')",New
SP15-IT026,"('Common', 'Starfoil Rare')",Old
SP15-IT027,"('Common', 'Starfoil Rare')",Old
SP15-IT027,"('Common', 'SFR')",New
SP15-IT028,"('Common', 'Starfoil Rare')",Old
SP15-IT028,"('Common', 'SFR')",New
SP15-IT029,"('Common', 'SFR')",New
SP15-IT029,"('Common', 'Starfoil Rare')",Old
SP15-IT030,"('Common', 'Starfoil Rare')",Old
SP15-IT030,"('Common', 'SFR')",New
SP15-IT031,"('Common', 'SFR')",New
SP15-IT031,"('Common', 'Starfoil Rare')",Old
SP15-IT032,"('Common', 'SFR')",New
SP15-IT032,"('Common', 'Starfoil Rare')",Old
SP15-IT033,"('Common', 'Starfoil Rare')",Old
SP15-IT033,"('Common', 'SFR')",New
SP15-IT034,"('Common', 'SFR')",New
SP15-IT034,"('Common', 'Starfoil Rare')",Old
SP15-IT035,"('Common', 'SFR')",New
SP15-IT035,"('Common', 'Starfoil Rare')",Old
SP15-IT036,"('SFR',)",New
SP15-IT036,"('Starfoil Rare',)",Old
SP15-IT037,"('Common', 'SFR')",New
SP15-IT037,"('Common', 'Starfoil Rare')",Old
SP15-IT038,"('Common', 'Starfoil Rare')",Old
SP15-IT038,"('Common', 'SFR')",New
SP15-IT039,"('Common', 'Starfoil Rare')",Old
SP15-IT039,"('Common', 'SFR')",New
SP15-IT040,"('Common', 'Starfoil Rare')",Old
SP15-IT040,"('Common', 'SFR')",New
SP15-IT041,"('Common', 'Starfoil Rare')",Old
SP15-IT041,"('Common', 'SFR')",New
SP15-IT042,"('Common', 'Starfoil Rare')",Old
SP15-IT042,"('Common', 'SFR')",New
SP15-IT043,"('Common', 'Starfoil Rare')",Old
SP15-IT043,"('Common', 'SFR')",New
SP15-IT044,"('Common', 'Starfoil Rare')",Old
SP15-IT044,"('Common', 'SFR')",New
SP15-IT045,"('Common', 'SFR')",New
SP15-IT045,"('Common', 'Starfoil Rare')",Old
SP15-IT046,"('Common', 'SFR')",New
SP15-IT046,"('Common', 'Starfoil Rare')",Old
SP15-IT047,"('Common', 'Starfoil Rare')",Old
SP15-IT047,"('Common', 'SFR')",New
SP15-IT048,"('Common', 'SFR')",New
SP15-IT048,"('Common', 'Starfoil Rare')",Old
SP15-IT049,"('Common', 'SFR')",New
SP15-IT049,"('Common', 'Starfoil Rare')",Old
SP15-IT050,"('Common', 'Starfoil Rare')",Old
SP15-IT050,"('Common', 'SFR')",New
SP15-PT001,"('Common', 'Starfoil Rare')",Old
SP15-PT001,"('Common', 'SFR')",New
SP15-PT002,"('Common', 'Starfoil Rare')",Old
SP15-PT002,"('Common', 'SFR')",New
SP15-PT003,"('Common', 'SFR')",New
SP15-PT003,"('Common', 'Starfoil Rare')",Old
SP15-PT004,"('Common', 'Starfoil Rare')",Old
SP15-PT004,"('Common', 'SFR')",New
SP15-PT005,"('Common', 'Starfoil Rare')",Old
SP15-PT005,"('Common', 'SFR')",New
SP15-PT006,"('Common', 'SFR')",New
SP15-PT006,"('Common', 'Starfoil Rare')",Old
SP15-PT007,"('Common', 'Starfoil Rare')",Old
SP15-PT007,"('Common', 'SFR')",New
SP15-PT008,"('Common', 'SFR')",New
SP15-PT008,"('Common', 'Starfoil Rare')",Old
SP15-PT009,"('Common', 'Starfoil Rare')",Old
SP15-PT009,"('Common', 'SFR')",New
SP15-PT010,"('Common', 'Starfoil Rare')",Old
SP15-PT010,"('Common', 'SFR')",New
SP15-PT011,"('Common', 'Starfoil Rare')",Old
SP15-PT011,"('Common', 'SFR')",New
SP15-PT012,"('Starfoil Rare',)",Old
SP15-PT012,"('SFR',)",New
SP15-PT013,"('Common', 'Starfoil Rare')",Old
SP15-PT013,"('Common', 'SFR')",New
SP15-PT014,"('Common', 'Starfoil Rare')",Old
SP15-PT014,"('Common', 'SFR')",New
SP15-PT015,"('Common', 'Starfoil Rare')",Old
SP15-PT015,"('Common', 'SFR')",New
SP15-PT016,"('Common', 'Starfoil Rare')",Old
SP15-PT016,"('Common', 'SFR')",New
SP15-PT017,"('Common', 'Starfoil Rare')",Old
SP15-PT017,"('Common', 'SFR')",New
SP15-PT018,"('Common', 'SFR')",New
SP15-PT018,"('Common', 'Starfoil Rare')",Old
SP15-PT019,"('Common', 'SFR')",New
SP15-PT019,"('Common', 'Starfoil Rare')",Old
SP15-PT020,"('Common', 'SFR')",New
SP15-PT020,"('Common', 'Starfoil Rare')",Old
SP15-PT021,"('Common', 'SFR')",New
SP15-PT021,"('Common', 'Starfoil Rare')",Old
SP15-PT022,"('Common', 'SFR')",New
SP15-PT022,"('Common', 'Starfoil Rare')",Old
SP15-PT023,"('Common', 'SFR')",New
SP15-PT023,"('Common', 'Starfoil Rare')",Old
SP15-PT024,"('Common', 'SFR')",New
SP15-PT024,"('Common', 'Starfoil Rare')",Old
SP15-PT025,"('Common', 'SFR')",New
SP15-PT025,"('Common', 'Starfoil Rare')",Old
SP15-PT026,"('Common', 'SFR')",New
SP15-PT026,"('Common', 'Starfoil Rare')",Old
SP15-PT027,"('Common', 'SFR')",New
SP15-PT027,"('Common', 'Starfoil Rare')",Old
SP15-PT028,"('Common', 'SFR')",New
SP15-PT028,"('Common', 'Starfoil Rare')",Old
SP15-PT029,"('Common', 'SFR')",New
SP15-PT029,"('Common', 'Starfoil Rare')",Old
SP15-PT030,"('Common', 'Starfoil Rare')",Old
SP15-PT030,"('Common', 'SFR')",New
SP15-PT031,"('Common', 'SFR')",New
SP15-PT031,"('Common', 'Starfoil Rare')",Old
SP15-PT032,"('Common', 'Starfoil Rare')",Old
SP15-PT032,"('Common', 'SFR')",New
SP15-PT033,"('Common', 'SFR')",New
SP15-PT033,"('Common', 'Starfoil Rare')",Old
SP15-PT034,"('Common', 'SFR')",New
SP15-PT034,"('Common', 'Starfoil Rare')",Old
SP15-PT035,"('Common', 'Starfoil Rare')",Old
SP15-PT035,"('Common', 'SFR')",New
SP15-PT036,"('SFR',)",New
SP15-PT036,"('Starfoil Rare',)",Old
SP15-PT037,"('Common', 'Starfoil Rare')",Old
SP15-PT037,"('Common', 'SFR')",New
SP15-PT038,"('Common', 'SFR')",New
SP15-PT038,"('Common', 'Starfoil Rare')",Old
SP15-PT039,"('Common', 'Starfoil Rare')",Old
SP15-PT039,"('Common', 'SFR')",New
SP15-PT040,"('Common', 'SFR')",New
SP15-PT040,"('Common', 'Starfoil Rare')",Old
SP15-PT041,"('Common', 'SFR')",New
SP15-PT041,"('Common', 'Starfoil Rare')",Old
SP15-PT042,"('Common', 'SFR')",New
SP15-PT042,"('Common', 'Starfoil Rare')",Old
SP15-PT043,"('Common', 'SFR')",New
SP15-PT043,"('Common', 'Starfoil Rare')",Old
SP15-PT044,"('Common', 'SFR')",New
SP15-PT044,"('Common', 'Starfoil Rare')",Old
SP15-PT045,"('Common', 'Starfoil Rare')",Old
SP15-PT045,"('Common', 'SFR')",New
SP15-PT046,"('Common', 'Starfoil Rare')",Old
SP15-PT046,"('Common', 'SFR')",New
SP15-PT047,"('Common', 'Starfoil Rare')",Old
SP15-PT047,"('Common', 'SFR')",New
SP15-PT048,"('Common', 'Starfoil Rare')",Old
SP15-PT048,"('Common', 'SFR')",New
SP15-PT049,"('Common', 'SFR')",New
SP15-PT049,"('Common', 'Starfoil Rare')",Old
SP15-PT050,"('Common', 'SFR')",New
SP15-PT050,"('Common', 'Starfoil Rare')",Old
SP15-SP001,"('Common', 'SFR')",New
SP15-SP001,"('Common', 'Starfoil Rare')",Old
SP15-SP002,"('Common', 'SFR')",New
SP15-SP002,"('Common', 'Starfoil Rare')",Old
SP15-SP003,"('Common', 'Starfoil Rare')",Old
SP15-SP003,"('Common', 'SFR')",New
SP15-SP004,"('Common', 'SFR')",New
SP15-SP004,"('Common', 'Starfoil Rare')",Old
SP15-SP005,"('Common', 'SFR')",New
SP15-SP005,"('Common', 'Starfoil Rare')",Old
SP15-SP006,"('Common', 'Starfoil Rare')",Old
SP15-SP006,"('Common', 'SFR')",New
SP15-SP007,"('Common', 'SFR')",New
SP15-SP007,"('Common', 'Starfoil Rare')",Old
SP15-SP008,"('Common', 'SFR')",New
SP15-SP008,"('Common', 'Starfoil Rare')",Old
SP15-SP009,"('Common', 'SFR')",New
SP15-SP009,"('Common', 'Starfoil Rare')",Old
SP15-SP010,"('Common', 'SFR')",New
SP15-SP010,"('Common', 'Starfoil Rare')",Old
SP15-SP011,"('Common', 'Starfoil Rare')",Old
SP15-SP011,"('Common', 'SFR')",New
SP15-SP012,"('Starfoil Rare',)",Old
SP15-SP012,"('SFR',)",New
SP15-SP013,"('Common', 'SFR')",New
SP15-SP013,"('Common', 'Starfoil Rare')",Old
SP15-SP014,"('Common', 'SFR')",New
SP15-SP014,"('Common', 'Starfoil Rare')",Old
SP15-SP015,"('Common', 'Starfoil Rare')",Old
SP15-SP015,"('Common', 'SFR')",New
SP15-SP016,"('Common', 'Starfoil Rare')",Old
SP15-SP016,"('Common', 'SFR')",New
SP15-SP017,"('Common', 'Starfoil Rare')",Old
SP15-SP017,"('Common', 'SFR')",New
SP15-SP018,"('Common', 'Starfoil Rare')",Old
SP15-SP018,"('Common', 'SFR')",New
SP15-SP019,"('Common', 'Starfoil Rare')",Old
SP15-SP019,"('Common', 'SFR')",New
SP15-SP020,"('Common', 'Starfoil Rare')",Old
SP15-SP020,"('Common', 'SFR')",New
SP15-SP021,"('Common', 'Starfoil Rare')",Old
SP15-SP021,"('Common', 'SFR')",New
SP15-SP022,"('Common', 'Starfoil Rare')",Old
SP15-SP022,"('Common', 'SFR')",New
SP15-SP023,"('Common', 'SFR')",New
SP15-SP023,"('Common', 'Starfoil Rare')",Old
SP15-SP024,"('Common', 'SFR')",New
SP15-SP024,"('Common', 'Starfoil Rare')",Old
SP15-SP025,"('Common', 'Starfoil Rare')",Old
SP15-SP025,"('Common', 'SFR')",New
SP15-SP026,"('Common', 'Starfoil Rare')",Old
SP15-SP026,"('Common', 'SFR')",New
SP15-SP027,"('Common', 'Starfoil Rare')",Old
SP15-SP027,"('Common', 'SFR')",New
SP15-SP028,"('Common', 'Starfoil Rare')",Old
SP15-SP028,"('Common', 'SFR')",New
SP15-SP029,"('Common', 'Starfoil Rare')",Old
SP15-SP029,"('Common', 'SFR')",New
SP15-SP030,"('Common', 'Starfoil Rare')",Old
SP15-SP030,"('Common', 'SFR')",New
SP15-SP031,"('Common', 'SFR')",New
SP15-SP031,"('Common', 'Starfoil Rare')",Old
SP15-SP032,"('Common', 'SFR')",New
SP15-SP032,"('Common', 'Starfoil Rare')",Old
SP15-SP033,"('Common', 'SFR')",New
SP15-SP033,"('Common', 'Starfoil Rare')",Old
SP15-SP034,"('Common', 'SFR')",New
SP15-SP034,"('Common', 'Starfoil Rare')",Old
SP15-SP035,"('Common', 'SFR')",New
SP15-SP035,"('Common', 'Starfoil Rare')",Old
SP15-SP036,"('Starfoil Rare',)",Old
SP15-SP036,"('SFR',)",New
SP15-SP037,"('Common', 'SFR')",New
SP15-SP037,"('Common', 'Starfoil Rare')",Old
SP15-SP038,"('Common', 'Starfoil Rare')",Old
SP15-SP038,"('Common', 'SFR')",New
SP15-SP039,"('Common', 'SFR')",New
SP15-SP039,"('Common', 'Starfoil Rare')",Old
SP15-SP040,"('Common', 'Starfoil Rare')",Old
SP15-SP040,"('Common', 'SFR')",New
SP15-SP041,"('Common', 'SFR')",New
SP15-SP041,"('Common', 'Starfoil Rare')",Old
SP15-SP042,"('Common', 'SFR')",New
SP15-SP042,"('Common', 'Starfoil Rare')",Old
SP15-SP043,"('Common', 'SFR')",New
