Card number,Name,Rarity,Print,Region,Modification date,Release,Series,Set type,Version
DP26-KR042,Marincess Crystal Heart,"('Common',)",Reprint,KR,2023-07-30 13:16:30,2022-02-16,Attribute Duelist Pack,Booster pack,New
DP26-KR043,Marincess Wonder Heart,"('Common',)",Reprint,KR,2023-07-30 13:16:30,2022-02-16,Attribute Duelist Pack,Booster pack,New
DP26-KR044,Marincess Battle Ocean,"('Common',)",Reprint,KR,2023-07-30 13:16:30,2022-02-16,Attribute Duelist Pack,Booster pack,New
DP26-KR045,Marincess Wave,"('Common',)",Reprint,KR,2023-07-30 13:16:30,2022-02-16,Attribute Duelist Pack,Booster pack,New
DP27-KR000,Power Tool Dragon,"('Extra Secret Rare',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR001,Morphtronic Telefon,"('Rare',)",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR002,Morphtronic Scannen,"('Rare',)",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR003,Gadget Gamer,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR004,Morphtronic Earfon,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR005,Power Tool Braver Dragon,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR006,Morphtronic Converter,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR007,Life Extreme,"('Rare',)",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR008,Morphtronic Celfon,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR009,Morphtronic Smartfon,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR010,Morphtronic Remoten,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR011,Morphtronic Boarden,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR012,Gadget Hauler,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR013,Gadget Driver,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR014,Life Stream Dragon,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR015,Power Tool Mecha Dragon,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR016,Junk Box,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR017,Morphtronic Repair Unit,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR018,Double Tool C&D,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR019,Morphtronic Map,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR020,Power Break,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR021,Keldo the Sacred Protector,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR022,Mudora the Sword Oracle,"('Rare',)",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR023,Kelbek the Ancient Vanguard,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR024,Agido the Ancient Sentinel,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR025,Gravekeeper's Trap,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR026,Exchange of Despair and Hope,"('Rare',)",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR027,Blast Held by Destiny,"('Rare',)",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR028,Zolga the Prophet,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR029,Exchange of the Spirit,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR030,Amazoness Golden Whip Master,"('Rare',)",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR031,Amazoness Silver Sword Master,"('Rare',)",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR032,Amazoness War Chief,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR033,Amazoness Spiritualist,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR034,Amazoness Augusta,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR035,Amazoness Pet Liger King,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR036,Amazoness Secret Arts,"('Rare',)",New,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR037,Amazoness Queen,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR038,Amazoness Princess,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR039,Amazoness Tiger,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR040,Amazoness Baby Tiger,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR041,Amazoness Spy,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR042,Amazoness Empress,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR043,Amazoness Pet Liger,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR044,Polymerization,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
DP27-KR045,Amazoness Call,"('Common',)",Reprint,KR,2023-07-30 13:18:09,2022-08-09,Attribute Duelist Pack,Booster pack,New
EP19-KR037,Danger! Disaster!,"('Secret Rare',)",,KR,2023-04-28 15:47:42,2019-12-17,,Booster pack,Old
EP19-KR037,Danger! Disturbance! Disorder!,"('Secret Rare',)",,KR,2023-07-27 18:25:29,2019-12-17,,Booster pack,New
LART-EN014,Solemn Judgment,"('Ultra Rare',)",,EN,2023-03-23 12:04:01,,,,Old
LART-EN014,Solemn Judgment,"('Ultra Rare',)",,EN,2023-03-23 12:04:01,2020-02-01,The Lost Art Promotion 2020,Promotional card,New
LART-EN015,Edge Imp Sabres,"('Ultra Rare',)",,EN,2023-03-23 12:04:03,,,,Old
LART-EN015,Edge Imp Sabres,"('Ultra Rare',)",,EN,2023-03-23 12:04:03,2020-03-01,The Lost Art Promotion 2020,Promotional card,New
LGB1-JP001,Dragun of Red-Eyes,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-09 03:17:54,2019-12-21,,Collector's Set,Old
LGB1-JP001,Red-Eyes Dark Dragoon,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-27 18:02:09,2019-12-21,,Collector's Set,New
LGB1-JP005,Deep of Blue-Eyes,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-09 03:17:54,2019-12-21,,Collector's Set,Old
LGB1-JP005,Blue-Eyes Abyss Dragon,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-27 18:02:09,2019-12-21,,Collector's Set,New
LGB1-JP013,"Rainbow Dragon, the Zenith Crystal Beast","('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-09 03:17:54,2019-12-21,,Collector's Set,Old
LGB1-JP013,Crystal Beast Rainbow Dragon,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-27 18:02:09,2019-12-21,,Collector's Set,New
LGB1-JP017,Shooting Star Dragon T.G. - Expansion,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-09 03:17:54,2019-12-21,,Collector's Set,Old
LGB1-JP017,Shooting Star Dragon T.G. EX,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-27 18:02:09,2019-12-21,,Collector's Set,New
LGB1-JP025,Number F0: Utopic Future Dragon,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-09 03:17:54,2019-12-21,,Collector's Set,Old
LGB1-JP025,Number F0: Utopic Draco Future,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-27 18:02:09,2019-12-21,,Collector's Set,New
LGB1-JP033,Odd-Eyes Rebellion Dragon - Overlord,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-09 03:17:54,2019-12-21,,Collector's Set,Old
LGB1-JP033,Odd-Eyes Rebellion Dragon Overlord,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-27 18:02:09,2019-12-21,,Collector's Set,New
LGB1-JP037,D/D/D Eulogy King Vice Requiem,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-09 03:17:54,2019-12-21,,Collector's Set,Old
LGB1-JP037,D/D/D Vice King Requiem,"('Ultra Rare', '20th Secret Rare')",New,JP,2023-07-27 18:02:09,2019-12-21,,Collector's Set,New
LGB1-JPS03,Red-Eyes B. Dragon,"('Premium Gold Rare',)",,JP,2023-07-09 03:17:54,2019-12-21,,Collector's Set,Old
LGB1-JPS03,Red-Eyes Black Dragon,"('Premium Gold Rare',)",,JP,2023-07-27 18:02:09,2019-12-21,,Collector's Set,New
LVDS-JPA05,Trickstar Fes,"('Ultra Rare', 'Secret Rare')",,JP,2023-07-09 02:59:37,2019-08-31,,Preconstructed Deck,Old
LVDS-JPA05,Trickstar Festival,"('Ultra Rare', 'Secret Rare')",,JP,2023-07-09 02:59:37,2019-08-31,,Preconstructed Deck,New
LVDS-JPA07,Gouki Finisher,"('Ultra Rare', 'Secret Rare')",,JP,2023-07-09 02:59:37,2019-08-31,,Preconstructed Deck,Old
LVDS-JPA07,Gouki Finishing Move,"('Ultra Rare', 'Secret Rare')",,JP,2023-07-09 02:59:37,2019-08-31,,Preconstructed Deck,New
LVDS-KRA05,Trickstar Fes,"('Ultra Rare', 'Secret Rare')",,KR,2023-04-24 16:57:25,2019-11-27,,Preconstructed Deck,Old
LVDS-KRA05,Trickstar Festival,"('Ultra Rare', 'Secret Rare')",,KR,2023-04-24 16:57:25,2019-11-27,,Preconstructed Deck,New
LVDS-KRA07,Gouki Finisher,"('Ultra Rare', 'Secret Rare')",,KR,2023-04-24 16:57:25,2019-11-27,,Preconstructed Deck,Old
LVDS-KRA07,Gouki Finishing Move,"('Ultra Rare', 'Secret Rare')",,KR,2023-04-24 16:57:25,2019-11-27,,Preconstructed Deck,New
LVP2-JP016,Celestial Knight Lord Parshath,"('Super Rare', 'Secret Rare')",New,JP,2023-07-08 20:23:12,2018-11-23,,Booster pack,Old
LVP2-JP016,Celestial Knightlord Parshath,"('Super Rare', 'Secret Rare')",New,JP,2023-07-31 09:41:39,2018-11-23,,Booster pack,New
LVP2-JP026,Alien Shocktrooper Mighty/Frame,"('Super Rare', 'Secret Rare')",New,JP,2023-07-08 20:23:12,2018-11-23,,Booster pack,Old
LVP2-JP026,Alien Shocktrooper M-Frame,"('Super Rare', 'Secret Rare')",New,JP,2023-07-31 09:41:39,2018-11-23,,Booster pack,New
LVP2-KR016,Celestial Knight Lord Parshath,"('Super Rare', 'Secret Rare')",,KR,2023-04-28 15:46:43,2019-03-12,,Booster pack,Old
LVP2-KR016,Celestial Knightlord Parshath,"('Super Rare', 'Secret Rare')",,KR,2023-07-31 09:42:11,2019-03-12,,Booster pack,New
LVP2-KR026,Alien Shocktrooper Mighty/Frame,"('Super Rare', 'Secret Rare')",,KR,2023-04-28 15:46:43,2019-03-12,,Booster pack,Old
LVP2-KR026,Alien Shocktrooper M-Frame,"('Super Rare', 'Secret Rare')",,KR,2023-07-31 09:42:11,2019-03-12,,Booster pack,New
OP23-EN0??,Enemy Controller,"('Ultimate Rare',)",,EN,2023-07-28 18:42:56,2023-10-25,OTS Tournament Pack,Booster pack,New
PP13-KR028,Number F0: Utopic Future - Future Slash,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-04-28 12:09:42,2018-08-13,,Booster pack,Old
PP13-KR028,Number F0: Utopic Future Slash,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-07-30 20:37:07,2018-08-13,,Booster pack,New
PP13-KR029,Raidraptor - Revolution Falcon - Airraid,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-04-28 12:09:42,2018-08-13,,Booster pack,Old
PP13-KR029,Raidraptor - Revolution Falcon - Air Raid,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-07-30 20:37:07,2018-08-13,,Booster pack,New
PP13-KR042,Gandora Giga Rays the Dragon of Destruction,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-04-28 12:09:42,2018-08-13,,Booster pack,Old
PP13-KR042,Gigarays Gandora the Dragon of Destruction,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-07-30 20:37:07,2018-08-13,,Booster pack,New
PP14-KRB07,Umbreacum Couple,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-04-24 20:22:42,2019-09-24,Premium Pack,Booster pack,Old
PP14-KRB07,Angraecum Umbrella,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-07-30 20:09:09,2019-09-24,Premium Pack,Booster pack,New
PP14-KRB08,Festive Flame,"('Normal Parallel Rare', 'Super Rare')",,KR,2023-04-24 20:22:42,2019-09-24,Premium Pack,Booster pack,Old
PP14-KRB08,Firebrand Hymnist,"('Normal Parallel Rare', 'Super Rare')",,KR,2023-07-30 20:09:09,2019-09-24,Premium Pack,Booster pack,New
PP14-KRB09,Performapal Turntrooper,"('Normal Parallel Rare', 'Super Rare')",,KR,2023-04-24 20:22:42,2019-09-24,Premium Pack,Booster pack,Old
PP14-KRB09,Performapal Turn Trooper,"('Normal Parallel Rare', 'Super Rare')",,KR,2023-07-30 20:09:09,2019-09-24,Premium Pack,Booster pack,New
PP14-KRB14,Flying Carp,"('Normal Parallel Rare', 'Super Rare')",,KR,2023-04-24 20:22:42,2019-09-24,Premium Pack,Booster pack,Old
PP14-KRB14,Flying Red Carp,"('Normal Parallel Rare', 'Super Rare')",,KR,2023-07-30 20:09:09,2019-09-24,Premium Pack,Booster pack,New
PP14-KRB28,Inverted Code Talker,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-04-24 20:22:42,2019-09-24,Premium Pack,Booster pack,Old
PP14-KRB28,Code Talker Inverted,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-07-30 20:09:09,2019-09-24,Premium Pack,Booster pack,New
PP14-KRB31,Insect Shinobi Hagakuremino,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-04-24 20:22:42,2019-09-24,Premium Pack,Booster pack,Old
PP14-KRB31,Shinobi Insect Hagakuremino,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-07-30 20:09:09,2019-09-24,Premium Pack,Booster pack,New
PP14-KRB33,Possessed Awakening,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-04-24 20:22:42,2019-09-24,Premium Pack,Booster pack,Old
PP14-KRB33,Awakening of the Possessed,"('Normal Parallel Rare', 'Ultra Rare', 'Secret Rare')",,KR,2023-07-30 20:09:09,2019-09-24,Premium Pack,Booster pack,New
PP14-KRB34,Two Toads with One Hop,"('Normal Parallel Rare', 'Super Rare')",,KR,2023-04-24 20:22:42,2019-09-24,Premium Pack,Booster pack,Old
PP14-KRB34,Two Toads with One Sting,"('Normal Parallel Rare', 'Super Rare')",,KR,2023-07-30 20:09:09,2019-09-24,Premium Pack,Booster pack,New
PP14-KRB39,Goldfish Rescue,"('Normal Parallel Rare', 'Super Rare')",,KR,2023-04-24 20:22:42,2019-09-24,Premium Pack,Booster pack,Old
PP14-KRB39,Kingyo Sukui,"('Normal Parallel Rare', 'Super Rare')",,KR,2023-07-30 20:09:09,2019-09-24,Premium Pack,Booster pack,New
RD/KP14-JP024,,,,JP,2023-07-23 06:13:10,2023-08-11,,Booster pack,Old
RD/KP14-JP024,Abysskite Ange,"('Rare', 'Secret Rare')",,JP,2023-07-31 08:48:46,2023-08-11,,Booster pack,New
RD/KP14-JP025,,,,JP,2023-07-23 06:13:10,2023-08-11,,Booster pack,Old
RD/KP14-JP025,Abysskite Liem,"('Rare', 'Secret Rare')",,JP,2023-07-31 08:48:46,2023-08-11,,Booster pack,New
RD/KP14-JP026,,,,JP,2023-07-23 06:13:10,2023-08-11,,Booster pack,Old
RD/KP14-JP026,Abysskite Karen,"('Rare', 'Secret Rare')",,JP,2023-07-31 08:48:46,2023-08-11,,Booster pack,New
RD/KP14-JP033,,,,JP,2023-07-23 06:13:10,2023-08-11,,Booster pack,Old
RD/KP14-JP033,Polygon Butterfly,"('Common',)",,JP,2023-07-31 08:48:46,2023-08-11,,Booster pack,New
RD/KP14-JP039,,,,JP,2023-07-23 06:13:10,2023-08-11,,Booster pack,Old
RD/KP14-JP039,Dino Skeleton Pushcera,"('Common',)",,JP,2023-07-31 08:48:46,2023-08-11,,Booster pack,New
RD/KP14-JP041,,,,JP,2023-07-23 06:13:10,2023-08-11,,Booster pack,Old
RD/KP14-JP041,Landporter MAX,"('Common',)",,JP,2023-07-31 08:48:46,2023-08-11,,Booster pack,New
RD/KP14-JP064,,,,JP,2023-07-23 06:13:10,2023-08-11,,Booster pack,Old
RD/KP14-JP064,Excutie Riding!,"('Ultra Rare', 'Secret Rare', 'Over Rush Rare')",,JP,2023-07-31 08:48:46,2023-08-11,,Booster pack,New
RD/KP14-JP0??,Cat-trois Choice,,,JP,2023-07-23 06:13:10,2023-08-11,,Booster pack,Old
RD/KP14-JP0??,Excutie Riding!,,,JP,2023-07-23 06:13:10,2023-08-11,,Booster pack,Old
RD/KP14-JP0??,Cat-trois Choice,,,JP,2023-07-31 08:48:46,2023-08-11,,Booster pack,New
SD37-KR001,Qadshaddoll Keios,"('Super Rare',)",New,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR002,Reeshaddoll Wendi,"('Super Rare',)",New,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR003,Naelshaddoll Ariel,"('Super Rare',)",New,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR004,Shaddoll Falco,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR005,Shaddoll Hedgehog,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR006,Shaddoll Squamata,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR007,Shaddoll Dragon,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR008,Shaddoll Beast,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR009,Shaddoll Hound,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR010,Shaddoll Zefranaga,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR011,Shaddoll Zefracore,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR012,Black Luster Soldier - Envoy of the Beginning,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR013,Lava Golem,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR014,Dark Armed Dragon,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR015,Fairy Tail - Snow,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR016,Performage Trick Clown,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR017,Armageddon Knight,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR018,"Felis, Lightsworn Archer","('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR019,Electromagnetic Turtle,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR020,Mathematician,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR021,Kuribandit,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR022,Peropero Cerperus,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR023,Curse of the Shadow Prison,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR024,El Shaddoll Fusion,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR025,Nephe Shaddoll Fusion,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR026,Super Polymerization,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR027,Instant Fusion,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR028,Allure of Darkness,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR029,Foolish Burial,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR030,Living Fossil,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR031,Pot of Avarice,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR032,Harpie's Feather Duster,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR033,Resh Shaddoll Incarnation,"('Super Rare',)",New,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR034,Shaddoll Core,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR035,Sinister Shadow Games,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR036,Purushaddoll Aeon,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR037,Lost Wind,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR038,Unending Nightmare,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR039,Necro Fusion,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR040,Subterror Succession,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR041,El Shaddoll Grysta,"('Ultra Rare',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR042,El Shaddoll Wendigo,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR043,El Shaddoll Anoyatyllis,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KR044,Shaddoll Construct,"('Common',)",Reprint,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
SD37-KRP01,El Shaddoll Apkallone,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-27 07:31:14,2020-03-06,,Structure Deck,New
