Name,Password,Archseries,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,DEF,ATK,Level/Rank,Version
Frightfur Sabre-Tooth,80889750,"('Frightfur',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Frightfur Sabre-Tooth,https://yugipedia.com/wiki/Frightfur_Sabre-Tooth,"('Edited',)",2022-10-11 18:44:22,"('Any',)",DARK,Fusion Monster,2000,2400,8,Old
Frightfur Sabre-Tooth,80889750,"('Frightfur',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Frightfur Sabre-Tooth,https://yugipedia.com/wiki/Frightfur_Sabre-Tooth,"('Edited',)",2023-03-18 19:06:34,,DARK,Fusion Monster,2000,2400,8,New
Fu-Ri the Orb Mikanko,06327734,"('Mikanko',)","('Condition', 'Continuous Effect', 'Trigger Effect')",,Unlimited,Fu-Ri the Orb Mikanko,https://yugipedia.com/wiki/Fu-Ri_the_Orb_Mikanko,,2023-01-21 09:03:44,,WIND,Effect Monster,0,0,3,Old
Full Active Duplex,04483598,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Not yet released,Unlimited,Full Active Duplex,https://yugipedia.com/wiki/Full_Active_Duplex,,2023-04-22 16:22:13,,WIND,Effect Monster,1000,2800,9,New
Full Armored Black Ray Lancer,25853045,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Full Armored Black Ray Lancer,https://yugipedia.com/wiki/Full_Armored_Black_Ray_Lancer,,2022-06-16 17:38:27,"('Any',)",WATER,Xyz Monster,600,2100,4,Old
Full Armored Black Ray Lancer,25853045,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Full Armored Black Ray Lancer,https://yugipedia.com/wiki/Full_Armored_Black_Ray_Lancer,,2023-03-16 14:58:10,,WATER,Xyz Monster,600,2100,4,New
Full-Active Duprex,04483598,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Full-Active Duprex,https://yugipedia.com/wiki/Full-Active_Duprex,,2023-01-14 01:13:49,,WIND,Effect Monster,1000,2800,9,Old
Fusion Duplication,43331750,"('Fusion (archetype)',)","('Condition', 'Effect')",Not yet released,Unlimited,Fusion Duplication,https://yugipedia.com/wiki/Fusion_Duplication,,2023-04-22 12:21:27,,,,,,,New
Fusion Reinforcement,61070601,"('Polymerization (archetype)',)","('Condition', 'Effect')",,Unlimited,Fusion Reinforcement,https://yugipedia.com/wiki/Fusion_Reinforcement,,2023-04-22 12:28:35,,,,,,,New
Fusion Reproduction,43331750,"('Fusion (archetype)',)","('Condition', 'Effect')",,Unlimited,Fusion Reproduction,https://yugipedia.com/wiki/Fusion_Reproduction,,2023-01-18 09:59:52,,,,,,,Old
"Gaia Blaze, the Force of Blazing Sun",09709452,"('Gaia Knight',)","('Trigger Effect',)",,Unlimited,"Gaia Blaze, the Force of Blazing Sun","https://yugipedia.com/wiki/Gaia_Blaze,_the_Force_of_Blazing_Sun",,2023-04-22 01:31:16,,FIRE,Synchro Monster,2100,2600,7,New
"Galatea, the Orcust Automaton",30741503,"('Orcust',)","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Semi-Limited,"Galatea, the Orcust Automaton","https://yugipedia.com/wiki/Galatea,_the_Orcust_Automaton",,2022-04-20 02:49:48,,DARK,Link Monster,,1800,,Old
"Galatea, the Orcust Automaton",30741503,"('Orcust',)","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,"Galatea, the Orcust Automaton","https://yugipedia.com/wiki/Galatea,_the_Orcust_Automaton",,2023-03-18 19:42:25,,DARK,Link Monster,,1800,,New
Gamma The Magnet Warrior,11549357,"('Magnet Warrior', 'Warrior (archetype)')",,Unlimited,Unlimited,Gamma The Magnet Warrior,https://yugipedia.com/wiki/Gamma_The_Magnet_Warrior,,2021-03-07 05:28:31,"('Name', 'Type')",EARTH,Normal Monster,1800,1500,4,Old
Gamma The Magnet Warrior,11549357,"('Magnet Warrior', 'Warrior (archetype)')",,Unlimited,Unlimited,Gamma The Magnet Warrior,https://yugipedia.com/wiki/Gamma_The_Magnet_Warrior,,2023-03-18 19:51:17,"('Name',)",EARTH,Normal Monster,1800,1500,4,New
Gate Guardian of Thunder and Wind,34904525,"('Gate Guardian (archetype)', 'Guardian')","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Not yet released,,Gate Guardian of Thunder and Wind,https://yugipedia.com/wiki/Gate_Guardian_of_Thunder_and_Wind,,2023-03-03 16:45:41,,LIGHT,Fusion Monster,2200,2500,9,Old
Gate Guardian of Thunder and Wind,34904525,"('Gate Guardian (archetype)', 'Guardian')","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,,Gate Guardian of Thunder and Wind,https://yugipedia.com/wiki/Gate_Guardian_of_Thunder_and_Wind,,2023-03-28 10:21:22,,LIGHT,Fusion Monster,2200,2500,9,New
Gate Guardian of Water and Thunder,97783338,"('Gate Guardian (archetype)', 'Guardian')","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Not yet released,,Gate Guardian of Water and Thunder,https://yugipedia.com/wiki/Gate_Guardian_of_Water_and_Thunder,,2023-03-03 16:45:42,,WATER,Fusion Monster,2300,2550,9,Old
Gate Guardian of Water and Thunder,97783338,"('Gate Guardian (archetype)', 'Guardian')","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,,Gate Guardian of Water and Thunder,https://yugipedia.com/wiki/Gate_Guardian_of_Water_and_Thunder,,2023-03-28 10:21:13,,WATER,Fusion Monster,2300,2550,9,New
Gate Guardian of Wind and Water,61398234,"('Gate Guardian (archetype)', 'Guardian')","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Not yet released,,Gate Guardian of Wind and Water,https://yugipedia.com/wiki/Gate_Guardian_of_Wind_and_Water,,2023-03-03 16:45:41,,WIND,Fusion Monster,2300,2450,9,Old
Gate Guardian of Wind and Water,61398234,"('Gate Guardian (archetype)', 'Guardian')","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,,Gate Guardian of Wind and Water,https://yugipedia.com/wiki/Gate_Guardian_of_Wind_and_Water,,2023-03-28 10:21:18,,WIND,Fusion Monster,2300,2450,9,New
Gate Guardians Combined,08505920,"('Gate Guardian (archetype)', 'Guardian')","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Not yet released,,Gate Guardians Combined,https://yugipedia.com/wiki/Gate_Guardians_Combined,,2023-03-03 16:45:36,,DARK,Fusion Monster,3400,3750,12,Old
Gate Guardians Combined,08505920,"('Gate Guardian (archetype)', 'Guardian')","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,,Gate Guardians Combined,https://yugipedia.com/wiki/Gate_Guardians_Combined,,2023-03-28 10:21:27,,DARK,Fusion Monster,3400,3750,12,New
Gazelle the King of Mythical Beasts,05818798,"('Phantom Beast',)",,Unlimited,Unlimited,Gazelle the King of Mythical Beasts,https://yugipedia.com/wiki/Gazelle_the_King_of_Mythical_Beasts,,2023-01-03 19:37:28,"('Type',)",EARTH,Normal Monster,1200,1500,4,Old
Gazelle the King of Mythical Beasts,05818798,"('Chimera (series)', 'Phantom Beast')",,Unlimited,Unlimited,Gazelle the King of Mythical Beasts,https://yugipedia.com/wiki/Gazelle_the_King_of_Mythical_Beasts,,2023-04-20 15:44:18,"('Any',)",EARTH,Normal Monster,1200,1500,4,New
Gazelle the King of Mythical Claws,23076639,"('Chimera (series)',)","('Condition', 'Trigger Effect')",,Unlimited,Gazelle the King of Mythical Claws,https://yugipedia.com/wiki/Gazelle_the_King_of_Mythical_Claws,,2023-05-01 18:12:09,,EARTH,Effect Monster,1200,1500,4,New
Gear Gigant X,28912357,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Gear Gigant X,https://yugipedia.com/wiki/Gear_Gigant_X,,2022-12-21 02:11:27,"('Any',)",EARTH,Xyz Monster,1500,2300,4,Old
Gear Gigant X,28912357,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Gear Gigant X,https://yugipedia.com/wiki/Gear_Gigant_X,,2023-03-18 20:01:55,,EARTH,Xyz Monster,1500,2300,4,New
Gemini Booster,18096222,,"('Continuous-like Effect', 'Effect', 'Trigger Effect')",Unlimited,Unlimited,Gemini Booster,https://yugipedia.com/wiki/Gemini_Booster,,2020-11-26 06:06:50,"('Any',)",,,,,,Old
Gemini Booster,18096222,,"('Continuous-like Effect', 'Effect', 'Trigger Effect')",Unlimited,Unlimited,Gemini Booster,https://yugipedia.com/wiki/Gemini_Booster,,2023-03-18 20:16:56,,,,,,,New
Gemini Counter,81601517,,"('Effect',)",Unlimited,Unlimited,Gemini Counter,https://yugipedia.com/wiki/Gemini_Counter,,2023-01-10 18:50:09,,,,,,,Old
Gemini Counter,81601517,"('Counter (archetype)',)","('Effect',)",Unlimited,Unlimited,Gemini Counter,https://yugipedia.com/wiki/Gemini_Counter,,2023-04-06 12:14:16,,,,,,,New
General Grunard of the Ice Barrier,09056100,"('Ice Barrier',)","('Continuous Effect',)",Unlimited,Unlimited,General Grunard of the Ice Barrier,https://yugipedia.com/wiki/General_Grunard_of_the_Ice_Barrier,,2022-03-11 20:52:55,"('Any',)",WATER,Effect Monster,1000,2800,8,Old
General Grunard of the Ice Barrier,09056100,"('Ice Barrier',)","('Continuous Effect',)",Unlimited,Unlimited,General Grunard of the Ice Barrier,https://yugipedia.com/wiki/General_Grunard_of_the_Ice_Barrier,,2023-03-18 20:21:44,,WATER,Effect Monster,1000,2800,8,New
Genex Ally Birdman,64034255,"('Genex',)","('Ignition Effect',)",Limited,Limited,Genex Ally Birdman,https://yugipedia.com/wiki/Genex_Ally_Birdman,,2022-10-09 01:30:15,"('Type',)",DARK,Effect Monster,400,1400,3,Old
Genex Ally Birdman,64034255,"('Genex',)","('Ignition Effect',)",Limited,Unlimited,Genex Ally Birdman,https://yugipedia.com/wiki/Genex_Ally_Birdman,,2023-03-18 20:25:27,"('Type',)",DARK,Effect Monster,400,1400,3,New
Geomancer of the Ice Barrier,56704140,"('Ice Barrier',)","('Ignition Effect',)",Unlimited,Unlimited,Geomancer of the Ice Barrier,https://yugipedia.com/wiki/Geomancer_of_the_Ice_Barrier,,2022-08-13 11:42:08,"('Type',)",WATER,Effect Monster,1200,800,3,Old
Geomancer of the Ice Barrier,56704140,"('Ice Barrier',)","('Ignition Effect',)",Unlimited,Unlimited,Geomancer of the Ice Barrier,https://yugipedia.com/wiki/Geomancer_of_the_Ice_Barrier,,2023-03-18 20:33:30,"('Any',)",WATER,Effect Monster,1200,800,3,New
"Ghost Lancer, the Underworld Spearman",64104037,"('Underworld',)","('Continuous Effect', 'Unclassified effect')",,Unlimited,"Ghost Lancer, the Underworld Spearman","https://yugipedia.com/wiki/Ghost_Lancer,_the_Underworld_Spearman",,2023-02-23 23:56:02,,DARK,Effect Monster,0,2000,5,Old
"Ghost Lancer, the Underworld Spearman",64104037,"('Underworld',)","('Continuous Effect', 'Unclassified effect')",Not yet released,Unlimited,"Ghost Lancer, the Underworld Spearman","https://yugipedia.com/wiki/Ghost_Lancer,_the_Underworld_Spearman",,2023-03-30 18:27:19,,DARK,Effect Monster,0,2000,5,New
Gigaplant,53257892,,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,Gigaplant,https://yugipedia.com/wiki/Gigaplant,,2021-02-03 00:20:56,"('Type',)",EARTH,Effect Monster,1200,2400,6,Old
Gigaplant,53257892,,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,Gigaplant,https://yugipedia.com/wiki/Gigaplant,,2023-03-18 21:00:35,,EARTH,Effect Monster,1200,2400,6,New
Giltia the D. Knight - Soul Spear,77406972,"('Prophecy', 'Signature move')","('Condition', 'Ignition Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Giltia the D. Knight - Soul Spear,https://yugipedia.com/wiki/Giltia_the_D._Knight_-_Soul_Spear,,2022-07-22 09:02:17,"('Name',)",LIGHT,Effect Monster,1500,1850,5,Old
Giltia the D. Knight - Soul Spear,77406972,"('Prophecy', 'Signature move')","('Condition', 'Ignition Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Giltia the D. Knight - Soul Spear,https://yugipedia.com/wiki/Giltia_the_D._Knight_-_Soul_Spear,,2023-03-18 21:03:50,,LIGHT,Effect Monster,1500,1850,5,New
Glow-Up Bulb,67441435,,"('Condition', 'Ignition Effect')",Forbidden,Forbidden,Glow-Up Bulb,https://yugipedia.com/wiki/Glow-Up_Bulb,,2021-07-22 07:06:12,"('Type',)",EARTH,Effect Monster,100,100,1,Old
Glow-Up Bulb,67441435,,"('Condition', 'Ignition Effect')",Forbidden,Limited,Glow-Up Bulb,https://yugipedia.com/wiki/Glow-Up_Bulb,,2023-03-18 21:32:29,"('Type',)",EARTH,Effect Monster,100,100,1,New
Gold Pride - Better Luck Next Time!,,"('Gold Pride',)","('Condition', 'Effect', 'Trigger Effect')",Not yet released,,Gold Pride - Better Luck Next Time!,https://yugipedia.com/wiki/Gold_Pride_-_Better_Luck_Next_Time!,,2023-04-27 01:14:42,,,,,,,New
Gold Pride - Chariot Carrie,,"('Gold Pride',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Not yet released,,Gold Pride - Chariot Carrie,https://yugipedia.com/wiki/Gold_Pride_-_Chariot_Carrie,,2023-04-27 01:01:32,,WATER,Xyz Monster,2700,1900,3,New
Gold Pride - It's Neck and Neck!,,"('Gold Pride',)","('Condition', 'Effect', 'Quick-like Effect')",Not yet released,,Gold Pride - It's Neck and Neck!,https://yugipedia.com/wiki/Gold_Pride_-_It%27s_Neck_and_Neck!,,2023-04-27 01:16:55,,,,,,,New
Gold Pride - Pedal to the Metal!,,"('Gold Pride',)","('Condition', 'Effect', 'Trigger Effect')",Not yet released,,Gold Pride - Pedal to the Metal!,https://yugipedia.com/wiki/Gold_Pride_-_Pedal_to_the_Metal!,,2023-04-27 01:08:56,,,,,,,New
Gold Pride - Pin Baller,,"('Gold Pride',)","('Condition', 'Trigger Effect')",Not yet released,,Gold Pride - Pin Baller,https://yugipedia.com/wiki/Gold_Pride_-_Pin_Baller,,2023-04-27 00:58:00,,DARK,Fusion Monster,0,3000,9,New
Gold Pride - Roller Baller,,"('Gold Pride',)","('Condition', 'Ignition Effect', 'Quick Effect')",Not yet released,,Gold Pride - Roller Baller,https://yugipedia.com/wiki/Gold_Pride_-_Roller_Baller,,2023-04-27 00:49:19,,EARTH,Effect Monster,1600,1800,5,New
Gold Pride - That Came Out of Nowhere!,,"('Gold Pride',)","('Condition', 'Effect')",Not yet released,,Gold Pride - That Came Out of Nowhere!,https://yugipedia.com/wiki/Gold_Pride_-_That_Came_Out_of_Nowhere!,,2023-04-28 18:08:07,,,,,,,New
Golden Cloud Beast - Malong,,,"('Condition', 'Trigger Effect')",Not yet released,,Golden Cloud Beast - Malong,https://yugipedia.com/wiki/Golden_Cloud_Beast_-_Malong,,2023-04-27 15:30:51,,LIGHT,Synchro Monster,1000,2200,6,New
GranSolfachord Coolia,84521924,"('GranSolfachord', 'Solfachord')","('Continuous Effect', 'Quick Effect')",,Unlimited,GranSolfachord Coolia,https://yugipedia.com/wiki/GranSolfachord_Coolia,,2023-01-14 02:08:32,,LIGHT,Link Monster,,2700,,Old
GranSolfachord Coolia,84521924,"('GranSolfachord', 'Solfachord')","('Continuous Effect', 'Quick Effect')",Not yet released,Unlimited,GranSolfachord Coolia,https://yugipedia.com/wiki/GranSolfachord_Coolia,,2023-04-23 21:43:33,,LIGHT,Link Monster,,2700,,New
Grenosaurus the Magic-Head Cannon,34481518,,"('Condition', 'Trigger Effect')",,Unlimited,Grenosaurus the Magic-Head Cannon,https://yugipedia.com/wiki/Grenosaurus_the_Magic-Head_Cannon,,2023-04-22 01:38:22,,FIRE,Xyz Monster,2000,2200,4,New
Ground Xeno,,,"('Condition', 'Effect', 'Ignition-like Effect')",,Not yet released,Ground Xeno,https://yugipedia.com/wiki/Ground_Xeno,,2023-02-06 13:14:09,,,,,,,Old
Ground Xeno,67523044,,"('Condition', 'Effect', 'Ignition-like Effect')",,Unlimited,Ground Xeno,https://yugipedia.com/wiki/Ground_Xeno,,2023-04-03 19:39:27,,,,,,,New
"Guiding Quem, the Virtuous",45883110,"('Despia', 'Dogmatika')","('Condition', 'Trigger Effect')",,Unlimited,"Guiding Quem, the Virtuous","https://yugipedia.com/wiki/Guiding_Quem,_the_Virtuous",,2023-01-14 07:41:11,,LIGHT,Effect Monster,1500,1500,4,Old
"Guiding Quem, the Virtuous",45883110,"('Despia', 'Dogmatika')","('Condition', 'Trigger Effect')",Not yet released,Unlimited,"Guiding Quem, the Virtuous","https://yugipedia.com/wiki/Guiding_Quem,_the_Virtuous",,2023-04-21 15:28:37,,LIGHT,Effect Monster,1500,1500,4,New
Gunkan Suship Catch-of-the-Day,83008724,"('Gunkan',)","('Ignition-like Effect', 'Trigger Effect')",Not yet released,Unlimited,Gunkan Suship Catch-of-the-Day,https://yugipedia.com/wiki/Gunkan_Suship_Catch-of-the-Day,,2023-04-22 15:06:26,,,,,,,New
Gunkan Suship Chef's Choice,83008724,"('Gunkan',)","('Ignition-like Effect', 'Trigger Effect')",,Unlimited,Gunkan Suship Chef's Choice,https://yugipedia.com/wiki/Gunkan_Suship_Chef%27s_Choice,,2023-01-14 02:43:24,,,,,,,Old
Half Counter,06799227,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Half Counter,https://yugipedia.com/wiki/Half_Counter,,2022-04-20 13:57:10,"('Any',)",,,,,,Old
Half Counter,06799227,"('Counter (archetype)',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Half Counter,https://yugipedia.com/wiki/Half_Counter,,2023-04-10 17:19:04,"('Any',)",,,,,,New
Harpie Channeler,90238142,"('Harpie',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,Harpie Channeler,https://yugipedia.com/wiki/Harpie_Channeler,"('Edited',)",2022-09-19 19:32:17,"('Any',)",WIND,Effect Monster,1300,1400,4,Old
Harpie Channeler,90238142,"('Harpie',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,Harpie Channeler,https://yugipedia.com/wiki/Harpie_Channeler,"('Edited',)",2023-03-18 23:10:42,,WIND,Effect Monster,1300,1400,4,New
Harpie Harpist,56585883,"('Harpie',)","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Harpie Harpist,https://yugipedia.com/wiki/Harpie_Harpist,,2022-09-11 12:21:46,"('Any',)",WIND,Effect Monster,600,1700,4,Old
Harpie Harpist,56585883,"('Harpie',)","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Harpie Harpist,https://yugipedia.com/wiki/Harpie_Harpist,,2023-03-18 23:11:34,,WIND,Effect Monster,600,1700,4,New
Harpie's Pet Phantasmal Dragon,85909450,"('Harpie',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Harpie's Pet Phantasmal Dragon,https://yugipedia.com/wiki/Harpie%27s_Pet_Phantasmal_Dragon,,2023-02-16 13:27:14,"('Any',)",WIND,Xyz Monster,2500,2000,4,Old
Harpie's Pet Phantasmal Dragon,85909450,"('Harpie',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Harpie's Pet Phantasmal Dragon,https://yugipedia.com/wiki/Harpie%27s_Pet_Phantasmal_Dragon,,2023-03-18 23:14:15,,WIND,Xyz Monster,2500,2000,4,New
Harvest Angel of Doom,31987203,"('Counter Fairy',)","('Condition', 'Ignition-like Effect', 'Trigger Effect')",,Unlimited,Harvest Angel of Doom,https://yugipedia.com/wiki/Harvest_Angel_of_Doom,,2023-01-14 01:15:14,,DARK,Effect Monster,1000,1800,4,Old
Harvest Angel of Doom,31987203,"('Counter Fairy',)","('Condition', 'Ignition-like Effect', 'Trigger Effect')",Not yet released,Unlimited,Harvest Angel of Doom,https://yugipedia.com/wiki/Harvest_Angel_of_Doom,,2023-04-22 08:30:14,,DARK,Effect Monster,1000,1800,4,New
Hatsugai,43618262,,"('Effect',)",Not yet released,Unlimited,Hatsugai,https://yugipedia.com/wiki/Hatsugai,,2023-04-22 13:45:06,,,,,,,New
Heavy Metal Raiders,03113667,,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Heavy Metal Raiders,https://yugipedia.com/wiki/Heavy_Metal_Raiders,,2021-04-10 08:45:44,"('Any',)",,,,,,Old
Heavy Metal Raiders,03113667,,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Heavy Metal Raiders,https://yugipedia.com/wiki/Heavy_Metal_Raiders,,2023-03-18 23:25:02,,,,,,,New
Hi-Speedroid Kitedrake,05772618,"('Speedroid', 'roid')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Hi-Speedroid Kitedrake,https://yugipedia.com/wiki/Hi-Speedroid_Kitedrake,,2022-05-04 01:29:49,"('Any',)",WIND,Synchro Monster,2800,3000,8,Old
Hi-Speedroid Kitedrake,05772618,"('Speedroid', 'roid')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Hi-Speedroid Kitedrake,https://yugipedia.com/wiki/Hi-Speedroid_Kitedrake,,2023-03-18 23:50:11,,WIND,Synchro Monster,2800,3000,8,New
Hieratic Dragon of Eset,04022819,"('Hieratic',)","('Ignition Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Hieratic Dragon of Eset,https://yugipedia.com/wiki/Hieratic_Dragon_of_Eset,,2023-02-15 21:01:07,"('Any',)",LIGHT,Effect Monster,1200,1900,5,Old
Hieratic Dragon of Eset,04022819,"('Hieratic',)","('Ignition Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Hieratic Dragon of Eset,https://yugipedia.com/wiki/Hieratic_Dragon_of_Eset,,2023-03-19 07:31:55,,LIGHT,Effect Monster,1200,1900,5,New
Hiita the Fire Channeler,76615300,"('Charmer',)","('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Hiita the Fire Channeler,https://yugipedia.com/wiki/Hiita_the_Fire_Channeler,,2023-04-22 00:51:43,,FIRE,Effect Monster,1500,1850,5,New
Hippo Token,,,,Legal,Legal,Hippo Token,https://yugipedia.com/wiki/Hippo_Token,"('Alternate',)",2022-10-29 14:59:26,"('Type',)",EARTH,Monster Token,0,0,1,Old
Hippo Token,,,,Legal,Legal,Hippo Token,https://yugipedia.com/wiki/Hippo_Token,"('Alternate',)",2023-03-23 10:36:41,,EARTH,Monster Token,0,0,1,New
Horned Saurus,,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",,Not yet released,Horned Saurus,https://yugipedia.com/wiki/Horned_Saurus,,2023-04-15 23:41:10,,DARK,Fusion Monster,1800,2000,6,New
