Name,Password,Card type,Property,Archseries,Effect type,TCG status,OCG status,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,Secondary type,Monster type,Level/Rank,DEF,Pendulum Scale,Link,Link Arrows,ATK
Cyberdark Edge,77625948,Monster Card,,"('Cyber', 'Cyberdark')","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberdark_Edge,,2022-03-19 20:43:43,,DARK,Effect Monster,,Machine,4,800,,,,800
Cyberdark End Dragon,37542782,Monster Card,,"('Cyber', 'Cyberdark')","('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberdark_End_Dragon,,2022-10-31 19:48:39,,DARK,Fusion Monster,,Machine,12,3800,,,,5000
Cyberdark Horn,41230939,Monster Card,,"('Cyber', 'Cyberdark')","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberdark_Horn,,2022-03-19 20:43:38,,DARK,Effect Monster,,Machine,4,800,,,,800
Cyberdark Impact!,80033124,Spell Card,Normal Spell Card,"('Cyber', 'Cyberdark (Spell/Trap archetype)')","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberdark_Impact!,,2022-11-05 19:39:59,,,,,,,,,,,
Cyberdark Inferno,44352516,Spell Card,Field Spell Card,"('Cyber', 'Cyberdark (Spell/Trap archetype)')","('Condition', 'Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberdark_Inferno,,2021-10-15 12:52:36,,,,,,,,,,,
Cyberdark Invasion,01157683,Trap Card,Continuous Trap Card,"('Cyber', 'Cyberdark (Spell/Trap archetype)')","('Condition', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberdark_Invasion,,2021-10-13 23:57:28,,,,,,,,,,,
Cyberdark Keel,03019642,Monster Card,,"('Cyber', 'Cyberdark')","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberdark_Keel,,2022-03-19 20:43:49,,DARK,Effect Monster,,Machine,4,800,,,,800
Cyberdark Realm,64753988,Spell Card,Continuous Spell Card,"('Cyber', 'Cyberdark (Spell/Trap archetype)')","('Condition', 'Continuous-like Effect', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberdark_Realm,,2021-10-13 23:59:43,,,,,,,,,,,
Cyberdarkness Dragon,18967507,Monster Card,,"('Cyber', 'Cyberdark', 'Darkness (archetype)')","('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberdarkness_Dragon,,2021-10-13 23:51:39,,DARK,Fusion Monster,,Machine,10,2000,,,,2000
Cyberload Fusion,55704856,Spell Card,Quick-Play Spell Card,"('Cyber', 'Fusion (archetype)')","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberload_Fusion,,2021-10-15 12:52:41,,,,,,,,,,,
Cybernetic Cyclopean,96428622,Monster Card,,"('Cybernetic',)","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Cybernetic_Cyclopean,,2021-03-07 04:07:19,"('Name', 'Type')",EARTH,Effect Monster,,Beast-Warrior,4,200,,,,1400
Cybernetic Fusion Support,58199906,Spell Card,Quick-Play Spell Card,"('Cybernetic', 'Fusion (archetype)')","('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cybernetic_Fusion_Support,,2022-07-05 13:55:20,,,,,,,,,,,
Cybernetic Hidden Technology,92773018,Trap Card,Continuous Trap Card,"('Cybernetic',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Cybernetic_Hidden_Technology,,2023-02-14 17:55:52,,,,,,,,,,,
Cybernetic Horizon,63031396,Spell Card,Normal Spell Card,"('Cyber', 'Cyberdark (Spell/Trap archetype)', 'Cybernetic')","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cybernetic_Horizon_(card),,2021-10-13 23:49:48,,,,,,,,,,,
Cybernetic Magician,59023523,Monster Card,,"('Cybernetic',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Cybernetic_Magician,,2021-11-07 03:45:41,,LIGHT,Effect Monster,,Spellcaster,6,1000,,,,2400
Cybernetic Overflow,82428674,Trap Card,Normal Trap Card,"('Cybernetic',)","('Condition', 'Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cybernetic_Overflow,,2021-12-07 18:42:27,,,,,,,,,,,
Cybernetic Revolution,18597560,Trap Card,Normal Trap Card,"('Cybernetic',)","('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cybernetic_Revolution_(card),,2022-08-14 05:34:44,,,,,,,,,,,
Cybernetic Zone,47295267,Spell Card,Quick-Play Spell Card,"('Cybernetic',)","('Effect', 'Lingering effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cybernetic_Zone,,2021-11-07 10:22:08,,,,,,,,,,,
Cybersal Cyclone,37007105,Spell Card,Quick-Play Spell Card,"('Cyber',)","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Cybersal_Cyclone,,2019-11-28 19:21:43,,,,,,,,,,,
Cyberse Accelerator,89238128,Monster Card,,"('Cyber',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Accelerator,,2021-10-07 07:34:08,,LIGHT,Link Monster,,Cyberse,,,,3,"('↓', '←', '→')",2000
Cyberse Beacon,91269402,Trap Card,Normal Trap Card,"('Cyber',)","('Activation condition', 'Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Beacon,,2021-06-23 03:34:29,,,,,,,,,,,
Cyberse Clock Dragon,42717221,Monster Card,,"('Cyber',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Clock_Dragon,,2022-08-13 11:12:55,,DARK,Fusion Monster,,Cyberse,7,2000,,,,2500
Cyberse Converter,14505685,Monster Card,,"('Cyber',)","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Converter,,2022-05-02 14:14:37,,LIGHT,Effect Monster,,Cyberse,2,1000,,,,1000
Cyberse Disabwurm,92422871,Monster Card,,"('Cyber',)","('Condition', 'Ignition Effect', 'Quick Effect')",,Unlimited,https://yugipedia.com/wiki/Cyberse_Disabwurm,,2023-01-14 01:42:56,,DARK,Fusion Monster,,Cyberse,6,1500,,,,2300
Cyberse Enchanter,60279710,Monster Card,,"('Cyber',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Enchanter,,2020-12-02 07:19:02,,LIGHT,Link Monster,,Cyberse,,,,3,"('↓', '←', '→')",2400
Cyberse Gadget,00645087,Monster Card,,"('Cyber', 'Gadget')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Gadget,,2021-11-20 07:53:08,,LIGHT,Effect Monster,,Cyberse,4,300,,,,1400
Cyberse Integrator,25200959,Monster Card,,"('Cyber',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Integrator,,2021-12-27 16:46:18,,LIGHT,Synchro Monster,,Cyberse,3,1000,,,,1000
Cyberse Magician,24731391,Monster Card,,"('Cyber',)","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Magician,,2022-08-13 11:14:41,,DARK,Ritual Monster,,Cyberse,7,2000,,,,2500
Cyberse Quantum Dragon,63533837,Monster Card,,"('Cyber',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Quantum_Dragon,,2022-08-13 11:15:41,,DARK,Synchro Monster,,Cyberse,7,2000,,,,2500
Cyberse Reminder,56337500,Monster Card,,"('Cyber',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Reminder,,2021-12-27 17:43:35,,LIGHT,Xyz Monster,,Cyberse,3,800,,,,1800
Cyberse Sage,65037172,Monster Card,,"('Cyber',)","('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,https://yugipedia.com/wiki/Cyberse_Sage,,2023-01-14 01:39:34,,DARK,Ritual Monster,"('Tuner monster',)",Cyberse,1,0,,,,0
Cyberse Synchron,86784733,Monster Card,,"('Cyber', 'Synchron')","('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Synchron,,2021-12-27 16:12:34,,DARK,Effect Monster,"('Tuner monster',)",Cyberse,1,100,,,,100
Cyberse White Hat,46104361,Monster Card,,"('Cyber',)","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_White_Hat,,2021-06-23 04:17:45,,LIGHT,Effect Monster,,Cyberse,6,2400,,,,1800
Cyberse Wicckid,52698008,Monster Card,,"('Cyber',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Wicckid,,2021-12-27 16:47:33,,DARK,Link Monster,,Cyberse,,,,2,"('↓', '↘')",800
Cyberse Witch,11674673,Monster Card,,"('Cyber',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Witch,,2023-01-01 03:49:03,,DARK,Link Monster,,Cyberse,,,,2,"('↓', '↙')",800
Cyberse Wizard,36033786,Monster Card,,"('Cyber',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyberse_Wizard,,2021-06-23 02:34:58,,LIGHT,Effect Monster,,Cyberse,4,800,,,,1800
Cyborg Doctor,51020079,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyborg_Doctor,,2022-02-05 08:07:01,,EARTH,Effect Monster,,Spellcaster,4,1700,,,,1500
Cyclamen the Rikka Fairy,34614910,Monster Card,,"('Rikka',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyclamen_the_Rikka_Fairy,"('Edited',)",2022-04-20 02:39:18,,WATER,Effect Monster,,Plant,4,800,,,,1800
Cycle of the World,32828635,Spell Card,Ritual Spell Card,"('Ruin & Demise',)","('Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cycle_of_the_World,,2022-04-20 11:38:08,,,,,,,,,,,
Cyclon Laser,05494820,Spell Card,Equip Spell Card,"('Konami Arcade Games',)","('Condition', 'Continuous-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyclon_Laser,,2021-11-07 10:22:22,"('Type',)",,,,,,,,,,
Cyclone Blade,22147147,Spell Card,Equip Spell Card,,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyclone_Blade,,2021-04-06 17:14:22,,,,,,,,,,,
Cyclone Boomerang,29612557,Spell Card,Equip Spell Card,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cyclone_Boomerang,,2020-03-20 11:58:41,,,,,,,,,,,
Cycroid,45945685,Monster Card,,"('roid',)",,Unlimited,Unlimited,https://yugipedia.com/wiki/Cycroid,,2023-01-03 20:25:16,"('Name', 'Type')",EARTH,Normal Monster,,Machine,3,1000,,,,800
Cynet Backdoor,43839002,Spell Card,Quick-Play Spell Card,"('Cynet',)","('Condition', 'Effect', 'Lingering effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Backdoor,,2021-06-23 04:30:48,,,,,,,,,,,
Cynet Cascade,04433488,Trap Card,Normal Trap Card,"('Cynet',)","('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Cascade,,2022-09-14 11:22:00,,,,,,,,,,,
Cynet Circuit,82886276,Trap Card,Normal Trap Card,"('Cynet',)","('Condition', 'Effect', 'Quick-like Effect')",,Unlimited,https://yugipedia.com/wiki/Cynet_Circuit,,2023-01-14 02:46:40,,,,,,,,,,,
Cynet Codec,60018643,Spell Card,Continuous Spell Card,"('Cynet',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Codec,,2021-09-09 03:00:53,,,,,,,,,,,
Cynet Conflict,07403341,Trap Card,Counter Trap Card,"('Cynet',)","('Activation condition', 'Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Conflict,,2022-05-05 13:00:13,,,,,,,,,,,
Cynet Crosswipe,77449773,Spell Card,Quick-Play Spell Card,"('Cynet',)","('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Crosswipe,,2022-09-14 11:22:31,,,,,,,,,,,
Cynet Fusion,65801012,Spell Card,Normal Spell Card,"('Cynet', 'Fusion (archetype)')","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Fusion,,2021-09-09 02:19:50,,,,,,,,,,,
Cynet Mining,57160136,Spell Card,Normal Spell Card,"('Cynet',)","('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Mining,,2021-12-27 18:01:05,,,,,,,,,,,
Cynet Optimization,34010534,Spell Card,Continuous Spell Card,"('Cynet',)","('Condition', 'Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Optimization,,2022-04-20 03:01:21,,,,,,,,,,,
Cynet Recovery,73558460,Spell Card,Continuous Spell Card,"('Cynet',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Recovery,,2019-11-28 19:28:37,,,,,,,,,,,
Cynet Refresh,36368606,Trap Card,Normal Trap Card,"('Cynet',)","('Activation condition', 'Effect', 'Lingering effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Refresh,,2019-11-28 19:28:46,,,,,,,,,,,
Cynet Regression,19943114,Trap Card,Normal Trap Card,"('Cynet',)","('Activation condition', 'Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Regression,,2021-06-23 04:33:33,,,,,,,,,,,
Cynet Ritual,34767865,Spell Card,Ritual Spell Card,"('Cynet',)","('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Ritual,,2021-09-09 01:35:37,,,,,,,,,,,
Cynet Rollback,57900671,Spell Card,Quick-Play Spell Card,"('Cynet',)","('Condition', 'Effect', 'Ignition-like Effect')",,Unlimited,https://yugipedia.com/wiki/Cynet_Rollback,,2023-01-14 02:16:17,,,,,,,,,,,
Cynet Storm,42461852,Spell Card,Field Spell Card,"('Cynet',)","('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Storm,,2021-06-23 04:31:27,,,,,,,,,,,
Cynet Universe,61583217,Spell Card,Field Spell Card,"('Cynet',)","('Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Cynet_Universe,,2021-06-23 04:30:11,,,,,,,,,,,
Cú Chulainn the Awakened,10789972,Monster Card,,,"('Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/C%C3%BA_Chulainn_the_Awakened,,2020-03-13 18:19:08,,LIGHT,Ritual Monster,,Warrior,4,1000,,,,500
D - Chain,43405287,Trap Card,Normal Trap Card,,"('Continuous-like Effect', 'Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D_-_Chain,,2022-06-15 07:29:52,,,,,,,,,,,
D - Counter,08698851,Trap Card,Normal Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D_-_Counter,,2022-06-15 07:30:39,,,,,,,,,,,
D - Force,06186304,Spell Card,Continuous Spell Card,,"('Continuous-like Effect', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D_-_Force,,2022-08-14 11:11:31,,,,,,,,,,,
D - Formation,74329404,Spell Card,Continuous Spell Card,,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D_-_Formation,,2020-11-17 05:04:44,,,,,,,,,,,
D - Fortune,09201964,Trap Card,Normal Trap Card,,"('Activation condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D_-_Fortune,,2021-04-06 17:14:22,,,,,,,,,,,
D - Shield,62868900,Trap Card,Normal Trap Card,,"('Activation condition', 'Continuous-like Effect', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D_-_Shield,,2022-03-22 03:20:30,,,,,,,,,,,
D - Spirit,89899996,Spell Card,Normal Spell Card,,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D_-_Spirit,,2022-06-15 07:28:06,,,,,,,,,,,
D - Tactics,48032131,Trap Card,Continuous Trap Card,,"('Condition', 'Quick-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D_-_Tactics,,2022-07-09 00:55:24,,,,,,,,,,,
D - Time,99075257,Trap Card,Normal Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D_-_Time,,2020-03-20 11:59:53,"('Name',)",,,,,,,,,,
D Cubed,99357565,Monster Card,,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D_Cubed,,2021-04-06 16:50:55,,DARK,Effect Monster,,Machine,1,0,,,,0
D-Boyz,79279397,Monster Card,,,"('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D-Boyz,,2022-02-05 08:11:14,,DARK,Effect Monster,"('Flip monster',)",Fiend,1,1000,,,,100
D-Fusion,26841274,Trap Card,Normal Trap Card,"('Fusion (archetype)',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D-Fusion,,2022-09-23 05:29:33,,,,,,,,,,,
D. Human,81057959,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/D._Human,,2021-11-07 13:15:52,,EARTH,Normal Monster,,Warrior,4,1100,,,,1300
D. Tribe,02833249,Trap Card,Normal Trap Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D._Tribe,,2021-12-10 00:08:31,"('Name',)",,,,,,,,,,
D.3.S. Frog,09910360,Monster Card,,"('Frog',)","('Continuous Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/D.3.S._Frog,"('Edited',)",2022-04-20 21:21:29,"('Name',)",WATER,Fusion Monster,,Aqua,8,2000,,,,2500
D.D. Assailant,70074904,Monster Card,,"('D.D.',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Assailant,,2022-04-20 11:22:05,"('Name',)",EARTH,Effect Monster,,Warrior,4,1600,,,,1700
D.D. Assault Carrier,56790702,Monster Card,,"('D.D.',)","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Assault_Carrier,,2023-01-01 19:03:44,,DARK,Effect Monster,,Machine,8,2500,,,,2500
D.D. Borderline,60912752,Spell Card,Continuous Spell Card,"('D.D.',)","('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Borderline,,2022-04-24 04:17:06,"('Name',)",,,,,,,,,,
D.D. Crazy Beast,48148828,Monster Card,,"('D.D.',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Crazy_Beast,,2022-04-07 16:47:02,,EARTH,Effect Monster,,Beast,3,1400,,,,1400
D.D. Crow,24508238,Monster Card,,"('D.D.',)","('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Crow,,2022-11-17 14:32:03,"('Name',)",DARK,Effect Monster,,Winged Beast,1,100,,,,100
D.D. Designator,33423043,Spell Card,Normal Spell Card,"('D.D.', 'Designator')","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Designator,,2022-04-20 13:11:30,"('Name',)",,,,,,,,,,
D.D. Destroyer,44792253,Monster Card,,"('D.D.',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Destroyer,,2022-02-05 08:12:41,,EARTH,Effect Monster,,Warrior,4,1000,,,,1000
D.D. Dynamite,08628798,Trap Card,Normal Trap Card,"('D.D.',)","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Dynamite,,2023-01-03 20:26:00,,,,,,,,,,,
D.D. Esper Star Sparrow,80208158,Monster Card,,"('D.D.', 'Sparrow Family')","('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Esper_Star_Sparrow,,2022-08-13 11:16:40,,LIGHT,Effect Monster,,Warrior,10,1500,,,,3000
D.D. Guide,52702748,Monster Card,,"('D.D.',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Guide,,2020-11-17 05:06:11,"('Name',)",DARK,Effect Monster,,Warrior,4,1000,,,,1400
D.D. Jet Iron,15574615,Monster Card,,"('D.D.', 'Sparrow Family')","('Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Jet_Iron,,2022-05-12 01:54:08,,LIGHT,Effect Monster,,Machine,10,0,,,,4000
D.D. Patrol Plane,75991479,Monster Card,,"('D.D.',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Patrol_Plane,,2020-03-14 15:40:33,,DARK,Effect Monster,,Machine,3,800,,,,1200
D.D. Scout Plane,03773196,Monster Card,,"('D.D.',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Scout_Plane,,2020-11-17 05:06:54,"('Name',)",DARK,Effect Monster,,Machine,2,1200,,,,800
D.D. Seeker,89015998,Monster Card,,"('D.D.',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Seeker,,2020-03-14 15:40:57,,DARK,Effect Monster,,Psychic,3,800,,,,1500
D.D. Sprite,16638212,Monster Card,,"('D.D.',)","('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Sprite,,2022-04-20 11:26:08,"('Type',)",LIGHT,Effect Monster,"('Tuner monster',)",Fairy,1,100,,,,0
D.D. Survivor,48092532,Monster Card,,"('D.D.',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Survivor,,2022-04-24 04:17:26,,DARK,Effect Monster,,Warrior,4,200,,,,1800
D.D. Telepon,51701885,Monster Card,,"('D.D.',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Telepon,,2020-11-17 05:07:09,,EARTH,Effect Monster,,Psychic,2,1800,,,,500
D.D. Trainer,86498013,Monster Card,,"('D.D.',)",,Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Trainer,,2022-11-13 18:30:03,"('Name',)",DARK,Normal Monster,,Fiend,1,2000,,,,100
D.D. Trap Hole,05606466,Trap Card,Normal Trap Card,"('D.D.', 'Trap Hole (archetype)')","('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Trap_Hole,,2022-04-24 04:17:50,"('Name',)",,,,,,,,,,
D.D. Unicorn Knight,95291684,Monster Card,,"('D.D.',)","('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Unicorn_Knight,,2021-05-23 13:01:33,,LIGHT,Effect Monster,,Warrior,4,900,,,,1800
D.D. Warrior,37043180,Monster Card,,"('D.D.',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Warrior,,2022-04-24 04:18:16,,EARTH,Effect Monster,,Warrior,4,1000,,,,1200
D.D. Warrior Lady,07572887,Monster Card,,"('D.D.', 'Warrior Lady')","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D._Warrior_Lady,,2022-07-30 23:55:27,"('Name', 'Type')",LIGHT,Effect Monster,,Warrior,4,1600,,,,1500
D.D.D. - Different Dimension Derby,76552147,Trap Card,Normal Trap Card,"('D.D.',)","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D.D._-_Different_Dimension_Derby,,2023-01-01 18:56:27,,,,,,,,,,,
D.D.M. - Different Dimension Master,82112775,Monster Card,,"('D.D.',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/D.D.M._-_Different_Dimension_Master,,2021-01-03 01:20:06,,LIGHT,Effect Monster,,Spellcaster,5,1500,,,,1700
