Name,Card type,Property,Archseries,Attribute,Primary type,Monster type,Effect type,DEF,Legend,Maximum mode,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Eclipse,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Eclipse,https://yugipedia.com/wiki/Eclipse,,2022-11-17 12:08:44,
Eldign Patrol Ship,Monster Card,,,WATER,Effect Monster,Machine,"('Effect',)",700,False,False,1700,,6,Eldign Patrol Ship,https://yugipedia.com/wiki/Eldign_Patrol_Ship,,2022-10-20 07:36:03,
Electrical Discharge,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Electrical Discharge,https://yugipedia.com/wiki/Electrical_Discharge,,2022-09-21 05:45:38,
Elegant Fire Bird Harpuia,Monster Card,,,FIRE,Effect Monster,Winged Beast,"('Effect',)",1500,False,False,2500,,7,Elegant Fire Bird Harpuia,https://yugipedia.com/wiki/Elegant_Fire_Bird_Harpuia,,2022-09-25 03:01:15,
Elephound,Monster Card,,,EARTH,Normal Monster,Machine,,500,False,False,1700,,5,Elephound,https://yugipedia.com/wiki/Elephound,,2022-12-21 09:22:11,
Elepsychic Amp Up,Spell Card,Normal Spell Card,"('Psychic Musician',)",,,,"('Effect',)",,False,False,,,,Elepsychic Amp Up,https://yugipedia.com/wiki/Elepsychic_Amp_Up,,2023-01-09 08:42:22,
Embryonic Dark Ruler,Monster Card,,,DARK,Effect Monster,Fiend,"('Effect',)",700,False,False,500,,2,Embryonic Dark Ruler,https://yugipedia.com/wiki/Embryonic_Dark_Ruler,,2023-02-01 11:46:29,
Emergency Return,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Emergency Return,https://yugipedia.com/wiki/Emergency_Return,,2022-10-30 07:51:21,"('Any',)"
Emitter Stag,Monster Card,,,LIGHT,Effect Monster,Thunder,"('Effect',)",0,False,False,1100,,3,Emitter Stag,https://yugipedia.com/wiki/Emitter_Stag,,2022-09-21 05:33:40,
Emperor of the Land and Sea,Monster Card,,,WATER,Normal Monster,Reptile,,1500,False,False,1800,,5,Emperor of the Land and Sea (Rush Duel),https://yugipedia.com/wiki/Emperor_of_the_Land_and_Sea_(Rush_Duel),,2022-04-10 23:34:10,
Enchanting Mermaid,Monster Card,,,WATER,Normal Monster,Fish,,900,False,False,1200,,3,Enchanting Mermaid (Rush Duel),https://yugipedia.com/wiki/Enchanting_Mermaid_(Rush_Duel),,2022-10-20 07:23:23,
Endless Romance Blitz,Monster Card,,"('Psychic Musician',)",FIRE,Fusion Monster,Omega Psychic,"('Multi-Choice Effect',)",2500,False,False,2800,,9,Endless Romance Blitz,https://yugipedia.com/wiki/Endless_Romance_Blitz,,2022-10-30 06:38:00,
Endoll,Monster Card,,"('Psychic Musician',)",DARK,Effect Monster,Psychic,"('Effect',)",100,False,False,200,,1,Endoll,https://yugipedia.com/wiki/Endoll,,2022-12-10 21:25:24,
Engage and Strike!,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Engage and Strike!,https://yugipedia.com/wiki/Engage_and_Strike!,"('Edited',)",2023-01-31 21:10:30,
Engine Reviver,Monster Card,,,FIRE,Effect Monster,Warrior,"('Effect',)",700,False,False,300,,4,Engine Reviver,https://yugipedia.com/wiki/Engine_Reviver,,2023-01-21 14:14:58,
Enraged Scale Liberation,Spell Card,Normal Spell Card,"('Chameleon',)",,,,"('Effect',)",,False,False,,,,Enraged Scale Liberation,https://yugipedia.com/wiki/Enraged_Scale_Liberation,,2022-09-21 05:45:41,
Ensembullfighter the Music Fiend,Monster Card,,"('Music Princess',)",WIND,Effect Monster,Warrior,"('Effect',)",2200,False,False,2200,,7,Ensembullfighter the Music Fiend,https://yugipedia.com/wiki/Ensembullfighter_the_Music_Fiend,,2022-10-20 07:21:29,
Esperade the Smashing Superstar,Monster Card,,"('Psychic Musician',)",DARK,Effect Monster,Psychic,"('Effect',)",0,False,False,2500,,7,Esperade the Smashing Superstar,https://yugipedia.com/wiki/Esperade_the_Smashing_Superstar,,2022-09-21 04:01:49,
Eternal Freeze,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Eternal Freeze,https://yugipedia.com/wiki/Eternal_Freeze,,2022-11-28 22:40:22,
Ether Escape,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Ether Escape,https://yugipedia.com/wiki/Ether_Escape,,2023-01-21 14:51:48,
Ether Fast Striker,Monster Card,,,DARK,Fusion Monster,Warrior,"('Effect',)",2000,False,False,2400,,8,Ether Fast Striker,https://yugipedia.com/wiki/Ether_Fast_Striker,,2022-10-31 18:41:55,
Ether Finder,Monster Card,,,EARTH,Effect Monster,Machine,"('Effect',)",1200,False,False,1000,,4,Ether Finder,https://yugipedia.com/wiki/Ether_Finder,,2022-09-25 03:01:37,
Ether Seeker,Monster Card,,,EARTH,Effect Monster,Warrior,"('Effect',)",1200,False,False,1000,,4,Ether Seeker,https://yugipedia.com/wiki/Ether_Seeker,,2022-02-11 17:11:20,
Ethyl the Flame Jinn of the Lamp,Monster Card,,"('Chemistry',)",FIRE,Effect Monster,Pyro,"('Effect',)",1000,False,False,500,,3,Ethyl the Flame Jinn of the Lamp,https://yugipedia.com/wiki/Ethyl_the_Flame_Jinn_of_the_Lamp,,2023-01-04 11:45:39,
Etraynze the Shadow Flower Ninja,Monster Card,,"('Shadow Flower',)",EARTH,Effect Monster,Plant,"('Effect',)",1000,False,False,2300,,7,Etraynze the Shadow Flower Ninja,https://yugipedia.com/wiki/Etraynze_the_Shadow_Flower_Ninja,,2022-09-21 05:34:15,
Eve of the Big March,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Eve of the Big March,https://yugipedia.com/wiki/Eve_of_the_Big_March,,2023-02-15 13:54:17,
Evil Star Beacon,Spell Card,Normal Spell Card,"('Star Knight',)",,,,"('Effect',)",,False,False,,,,Evil Star Beacon,https://yugipedia.com/wiki/Evil_Star_Beacon,,2022-09-21 05:28:22,
Evolution Rush Burst,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Evolution Rush Burst,https://yugipedia.com/wiki/Evolution_Rush_Burst,,2022-11-26 12:55:33,
Ewekai - Grudges from the Grave,Trap Card,Normal Trap Card,"('Ewekai',)",,,,"('Effect',)",,False,False,,,,Ewekai - Grudges from the Grave,https://yugipedia.com/wiki/Ewekai_-_Grudges_from_the_Grave,,2022-09-21 05:45:29,
Ewekai Airaries,Monster Card,,"('Ewekai',)",WIND,Normal Monster,Beast,,200,False,False,1300,,3,Ewekai Airaries,https://yugipedia.com/wiki/Ewekai_Airaries,,2022-11-17 12:14:17,
Ewekai Aquasheep,Monster Card,,"('Ewekai',)",WATER,Normal Monster,Beast,,500,False,False,1000,,2,Ewekai Aquasheep,https://yugipedia.com/wiki/Ewekai_Aquasheep,,2022-11-17 12:14:29,
Ewekai Grounmouton,Monster Card,,"('Ewekai',)",EARTH,Normal Monster,Beast,,1500,False,False,0,,1,Ewekai Grounmouton,https://yugipedia.com/wiki/Ewekai_Grounmouton,,2022-09-21 05:39:23,
Ewekai Nightmutton,Monster Card,,"('Ewekai',)",DARK,Normal Monster,Beast,,100,False,False,1500,,4,Ewekai Nightmutton,https://yugipedia.com/wiki/Ewekai_Nightmutton,,2022-09-21 05:24:08,
Ewekai Planeau,Monster Card,,"('Ewekai',)",EARTH,Effect Monster,Beast,"('Effect',)",200,False,False,1100,,3,Ewekai Planeau,https://yugipedia.com/wiki/Ewekai_Planeau,,2023-01-30 10:35:21,
Ewekai Pyrowool,Monster Card,,"('Ewekai',)",FIRE,Normal Monster,Beast,,800,False,False,1400,,4,Ewekai Pyrowool,https://yugipedia.com/wiki/Ewekai_Pyrowool,,2022-09-21 05:28:43,
Ewekai Thunderlambda,Monster Card,,"('Ewekai',)",LIGHT,Normal Monster,Beast,,400,False,False,1200,,3,Ewekai Thunderlambda,https://yugipedia.com/wiki/Ewekai_Thunderlambda,,2022-11-17 12:14:23,
Ewekai Waveschaf,Monster Card,,"('Ewekai',)",WATER,Effect Monster,Beast,"('Effect',)",300,False,False,800,,3,Ewekai Waveschaf,https://yugipedia.com/wiki/Ewekai_Waveschaf,,2022-11-17 12:11:02,
ExPress Train,Monster Card,,"('Newspaper',)",EARTH,Normal Monster,Machine,,200,False,False,1300,,4,ExPress Train,https://yugipedia.com/wiki/ExPress_Train,,2023-01-16 01:00:49,
Excutie Break!,Trap Card,Normal Trap Card,"('Excutie',)",,,,"('Effect',)",,False,False,,,,Excutie Break!,https://yugipedia.com/wiki/Excutie_Break!,,2022-11-26 13:21:13,
Excutie Catch!,Trap Card,Normal Trap Card,"('Excutie',)",,,,"('Effect',)",,False,False,,,,Excutie Catch!,https://yugipedia.com/wiki/Excutie_Catch!,,2023-01-10 18:58:56,
Excutie Emergency!,Trap Card,Normal Trap Card,"('Excutie',)",,,,"('Effect',)",,False,False,,,,Excutie Emergency!,https://yugipedia.com/wiki/Excutie_Emergency!,,2022-11-26 23:03:27,
Excutie Feena,Monster Card,,"('Excutie',)",FIRE,Effect Monster,Psychic,"('Effect',)",500,False,False,1700,,6,Excutie Feena,https://yugipedia.com/wiki/Excutie_Feena,,2022-11-21 07:30:58,
Excutie Fermi,Monster Card,,"('Excutie',)",LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",500,False,False,1800,,6,Excutie Fermi,https://yugipedia.com/wiki/Excutie_Fermi,,2022-12-21 09:13:55,
Excutie Flame,Monster Card,,"('Excutie',)",FIRE,Effect Monster,Pyro,"('Effect',)",500,False,False,1700,,6,Excutie Flame,https://yugipedia.com/wiki/Excutie_Flame,,2023-01-21 14:06:15,
Excutie Floa,Monster Card,,"('Excutie',)",WATER,Effect Monster,Spellcaster,"('Effect',)",500,False,False,1700,,6,Excutie Floa,https://yugipedia.com/wiki/Excutie_Floa,,2022-11-26 13:04:55,
Excutie Leir,Monster Card,,"('Excutie',)",WIND,Effect Monster,Warrior,"('Continuous Effect',)",500,False,False,1800,,6,Excutie Leir,https://yugipedia.com/wiki/Excutie_Leir,,2022-11-26 22:45:26,
Excutie Lilius,Monster Card,,"('Excutie',)",DARK,Effect Monster,Fiend,"('Continuous Effect',)",500,False,False,2500,,6,Excutie Lilius,https://yugipedia.com/wiki/Excutie_Lilius,,2022-11-26 13:06:11,
Excutie Lucy,Monster Card,,"('Excutie',)",EARTH,Effect Monster,Machine,"('Effect',)",500,False,False,1700,,6,Excutie Lucy,https://yugipedia.com/wiki/Excutie_Lucy,,2022-11-26 13:08:07,
Excutie Lumiere,Monster Card,,"('Excutie',)",LIGHT,Effect Monster,Fairy,"('Effect',)",500,False,False,1800,,6,Excutie Lumiere,https://yugipedia.com/wiki/Excutie_Lumiere,"('Alternate',)",2023-01-03 05:22:59,
Excutie Prouty,Monster Card,,"('Excutie',)",EARTH,Effect Monster,Plant,"('Effect',)",500,False,False,1500,,6,Excutie Prouty,https://yugipedia.com/wiki/Excutie_Prouty,,2022-11-26 13:10:11,
Excutie Ram,Monster Card,,"('Excutie',)",FIRE,Effect Monster,Cyberse,"('Effect',)",500,False,False,1600,,6,Excutie Ram,https://yugipedia.com/wiki/Excutie_Ram,,2022-11-26 13:09:33,
Excutie Scout!,Spell Card,Normal Spell Card,"('Excutie',)",,,,"('Effect',)",,False,False,,,,Excutie Scout!,https://yugipedia.com/wiki/Excutie_Scout!,,2022-11-26 13:12:02,
Excutie Scramble!,Spell Card,Normal Spell Card,"('Excutie',)",,,,"('Effect',)",,False,False,,,,Excutie Scramble!,https://yugipedia.com/wiki/Excutie_Scramble!,,2022-11-26 13:12:43,
Excutie Up!,Spell Card,Normal Spell Card,"('Excutie',)",,,,"('Effect',)",,False,False,,,,Excutie Up!,https://yugipedia.com/wiki/Excutie_Up!,,2022-11-21 07:48:43,
Explosive Rage,Spell Card,Normal Spell Card,"('Chameleon',)",,,,"('Effect',)",,False,False,,,,Explosive Rage,https://yugipedia.com/wiki/Explosive_Rage,,2022-09-21 05:28:11,
Extra Spice the Elite Noodle Ninja,Monster Card,,"('Noodle Ninja',)",FIRE,Effect Monster,Pyro,"('Effect',)",0,False,False,2400,,8,Extra Spice the Elite Noodle Ninja,https://yugipedia.com/wiki/Extra_Spice_the_Elite_Noodle_Ninja,,2022-12-21 09:44:25,
Fairy Dragon,Monster Card,,,WIND,Normal Monster,Dragon,,1200,False,False,1100,,4,Fairy Dragon (Rush Duel),https://yugipedia.com/wiki/Fairy_Dragon_(Rush_Duel),,2023-01-29 19:42:20,
Faith Bird,Monster Card,,,WIND,Normal Monster,Winged Beast,,1100,False,False,1500,,4,Faith Bird (Rush Duel),https://yugipedia.com/wiki/Faith_Bird_(Rush_Duel),,2022-09-21 03:19:54,
Fancy Ladybug Pastel,Monster Card,,,LIGHT,Normal Monster,Insect,,100,False,False,700,,1,Fancy Ladybug Pastel,https://yugipedia.com/wiki/Fancy_Ladybug_Pastel,,2023-01-05 22:56:59,
Fantasia Strike Dragon Miragiastar F,Monster Card,,"('Strike Dragon',)",DARK,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",2000,False,False,3000,,9,Fantasia Strike Dragon Miragiastar F,https://yugipedia.com/wiki/Fantasia_Strike_Dragon_Miragiastar_F,,2023-01-23 16:49:40,
Faulty Fire,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Faulty Fire,https://yugipedia.com/wiki/Faulty_Fire,,2022-10-20 07:33:35,
Fearstute Followl,Monster Card,,,LIGHT,Fusion Monster,Fiend,"('Effect',)",1300,False,False,2700,,7,Fearstute Followl,https://yugipedia.com/wiki/Fearstute_Followl,,2022-10-31 18:41:40,
Featuring Omega,Trap Card,Normal Trap Card,,,,,"('Effect',)",,False,False,,,,Featuring Omega,https://yugipedia.com/wiki/Featuring_Omega,,2022-10-20 07:03:00,
Femtron,Monster Card,,"('Tron (series)',)",LIGHT,Normal Monster,Cyberse,,100,False,False,1400,,4,Femtron,https://yugipedia.com/wiki/Femtron,,2022-04-24 01:47:42,
Fenrirewritter Sol,Monster Card,,,LIGHT,Fusion Monster,Cyberse,"('Effect',)",2100,False,False,2800,,9,Fenrirewritter Sol,https://yugipedia.com/wiki/Fenrirewritter_Sol,,2022-10-31 18:41:25,
Feral Imp,Monster Card,,,DARK,Normal Monster,Fiend,,1400,False,False,1300,,4,Feral Imp (Rush Duel),https://yugipedia.com/wiki/Feral_Imp_(Rush_Duel),,2022-09-21 03:16:42,
Feverous Spirit Stadium,Spell Card,Field Spell Card,"('Baseball',)",,,,"('Effect',)",,False,False,,,,Feverous Spirit Stadium,https://yugipedia.com/wiki/Feverous_Spirit_Stadium,,2022-12-27 13:31:38,
Fiery Blaze,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Fiery Blaze,https://yugipedia.com/wiki/Fiery_Blaze,,2022-12-21 09:46:54,"('Any',)"
Fillan Dwarf,Monster Card,,,EARTH,Effect Monster,Spellcaster,"('Effect',)",500,False,False,1200,,3,Fillan Dwarf,https://yugipedia.com/wiki/Fillan_Dwarf,,2023-02-04 14:23:06,
Final Destiny,Spell Card,Normal Spell Card,,,,,"('Effect',)",,True,False,,,,Final Destiny (Rush Duel),https://yugipedia.com/wiki/Final_Destiny_(Rush_Duel),,2023-02-16 14:28:51,
Finalize Phoenix,Monster Card,,"('Chemistry',)",FIRE,Effect Monster,Pyro,"('Effect',)",1600,False,False,2400,,7,Finalize Phoenix,https://yugipedia.com/wiki/Finalize_Phoenix,,2022-11-26 13:33:11,
The Fire Dragon,Monster Card,,,FIRE,Normal Monster,Dragon,,0,False,False,1500,,4,The Fire Dragon,https://yugipedia.com/wiki/The_Fire_Dragon,,2022-12-21 09:37:50,
Fire Fall Blaze Barrier,Trap Card,Normal Trap Card,"('Chemistry',)",,,,"('Effect',)",,False,False,,,,Fire Fall Blaze Barrier,https://yugipedia.com/wiki/Fire_Fall_Blaze_Barrier,,2022-12-21 09:47:38,
Fire Golem,Monster Card,,,FIRE,Effect Monster,Spellcaster,"('Effect',)",800,False,False,1200,,3,Fire Golem,https://yugipedia.com/wiki/Fire_Golem,,2022-09-21 03:03:53,
Fire Guardian,Monster Card,,,FIRE,Normal Monster,Dragon,,400,False,False,2100,,6,Fire Guardian,https://yugipedia.com/wiki/Fire_Guardian,,2022-12-21 09:36:54,
Fire Jester,Monster Card,,"('Metarion',)",LIGHT,Effect Monster,Pyro,"('Effect',)",500,False,False,1000,,3,Fire Jester,https://yugipedia.com/wiki/Fire_Jester,,2022-12-30 02:10:12,
Five Types of Assistance,Spell Card,Normal Spell Card,,,,,"('Effect',)",,False,False,,,,Five Types of Assistance,https://yugipedia.com/wiki/Five_Types_of_Assistance,,2022-12-23 14:34:55,
Five-Headed Dragon,Monster Card,,,DARK,Fusion Monster,Dragon,"('Continuous Effect',)",5000,False,False,5000,,12,Five-Headed Dragon (Rush Duel),https://yugipedia.com/wiki/Five-Headed_Dragon_(Rush_Duel),,2023-01-18 11:05:08,
Flame Arms - Fretberge,Spell Card,Equip Spell Card,"('Shaman Bandit',)",,,,"('Effect',)",,False,False,,,,Flame Arms - Fretberge,https://yugipedia.com/wiki/Flame_Arms_-_Fretberge,,2023-02-04 14:19:20,
Flame Cerebrus,Monster Card,,,FIRE,Normal Monster,Pyro,,1800,False,False,2100,,6,Flame Cerebrus (Rush Duel),https://yugipedia.com/wiki/Flame_Cerebrus_(Rush_Duel),,2022-12-21 09:44:56,
Flame Champion,Monster Card,,,FIRE,Normal Monster,Pyro,,1300,False,False,1900,,5,Flame Champion (Rush Duel),https://yugipedia.com/wiki/Flame_Champion_(Rush_Duel),,2022-12-21 09:45:09,
Flame Manipulator,Monster Card,,,FIRE,Normal Monster,Spellcaster,,1000,False,False,900,,3,Flame Manipulator (Rush Duel),https://yugipedia.com/wiki/Flame_Manipulator_(Rush_Duel),,2022-04-23 01:18:00,
Flame Ruler,Monster Card,,,FIRE,Effect Monster,Pyro,"('Continuous Effect',)",1600,True,False,1500,,4,Flame Ruler (Rush Duel),https://yugipedia.com/wiki/Flame_Ruler_(Rush_Duel),,2022-12-21 09:03:14,
Flame Seeker,Monster Card,,"('Chemistry',)",FIRE,Normal Monster,Pyro,,400,False,False,1400,,4,Flame Seeker,https://yugipedia.com/wiki/Flame_Seeker,,2022-12-21 09:45:56,
Flame Swordsman,Monster Card,,,FIRE,Fusion Monster,Warrior,,1600,False,False,1800,,5,Flame Swordsman (Rush Duel),https://yugipedia.com/wiki/Flame_Swordsman_(Rush_Duel),,2022-04-23 01:17:10,
Flapun,Monster Card,,,EARTH,Effect Monster,Beast,"('Effect',)",200,False,False,700,,1,Flapun,https://yugipedia.com/wiki/Flapun,,2023-02-15 13:27:36,
Flare Sorcerer,Monster Card,,,FIRE,Normal Monster,Spellcaster,,0,False,False,1500,,4,Flare Sorcerer,https://yugipedia.com/wiki/Flare_Sorcerer,,2023-01-19 21:15:53,
Flutomahawk the Music Princess,Monster Card,,"('Music Princess',)",WIND,Normal Monster,Warrior,,0,False,False,1500,,4,Flutomahawk the Music Princess,https://yugipedia.com/wiki/Flutomahawk_the_Music_Princess,,2022-10-20 07:24:08,
Flying Kamakiri #2,Monster Card,,,WIND,Normal Monster,Insect,,800,False,False,1500,,4,Flying Kamakiri 2 (Rush Duel),https://yugipedia.com/wiki/Flying_Kamakiri_2_(Rush_Duel),,2022-09-21 05:44:51,
Folder Blitz the Infinite Dream,Monster Card,,"('Psychic Musician',)",FIRE,Effect Monster,Psychic,"('Effect',)",0,False,False,2300,,7,Folder Blitz the Infinite Dream,https://yugipedia.com/wiki/Folder_Blitz_the_Infinite_Dream,,2022-10-20 07:05:28,
Following World,Spell Card,Field Spell Card,,,,,"('Effect',)",,False,False,,,,Following World,https://yugipedia.com/wiki/Following_World,,2022-12-20 09:03:56,
Followl of the Dark Wisdom,Monster Card,,,LIGHT,Normal Monster,Fiend,,400,False,False,1100,,3,Followl of the Dark Wisdom,https://yugipedia.com/wiki/Followl_of_the_Dark_Wisdom,,2023-01-03 22:13:24,
Followl of the Fornether,Monster Card,,,LIGHT,Effect Monster,Fiend,"('Effect',)",900,False,False,1600,,6,Followl of the Fornether,https://yugipedia.com/wiki/Followl_of_the_Fornether,,2021-12-17 12:13:03,
Force of Thief,Trap Card,Normal Trap Card,"('Shaman Bandit',)",,,,"('Effect',)",,False,False,,,,Force of Thief,https://yugipedia.com/wiki/Force_of_Thief,,2023-02-04 14:17:30,
Forest,Spell Card,Field Spell Card,,,,,"('Effect',)",,False,False,,,,Forest (Rush Duel),https://yugipedia.com/wiki/Forest_(Rush_Duel),,2022-10-20 07:34:15,
Forkhawk,Monster Card,,,WIND,Effect Monster,Machine,"('Effect',)",900,False,False,400,,3,Forkhawk,https://yugipedia.com/wiki/Forkhawk,,2022-12-21 09:23:30,
Fortitude Dragon,Monster Card,,,DARK,Effect Monster,Dragon,"('Effect',)",1100,False,False,900,,4,Fortitude Dragon,https://yugipedia.com/wiki/Fortitude_Dragon,,2022-12-10 20:33:59,
Frenzied Panda,Monster Card,,,EARTH,Normal Monster,Beast,,1000,False,False,1200,,4,Frenzied Panda (Rush Duel),https://yugipedia.com/wiki/Frenzied_Panda_(Rush_Duel),,2022-04-10 15:50:42,
Frenzied Panda Cotta,Monster Card,,,WATER,Normal Monster,Aqua,,0,False,False,1200,,3,Frenzied Panda Cotta,https://yugipedia.com/wiki/Frenzied_Panda_Cotta,,2023-01-19 04:51:04,
Frightening Fan Mail,Spell Card,Normal Spell Card,"('Ghost Story',)",,,,"('Effect',)",,False,False,,,,Frightening Fan Mail,https://yugipedia.com/wiki/Frightening_Fan_Mail,,2022-10-20 06:58:23,
Full Jersey,Trap Card,Normal Trap Card,"('Jersey',)",,,,"('Effect',)",,False,False,,,,Full Jersey,https://yugipedia.com/wiki/Full_Jersey,,2022-10-05 20:20:16,
Full Meteor Impact,Monster Card,,,FIRE,Effect Monster,Rock,"('Effect',)",0,False,False,2500,,7,Full Meteor Impact,https://yugipedia.com/wiki/Full_Meteor_Impact,,2022-09-21 03:36:02,
Full Moon Dragon Umbralancer F,Monster Card,,,DARK,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",1600,False,False,2300,,7,Full Moon Dragon Umbralancer F,https://yugipedia.com/wiki/Full_Moon_Dragon_Umbralancer_F,,2023-01-07 04:44:00,
Fusion,Spell Card,Normal Spell Card,"('Fusion (archetype)',)",,,,"('Effect',)",,False,False,,,,Fusion (Rush Duel),https://yugipedia.com/wiki/Fusion_(Rush_Duel),"('Alternate',)",2023-01-18 16:21:15,
Future Aeromancer,Monster Card,,,WIND,Effect Monster,Psychic,"('Effect',)",1300,False,False,500,,3,Future Aeromancer,https://yugipedia.com/wiki/Future_Aeromancer,,2022-11-26 13:42:02,
Future Diviner,Monster Card,,,WATER,Effect Monster,Psychic,"('Effect',)",1300,False,False,500,,4,Future Diviner,https://yugipedia.com/wiki/Future_Diviner,,2022-09-21 05:30:23,
Future Mining,Spell Card,Normal Spell Card,"('Signature move',)",,,,"('Effect',)",,False,False,,,,Future Mining,https://yugipedia.com/wiki/Future_Mining,,2022-09-21 05:41:35,
Gadget Soldier,Monster Card,,,FIRE,Normal Monster,Machine,,2000,False,False,1800,,6,Gadget Soldier (Rush Duel),https://yugipedia.com/wiki/Gadget_Soldier_(Rush_Duel),,2022-09-20 11:22:47,
Gagaga Outfielder,Monster Card,,"('Baseball',)",FIRE,Normal Monster,Warrior,,400,False,False,1200,,4,Gagaga Outfielder,https://yugipedia.com/wiki/Gagaga_Outfielder,,2022-12-10 20:56:15,
Gagagaguts,Trap Card,Normal Trap Card,"('Baseball',)",,,,"('Effect',)",,False,False,,,,Gagagaguts,https://yugipedia.com/wiki/Gagagaguts,,2023-01-16 01:54:33,
Gaia The Fierce Knight,Monster Card,,,EARTH,Normal Monster,Warrior,,2100,False,False,2300,,7,Gaia The Fierce Knight (Rush Duel),https://yugipedia.com/wiki/Gaia_The_Fierce_Knight_(Rush_Duel),,2022-09-26 12:56:02,
Gaia the Dragon Champion,Monster Card,,,WIND,Fusion Monster,Dragon,,2100,False,False,2600,,7,Gaia the Dragon Champion (Rush Duel),https://yugipedia.com/wiki/Gaia_the_Dragon_Champion_(Rush_Duel),,2022-10-05 20:17:36,
Gajumaru the Shadow Flower Lion,Monster Card,,"('Shadow Flower',)",EARTH,Effect Monster,Plant,"('Effect',)",1500,False,False,2400,,7,Gajumaru the Shadow Flower Lion,https://yugipedia.com/wiki/Gajumaru_the_Shadow_Flower_Lion,,2022-09-21 05:43:11,
