Name,Card type,Property,Archseries,Attribute,Primary type,Monster type,Effect type,Level/Rank,DEF,Legend,Maximum mode,ATK,MAXIMUM ATK,Page name,Page URL,Artwork,Modification date
Demolition Dragon Blasthamut,Monster Card,,"('Demolition',)",FIRE,Effect Monster,Wyrm,,8,2000,False,False,2500,,Demolition Dragon Blasthamut,https://yugipedia.com/wiki/Demolition_Dragon_Blasthamut,,2022-10-29 23:36:23
Demolition Frontier Defense Tower,Spell Card,Field Spell Card,"('Demolition',)",,,,,,,False,False,,,Demolition Frontier Defense Tower,https://yugipedia.com/wiki/Demolition_Frontier_Defense_Tower,,2022-10-23 03:24:13
Demolition Soldier High Kanko,Monster Card,,"('Demolition',)",FIRE,Normal Monster,Wyrm,,4,1500,False,False,1200,,Demolition Soldier High Kanko,https://yugipedia.com/wiki/Demolition_Soldier_High_Kanko,,2022-10-29 23:36:12
Demolition Soldier Sakan Yasan,Monster Card,,"('Demolition',)",FIRE,Normal Monster,Wyrm,,4,800,False,False,1300,,Demolition Soldier Sakan Yasan,https://yugipedia.com/wiki/Demolition_Soldier_Sakan_Yasan,,2022-10-23 16:04:37
Demolition Soldier Toby Shock,Monster Card,,"('Demolition',)",FIRE,Normal Monster,Wyrm,,4,0,False,False,1500,,Demolition Soldier Toby Shock,https://yugipedia.com/wiki/Demolition_Soldier_Toby_Shock,,2022-10-23 03:23:59
Demolition Sword Constructedea,Spell Card,Equip Spell Card,"('Demolition',)",,,,,,,False,False,,,Demolition Sword Constructedea,https://yugipedia.com/wiki/Demolition_Sword_Constructedea,,2022-10-15 03:22:11
Descendant of Titans,Monster Card,,,LIGHT,Normal Monster,Fiend,,1,0,False,False,1000,,Descendant of Titans,https://yugipedia.com/wiki/Descendant_of_Titans,,2022-09-21 05:22:43
Descent of the Sweeping Spirit,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Descent of the Sweeping Spirit,https://yugipedia.com/wiki/Descent_of_the_Sweeping_Spirit,,2023-02-04 14:18:23
Destiny Introduction,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Destiny Introduction,https://yugipedia.com/wiki/Destiny_Introduction,,2023-01-24 20:40:29
Destroyer of Dragon Sorcerers,Monster Card,,,DARK,Effect Monster,Spellcaster,"('Effect',)",7,1500,False,False,2400,,Destroyer of Dragon Sorcerers,https://yugipedia.com/wiki/Destroyer_of_Dragon_Sorcerers,,2022-11-26 13:35:34
The Destructor's Force,Spell Card,Normal Spell Card,,,,,,,,False,False,,,The Destructor's Force,https://yugipedia.com/wiki/The_Destructor%27s_Force,,2023-01-25 12:30:46
Destructurtle Meteor,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Destructurtle Meteor,https://yugipedia.com/wiki/Destructurtle_Meteor,,2022-11-02 17:21:59
Devilcaris Trident,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Devilcaris Trident,https://yugipedia.com/wiki/Devilcaris_Trident,,2023-01-31 17:23:44
Diabearical Lilith,Monster Card,,"('Psychic Musician',)",DARK,Fusion Monster,Psychic,"('Effect',)",4,1500,False,False,2000,,Diabearical Lilith,https://yugipedia.com/wiki/Diabearical_Lilith,,2022-11-17 12:09:08
Diabolic King Beetle,Monster Card,,,DARK,Effect Monster,Insect,"('Effect',)",6,200,False,False,1700,,Diabolic King Beetle,https://yugipedia.com/wiki/Diabolic_King_Beetle,,2022-09-18 19:46:19
Dian Keto the Boogie Master,Monster Card,,"('Bubble Era',)",LIGHT,Effect Monster,Aqua,"('Effect',)",8,1000,False,False,2500,,Dian Keto the Boogie Master,https://yugipedia.com/wiki/Dian_Keto_the_Boogie_Master,,2022-10-20 07:02:27
Dian Keto the Cleaning Maiden,Monster Card,,"('Bubble Actress',)",EARTH,Effect Monster,Aqua,,8,1000,False,False,2500,,Dian Keto the Cleaning Maiden,https://yugipedia.com/wiki/Dian_Keto_the_Cleaning_Maiden,,2022-11-13 17:24:45
Dian Keto the Cooking Master,Monster Card,,,FIRE,Effect Monster,Aqua,"('Effect',)",8,1000,False,False,2500,,Dian Keto the Cooking Master,https://yugipedia.com/wiki/Dian_Keto_the_Cooking_Master,,2023-01-17 13:20:57
Dian Keto the Cure Maiden,Monster Card,,"('Bubble Actress',)",WATER,Effect Monster,Aqua,"('Effect',)",8,1000,False,False,2500,,Dian Keto the Cure Maiden,https://yugipedia.com/wiki/Dian_Keto_the_Cure_Maiden,,2022-11-17 12:10:35
Dian Keto the Cure Master,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Dian Keto the Cure Master (Rush Duel),https://yugipedia.com/wiki/Dian_Keto_the_Cure_Master_(Rush_Duel),,2022-10-20 07:00:31
Dian Keto the Gourmet Maiden,Monster Card,,"('Bubble Actress',)",FIRE,Effect Monster,Aqua,,8,1000,False,False,2500,,Dian Keto the Gourmet Maiden,https://yugipedia.com/wiki/Dian_Keto_the_Gourmet_Maiden,,2023-01-08 02:40:06
Dian Keto the Security Master,Monster Card,,,DARK,Effect Monster,Aqua,"('Effect',)",8,1000,False,False,2500,,Dian Keto the Security Master,https://yugipedia.com/wiki/Dian_Keto_the_Security_Master,"('Alternate', 'Edited')",2022-10-20 07:02:43
Diffusion Solitary-Motion,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Diffusion Solitary-Motion,https://yugipedia.com/wiki/Diffusion_Solitary-Motion,,2022-02-28 11:01:21
Digger Skipper,Monster Card,,,EARTH,Normal Monster,Machine,,1,1400,False,False,0,,Digger Skipper,https://yugipedia.com/wiki/Digger_Skipper,,2023-01-29 19:40:53
Digisoon the Music Fiend,Monster Card,,"('Music Princess',)",WIND,Effect Monster,Warrior,"('Effect',)",8,2000,False,False,2400,,Digisoon the Music Fiend,https://yugipedia.com/wiki/Digisoon_the_Music_Fiend,,2022-10-20 07:21:23
Digrace the Skysavior Radiance,Monster Card,,"('Celestial Warrior', 'Skysavior')",LIGHT,Fusion Monster,Celestial Warrior,"('Multi-Choice Effect',)",9,1700,False,False,2700,,Digrace the Skysavior Radiance,https://yugipedia.com/wiki/Digrace_the_Skysavior_Radiance,,2023-01-21 14:30:30
Dimension Others,Monster Card,,,DARK,Normal Monster,Galaxy (Type),,4,0,False,False,1500,,Dimension Others,https://yugipedia.com/wiki/Dimension_Others,,2022-12-21 09:53:19
Dinomic Pressure,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Dinomic Pressure,https://yugipedia.com/wiki/Dinomic_Pressure,,2022-10-30 07:49:34
Dinosaur Crush,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Dinosaur Crush,https://yugipedia.com/wiki/Dinosaur_Crush,,2023-01-05 22:40:54
Direct Dive Dragon,Monster Card,,,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",6,0,False,False,1700,,Direct Dive Dragon,https://yugipedia.com/wiki/Direct_Dive_Dragon,,2022-05-03 17:52:23
Disaster Mining,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Disaster Mining,https://yugipedia.com/wiki/Disaster_Mining,,2022-10-30 08:05:35
Disaster of the Abandoned Star,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Disaster of the Abandoned Star,https://yugipedia.com/wiki/Disaster_of_the_Abandoned_Star,,2022-08-06 16:39:33
Distortion Chord Break,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Distortion Chord Break,https://yugipedia.com/wiki/Distortion_Chord_Break,,2022-02-15 08:07:25
Doctor Red Robe,Monster Card,,"('Chemistry',)",FIRE,Normal Monster,Pyro,,4,0,False,False,1500,,Doctor Red Robe,https://yugipedia.com/wiki/Doctor_Red_Robe,,2022-12-21 09:45:50
Dododo Second,Monster Card,,"('Baseball',)",FIRE,Effect Monster,Warrior,"('Effect',)",4,1400,False,False,0,,Dododo Second,https://yugipedia.com/wiki/Dododo_Second,,2023-01-05 22:53:00
Dogulce Jomont Blanc,Monster Card,,,EARTH,Normal Monster,Pyro,,6,1500,False,False,1900,,Dogulce Jomont Blanc,https://yugipedia.com/wiki/Dogulce_Jomont_Blanc,,2022-12-10 20:39:13
Dogulce Langue De Shakoki,Monster Card,,,EARTH,Effect Monster,Pyro,"('Effect',)",5,0,False,False,1700,,Dogulce Langue De Shakoki,https://yugipedia.com/wiki/Dogulce_Langue_De_Shakoki,,2022-12-21 09:45:01
Dogulce Langue de Chakoki,Monster Card,,,EARTH,Effect Monster,Pyro,"('Effect',)",5,0,False,False,1700,,Dogulce Langue de Chakoki,https://yugipedia.com/wiki/Dogulce_Langue_de_Chakoki,,2022-09-21 05:39:16
Doki Doki Hexenhaus,Monster Card,,,EARTH,Effect Monster,Pyro,"('Effect',)",7,2100,False,False,2300,,Doki Doki Hexenhaus,https://yugipedia.com/wiki/Doki_Doki_Hexenhaus,,2022-12-21 09:44:30
Doll of Dread,Monster Card,,"('Ghost Story',)",DARK,Normal Monster,Zombie,,1,200,False,False,0,,Doll of Dread,https://yugipedia.com/wiki/Doll_of_Dread,,2022-12-23 09:02:36
Dolphin Counterattack,Trap Card,Normal Trap Card,"('Dolphin',)",,,,"('Effect',)",,,False,False,,,Dolphin Counterattack,https://yugipedia.com/wiki/Dolphin_Counterattack,,2022-12-20 10:45:17
Dolphin King Iruqua,Monster Card,,"('Dolphin',)",WATER,Normal Monster,Sea Serpent,,6,500,False,False,2000,,Dolphin King Iruqua,https://yugipedia.com/wiki/Dolphin_King_Iruqua,,2022-12-10 20:55:54
Dolphin's Treasure Chest,Spell Card,Normal Spell Card,"('Dolphin',)",,,,"('Effect',)",,,False,False,,,Dolphin's Treasure Chest,https://yugipedia.com/wiki/Dolphin%27s_Treasure_Chest,,2022-11-17 12:07:35
Donpen & Donko,Monster Card,,,WATER,Normal Monster,Aqua,,2,800,False,False,900,,Donpen & Donko,https://yugipedia.com/wiki/Donpen_%26_Donko,,2022-10-26 06:31:29
Doomblaze Despair,Trap Card,Normal Trap Card,"('Blaze Fiend',)",,,,"('Effect',)",,,False,True,,,Doomblaze Despair,https://yugipedia.com/wiki/Doomblaze_Despair,,2022-11-26 12:36:38
Doomblaze Fiend Overlord Despairacion,Monster Card,,"('Blaze Fiend',)",FIRE,Maximum Monster,Fiend,"('Effect', 'Summoning condition')",10,0,False,True,2500,4000,Doomblaze Fiend Overlord Despairacion,https://yugipedia.com/wiki/Doomblaze_Fiend_Overlord_Despairacion,,2022-11-26 12:28:07
Doomblaze Fiend Overlord Despairacion [L],Monster Card,,"('Blaze Fiend',)",FIRE,Maximum Monster,Fiend,"('Continuous Effect',)",10,0,False,True,2300,,Doomblaze Fiend Overlord Despairacion (L),https://yugipedia.com/wiki/Doomblaze_Fiend_Overlord_Despairacion_(L),,2022-11-26 12:27:26
Doomblaze Fiend Overlord Despairacion [R],Monster Card,,"('Blaze Fiend',)",FIRE,Maximum Monster,Fiend,"('Continuous Effect',)",10,0,False,True,2200,,Doomblaze Fiend Overlord Despairacion (R),https://yugipedia.com/wiki/Doomblaze_Fiend_Overlord_Despairacion_(R),,2022-11-26 12:28:43
Doomsayer Samurai Nosferadeimos,Monster Card,,,DARK,Effect Monster,Fiend,,6,0,False,False,0,,Doomsayer Samurai Nosferadeimos,https://yugipedia.com/wiki/Doomsayer_Samurai_Nosferadeimos,,2022-08-06 16:39:06
Doriado,Monster Card,,,EARTH,Normal Monster,Spellcaster,,4,1400,False,False,1200,,Doriado (Rush Duel),https://yugipedia.com/wiki/Doriado_(Rush_Duel),,2022-09-21 04:59:35
Dosodon,Monster Card,,,FIRE,Effect Monster,Dinosaur,"('Effect',)",4,0,False,False,1100,,Dosodon,https://yugipedia.com/wiki/Dosodon,,2022-09-21 05:34:18
Double Block,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Double Block,https://yugipedia.com/wiki/Double_Block,,2023-01-10 18:58:24
Double Ray Dragons,Monster Card,,,WATER,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",9,1700,False,False,2800,,Double Ray Dragons,https://yugipedia.com/wiki/Double_Ray_Dragons,,2023-01-21 14:23:07
Double Twin Dragon,Monster Card,,,LIGHT,Effect Monster,Dragon,"('Effect',)",4,600,False,False,1200,,Double Twin Dragon,https://yugipedia.com/wiki/Double_Twin_Dragon,,2022-11-28 17:41:24
Double-Doom Dragon,Monster Card,,,DARK,Effect Monster,Dragon,"('Effect',)",2,200,False,False,200,,Double-Doom Dragon,https://yugipedia.com/wiki/Double-Doom_Dragon,,2023-01-21 13:59:19
Douma the Talismanic Supreme Sage,Monster Card,,"('Talismanic',)",LIGHT,Fusion Monster,Warrior,"('Effect',)",8,1600,False,False,2500,,Douma the Talismanic Supreme Sage,https://yugipedia.com/wiki/Douma_the_Talismanic_Supreme_Sage,,2022-12-26 02:42:47
Doushin Kaika the Shadow Flower Full Moon,Monster Card,,"('Shadow Flower',)",EARTH,Fusion Monster,Plant,"('Effect',)",8,2200,False,False,2500,,Doushin Kaika the Shadow Flower Full Moon,https://yugipedia.com/wiki/Doushin_Kaika_the_Shadow_Flower_Full_Moon,,2023-02-04 14:22:07
Download Dragon,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Download Dragon,https://yugipedia.com/wiki/Download_Dragon,,2022-10-23 13:20:13
Draco the Tiny,Monster Card,,,WIND,Normal Monster,Dragon,,1,1400,False,False,0,,Draco the Tiny,https://yugipedia.com/wiki/Draco_the_Tiny,,2021-12-04 14:58:46
Drag-on-Drop,Spell Card,Normal Spell Card,"('High Tech Dragon',)",,,,,,,False,False,,,Drag-on-Drop,https://yugipedia.com/wiki/Drag-on-Drop,,2022-08-28 10:28:46
The Dragias,Monster Card,,"('The',)",LIGHT,Normal Monster,Dragon,,7,1500,False,False,2500,,The Dragias,https://yugipedia.com/wiki/The_Dragias,,2023-01-21 13:52:59
The Dragiastar,Monster Card,,"('The',)",LIGHT,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",9,2500,False,False,3300,,The Dragiastar,https://yugipedia.com/wiki/The_Dragiastar,,2023-01-21 14:24:40
Drago Tracking,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Drago Tracking,https://yugipedia.com/wiki/Drago_Tracking,,2022-10-23 13:18:59
The Dragon,Monster Card,,"('The',)",LIGHT,Normal Monster,Dragon,,1,0,False,False,0,,The Dragon,https://yugipedia.com/wiki/The_Dragon,,2023-01-11 01:09:38
Dragon Bat,Monster Card,,,DARK,Normal Monster,Dragon,,3,400,False,False,1000,,Dragon Bat,https://yugipedia.com/wiki/Dragon_Bat,,2023-01-07 04:44:49
Dragon Bird,Monster Card,,,WIND,Normal Monster,Dragon,,3,1000,False,False,800,,Dragon Bird,https://yugipedia.com/wiki/Dragon_Bird,,2023-02-05 21:57:23
Dragon Break,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Dragon Break,https://yugipedia.com/wiki/Dragon_Break,,2023-01-22 21:41:16
Dragon Double-Doom,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Dragon Double-Doom,https://yugipedia.com/wiki/Dragon_Double-Doom,,2023-01-21 14:50:21
Dragon Encounter,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Dragon Encounter,https://yugipedia.com/wiki/Dragon_Encounter,,2022-12-21 09:40:35
Dragon Enduro,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Dragon Enduro,https://yugipedia.com/wiki/Dragon_Enduro,,2023-02-03 02:21:43
Dragon Knight of Darkness,Monster Card,,,DARK,Normal Monster,Dragon,,5,1100,False,False,1600,,Dragon Knight of Darkness,https://yugipedia.com/wiki/Dragon_Knight_of_Darkness,,2023-01-07 04:44:44
Dragon Merchant,Monster Card,,,LIGHT,Effect Monster,Dragon,"('Effect',)",4,500,False,False,1000,,Dragon Merchant,https://yugipedia.com/wiki/Dragon_Merchant,,2022-09-21 04:37:06
Dragon Roll the Sushi Fairy,Monster Card,,"('Sushi Fairy',)",WIND,Effect Monster,Fairy,"('Effect',)",6,500,False,False,1500,,Dragon Roll the Sushi Fairy,https://yugipedia.com/wiki/Dragon_Roll_the_Sushi_Fairy,,2022-10-30 07:47:05
Dragon Spirit Army,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Dragon Spirit Army,https://yugipedia.com/wiki/Dragon_Spirit_Army,,2022-04-18 02:21:32
Dragon Tribe Fusion,Spell Card,Normal Spell Card,"('Fusion (archetype)',)",,,,"('Effect',)",,,False,False,,,Dragon Tribe Fusion,https://yugipedia.com/wiki/Dragon_Tribe_Fusion,,2023-01-18 16:21:25
Dragon's Fortitude,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Dragon's Fortitude,https://yugipedia.com/wiki/Dragon%27s_Fortitude,,2022-09-21 05:40:23
Dragon's Hail,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Dragon's Hail,https://yugipedia.com/wiki/Dragon%27s_Hail,,2022-11-02 10:36:16
Dragon's Inferno,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Dragon's Inferno,https://yugipedia.com/wiki/Dragon%27s_Inferno,,2022-12-21 09:39:49
Dragon's Peak,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Dragon's Peak,https://yugipedia.com/wiki/Dragon%27s_Peak,,2023-01-16 21:34:16
Dragon's Return,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Dragon's Return,https://yugipedia.com/wiki/Dragon%27s_Return,,2022-12-21 09:40:07
Dragon's Sage,Monster Card,,,WATER,Normal Monster,Dragon,,3,100,False,False,1100,,Dragon's Sage,https://yugipedia.com/wiki/Dragon%27s_Sage,,2022-04-20 16:51:00
Dragonic Advanced Return,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Dragonic Advanced Return,https://yugipedia.com/wiki/Dragonic_Advanced_Return,,2022-08-14 05:50:59
Dragonic Catapult,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Dragonic Catapult,https://yugipedia.com/wiki/Dragonic_Catapult,,2022-04-18 01:08:40
Dragonic Disorder,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Dragonic Disorder,https://yugipedia.com/wiki/Dragonic_Disorder,,2022-02-09 03:14:06
Dragonic Force,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Dragonic Force,https://yugipedia.com/wiki/Dragonic_Force,,2022-10-04 11:33:43
Dragonic Gacharge,Spell Card,Normal Spell Card,"('High Tech Dragon',)",,,,,,,False,False,,,Dragonic Gacharge,https://yugipedia.com/wiki/Dragonic_Gacharge,,2023-01-22 01:22:11
Dragonic Geas,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Dragonic Geas,https://yugipedia.com/wiki/Dragonic_Geas,,2022-02-17 18:06:04
Dragonic Play,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Dragonic Play,https://yugipedia.com/wiki/Dragonic_Play,,2022-08-10 00:20:26
Dragonic Pressure,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Dragonic Pressure,https://yugipedia.com/wiki/Dragonic_Pressure,,2022-12-21 09:40:01
Dragonic Slayer,Monster Card,,,EARTH,Effect Monster,Dragon,"('Effect',)",7,0,False,False,2300,,Dragonic Slayer,https://yugipedia.com/wiki/Dragonic_Slayer,,2022-09-21 03:06:40
Dragonic Stitch,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Dragonic Stitch,https://yugipedia.com/wiki/Dragonic_Stitch,,2023-02-02 20:39:55
Dragonlion Pit Trap,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Dragonlion Pit Trap,https://yugipedia.com/wiki/Dragonlion_Pit_Trap,,2022-11-28 18:46:46
Dragorite,Monster Card,,,EARTH,Normal Monster,Dragon,,4,0,False,False,1500,,Dragorite,https://yugipedia.com/wiki/Dragorite,,2022-12-21 09:38:01
Dragosite,Monster Card,,"('High Tech Dragon',)",LIGHT,Normal Monster,Dragon,,2,1500,False,False,0,,Dragosite,https://yugipedia.com/wiki/Dragosite,,2022-12-21 09:39:17
Draining of the Masked Noodle Broth,Spell Card,Normal Spell Card,"('Noodle Mask',)",,,,,,,False,False,,,Draining of the Masked Noodle Broth,https://yugipedia.com/wiki/Draining_of_the_Masked_Noodle_Broth,,2022-09-08 15:47:58
Dramoth Caterpillar,Monster Card,,,EARTH,Effect Monster,Insect,"('Effect',)",3,0,False,False,1000,,Dramoth Caterpillar,https://yugipedia.com/wiki/Dramoth_Caterpillar,,2022-09-21 05:30:34
Dream Drummer,Monster Card,,"('Band Group',)",DARK,Effect Monster,Psychic,"('Effect',)",2,0,False,False,500,,Dream Drummer,https://yugipedia.com/wiki/Dream_Drummer,,2023-01-06 14:32:22
Dream Ladybug Rainbow,Monster Card,,,LIGHT,Normal Monster,Insect,,2,700,False,False,700,,Dream Ladybug Rainbow,https://yugipedia.com/wiki/Dream_Ladybug_Rainbow,,2023-01-05 22:57:23
Drillbird,Monster Card,,,EARTH,Normal Monster,???,,1,???,False,False,100,,Drillbird,https://yugipedia.com/wiki/Drillbird,,2022-04-24 00:33:51
Drilling Mandrill,Monster Card,,,EARTH,Effect Monster,Machine,"('Effect',)",7,2000,False,False,1700,,Drilling Mandrill,https://yugipedia.com/wiki/Drilling_Mandrill,,2022-09-21 05:36:51
Drilling Tractiger,Monster Card,,,EARTH,Effect Monster,Machine,"('Effect',)",7,1000,False,False,2500,,Drilling Tractiger,https://yugipedia.com/wiki/Drilling_Tractiger,,2022-09-03 17:27:21
Driving Snow,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Driving Snow (Rush Duel),https://yugipedia.com/wiki/Driving_Snow_(Rush_Duel),,2022-09-21 03:48:37
Drukmoor the Skysavior Phantom,Monster Card,,"('Skysavior',)",DARK,Fusion Monster,Celestial Warrior,"('Continuous Effect',)",9,2500,False,False,2900,,Drukmoor the Skysavior Phantom,https://yugipedia.com/wiki/Drukmoor_the_Skysavior_Phantom,,2023-01-21 14:31:27
Dual Coretls,Monster Card,,"('High Tech Dragon',)",LIGHT,Effect Monster,Dragon,"('Effect',)",5,0,False,False,1700,,Dual Coretls,https://yugipedia.com/wiki/Dual_Coretls,,2022-12-21 09:37:22
Dull Manga,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Dull Manga,https://yugipedia.com/wiki/Dull_Manga,,2023-01-29 22:03:20
Dunkes the Skysavior Knight,Monster Card,,"('Skysavior',)",WATER,Effect Monster,Warrior,"('Effect',)",4,700,False,False,1300,,Dunkes the Skysavior Knight,https://yugipedia.com/wiki/Dunkes_the_Skysavior_Knight,,2023-01-21 14:13:23
Durga the Shadow Flower Stealth Submarine,Monster Card,,"('Shadow Flower',)",EARTH,Fusion Monster,Plant,"('Effect',)",9,2000,False,False,2800,,Durga the Shadow Flower Stealth Submarine,https://yugipedia.com/wiki/Durga_the_Shadow_Flower_Stealth_Submarine,,2022-10-31 18:42:16
Dynakit Baribaryonyx,Monster Card,,"('Dynakit',)",EARTH,Normal Monster,Dinosaur,,4,400,False,False,1400,,Dynakit Baribaryonyx,https://yugipedia.com/wiki/Dynakit_Baribaryonyx,,2022-11-13 17:51:31
Dynakit Full Scratchyranno,Monster Card,,"('Dynakit',)",EARTH,Effect Monster,Dinosaur,,7,700,False,False,2500,,Dynakit Full Scratchyranno,https://yugipedia.com/wiki/Dynakit_Full_Scratchyranno,,2022-11-13 17:43:58
Dynakit Pterunner,Monster Card,,"('Dynakit',)",WIND,Normal Monster,Dinosaur,,3,300,False,False,1300,,Dynakit Pterunner,https://yugipedia.com/wiki/Dynakit_Pterunner,,2022-11-13 17:44:55
Dynakit Spinosafullrus,Monster Card,,"('Dynakit',)",WATER,Normal Monster,Dinosaur,,4,400,False,False,1500,,Dynakit Spinosafullrus,https://yugipedia.com/wiki/Dynakit_Spinosafullrus,,2022-11-13 17:45:49
Dynamic Dino Dynamix,Monster Card,,"('Nouveau Riche Dinosaur',)",EARTH,Maximum Monster,Dinosaur,"('Effect', 'Summoning condition')",10,0,False,True,1900,3400,Dynamic Dino Dynamix,https://yugipedia.com/wiki/Dynamic_Dino_Dynamix,,2022-12-13 15:28:35
