Name,Password,Archseries,Effect type,TCG status,Page name,Page URL,Artwork,Modification date,Errata,Version
Blue-Eyes Tyrant Dragon,11443677,"('Blue-Eyes',)","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Blue-Eyes Tyrant Dragon,https://yugipedia.com/wiki/Blue-Eyes_Tyrant_Dragon,,2023-06-17 17:58:49,,New
Blue-Eyes Ultimate Dragon,23995346,,,Unlimited,Blue-Eyes Ultimate Dragon,https://yugipedia.com/wiki/Blue-Eyes_Ultimate_Dragon,"('Alternate',)",2023-05-14 22:24:35,"('Type',)",Old
Blue-Eyes Ultimate Dragon,23995346,"('-Eyes Dragon', 'Blue-Eyes')",,Unlimited,Blue-Eyes Ultimate Dragon,https://yugipedia.com/wiki/Blue-Eyes_Ultimate_Dragon,"('Alternate',)",2023-06-16 19:49:09,"('Type',)",New
Blue-Eyes White Dragon,89631139,,,Unlimited,Blue-Eyes White Dragon,https://yugipedia.com/wiki/Blue-Eyes_White_Dragon,"('Alternate',)",2023-06-05 10:55:56,"('Name', 'Type')",Old
Blue-Eyes White Dragon,89631139,"('-Eyes Dragon', 'Blue-Eyes')",,Unlimited,Blue-Eyes White Dragon,https://yugipedia.com/wiki/Blue-Eyes_White_Dragon,"('Alternate',)",2023-06-05 10:55:56,"('Name', 'Type')",New
Bonding - D2O,79402185,,"('Condition', 'Cost', 'Effect', 'Trigger Effect')",Unlimited,Bonding - D2O,https://yugipedia.com/wiki/Bonding_-_D2O,,2023-03-18 05:59:38,,Old
Bonding - D2O,79402185,"('Bonding',)","('Condition', 'Cost', 'Effect', 'Trigger Effect')",Unlimited,Bonding - D2O,https://yugipedia.com/wiki/Bonding_-_D2O,,2023-03-18 05:59:38,,New
Bone Archfiend,,,"('Condition', 'Ignition Effect')",,Bone Archfiend,https://yugipedia.com/wiki/Bone_Archfiend,,2023-04-23 11:35:44,,Old
Bone Archfiend,,"('Archfiend',)","('Condition', 'Ignition Effect')",,Bone Archfiend,https://yugipedia.com/wiki/Bone_Archfiend,,2023-04-23 11:35:44,,New
Book of Moon,14087893,,"('Effect',)",Unlimited,Book of Moon,https://yugipedia.com/wiki/Book_of_Moon,"('Edited',)",2023-05-10 10:36:37,"('Type',)",Old
Book of Moon,14087893,"('Book of',)","('Effect',)",Unlimited,Book of Moon,https://yugipedia.com/wiki/Book_of_Moon,"('Edited',)",2023-05-10 10:36:37,"('Type',)",New
Boost Warrior,80457744,,"('Continuous Effect', 'Unclassified effect')",Unlimited,Boost Warrior,https://yugipedia.com/wiki/Boost_Warrior,,2023-04-01 01:50:31,"('Any',)",Old
Boost Warrior,80457744,"('Warrior (archetype)',)","('Continuous Effect', 'Unclassified effect')",Unlimited,Boost Warrior,https://yugipedia.com/wiki/Boost_Warrior,,2023-04-01 01:50:31,"('Any',)",New
Boot-Up Corporal - Command Dynamo,00938717,,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Boot-Up Corporal - Command Dynamo,https://yugipedia.com/wiki/Boot-Up_Corporal_-_Command_Dynamo,,2023-03-18 06:07:00,,Old
Boot-Up Corporal - Command Dynamo,00938717,"('Boot-Up',)","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Boot-Up Corporal - Command Dynamo,https://yugipedia.com/wiki/Boot-Up_Corporal_-_Command_Dynamo,,2023-03-18 06:07:00,,New
Boot-Up Soldier - Dread Dynamo,13316346,,"('Continuous Effect',)",Unlimited,Boot-Up Soldier - Dread Dynamo,https://yugipedia.com/wiki/Boot-Up_Soldier_-_Dread_Dynamo,,2023-03-18 06:07:43,"('Any',)",Old
Boot-Up Soldier - Dread Dynamo,13316346,"('Boot-Up',)","('Continuous Effect',)",Unlimited,Boot-Up Soldier - Dread Dynamo,https://yugipedia.com/wiki/Boot-Up_Soldier_-_Dread_Dynamo,,2023-03-18 06:07:43,"('Any',)",New
Borrel Cooling,62753201,,"('Continuous-like Effect', 'Cost', 'Effect', 'Quick Effect')",Unlimited,Borrel Cooling,https://yugipedia.com/wiki/Borrel_Cooling,,2023-03-18 06:08:35,,Old
Borrel Cooling,62753201,"('Borrel',)","('Continuous-like Effect', 'Cost', 'Effect', 'Quick Effect')",Unlimited,Borrel Cooling,https://yugipedia.com/wiki/Borrel_Cooling,,2023-03-18 06:08:35,,New
Borrel Regenerator,06556178,,"('Condition', 'Effect', 'Trigger Effect')",Unlimited,Borrel Regenerator,https://yugipedia.com/wiki/Borrel_Regenerator,"('Edited',)",2023-03-18 06:08:56,,Old
Borrel Regenerator,06556178,"('Borrel',)","('Condition', 'Effect', 'Trigger Effect')",Unlimited,Borrel Regenerator,https://yugipedia.com/wiki/Borrel_Regenerator,"('Edited',)",2023-03-18 06:08:56,,New
Borrel Supplier,30131474,,"('Condition', 'Trigger Effect')",Unlimited,Borrel Supplier,https://yugipedia.com/wiki/Borrel_Supplier,,2019-11-27 22:54:06,,Old
Borrel Supplier,30131474,"('Borrel',)","('Condition', 'Trigger Effect')",Unlimited,Borrel Supplier,https://yugipedia.com/wiki/Borrel_Supplier,,2019-11-27 22:54:06,,New
Borrelend Dragon,98630720,,"('Condition', 'Continuous Effect', 'Quick Effect')",Unlimited,Borrelend Dragon,https://yugipedia.com/wiki/Borrelend_Dragon,,2023-03-18 06:09:35,,Old
Borrelend Dragon,98630720,"('Borrel',)","('Condition', 'Continuous Effect', 'Quick Effect')",Unlimited,Borrelend Dragon,https://yugipedia.com/wiki/Borrelend_Dragon,,2023-03-18 06:09:35,,New
Borrelguard Dragon,68987122,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')",Unlimited,Borrelguard Dragon,https://yugipedia.com/wiki/Borrelguard_Dragon,"('Edited',)",2023-03-18 06:09:51,,Old
Borrelguard Dragon,68987122,"('Borrel',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')",Unlimited,Borrelguard Dragon,https://yugipedia.com/wiki/Borrelguard_Dragon,"('Edited',)",2023-03-18 06:09:51,,New
Borreload Dragon,31833038,,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Borreload Dragon,https://yugipedia.com/wiki/Borreload_Dragon,"('Alternate',)",2023-03-18 06:10:10,,Old
Borreload Dragon,31833038,"('Borrel',)","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Borreload Dragon,https://yugipedia.com/wiki/Borreload_Dragon,"('Alternate',)",2023-03-18 06:10:10,,New
Borreload Savage Dragon,27548199,,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Borreload Savage Dragon,https://yugipedia.com/wiki/Borreload_Savage_Dragon,,2023-05-10 05:17:22,,Old
Borreload Savage Dragon,27548199,"('Borrel',)","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Borreload Savage Dragon,https://yugipedia.com/wiki/Borreload_Savage_Dragon,,2023-05-10 05:17:22,,New
Borrelsword Dragon,85289965,,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Borrelsword Dragon,https://yugipedia.com/wiki/Borrelsword_Dragon,"('Alternate', 'Edited')",2023-03-18 06:11:24,,Old
Borrelsword Dragon,85289965,"('Borrel',)","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Borrelsword Dragon,https://yugipedia.com/wiki/Borrelsword_Dragon,"('Alternate', 'Edited')",2023-03-18 06:11:24,,New
Bottomless Trap Hole,29401950,,"('Activation condition', 'Effect')",Unlimited,Bottomless Trap Hole,https://yugipedia.com/wiki/Bottomless_Trap_Hole,,2023-05-07 14:15:15,"('Any',)",Old
Bottomless Trap Hole,29401950,"('Trap Hole (archetype)',)","('Activation condition', 'Effect')",Unlimited,Bottomless Trap Hole,https://yugipedia.com/wiki/Bottomless_Trap_Hole,,2023-05-07 14:15:15,"('Any',)",New
Bounzer Guard,48582558,,"('Effect',)",Unlimited,Bounzer Guard,https://yugipedia.com/wiki/Bounzer_Guard,,2023-03-18 06:14:26,,Old
Bounzer Guard,48582558,"('Bounzer',)","('Effect',)",Unlimited,Bounzer Guard,https://yugipedia.com/wiki/Bounzer_Guard,,2023-03-18 06:14:26,,New
Branded Bond,62022479,,"('Condition', 'Effect', 'Trigger Effect')",Unlimited,Branded Bond,https://yugipedia.com/wiki/Branded_Bond,,2023-03-18 06:19:40,,Old
Branded Bond,62022479,"('Branded',)","('Condition', 'Effect', 'Trigger Effect')",Unlimited,Branded Bond,https://yugipedia.com/wiki/Branded_Bond,,2023-03-18 06:19:40,,New
Branded Disciple,34536828,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Branded Disciple,https://yugipedia.com/wiki/Branded_Disciple,,2023-03-18 06:19:56,,Old
Branded Disciple,34536828,"('Branded',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Branded Disciple,https://yugipedia.com/wiki/Branded_Disciple,,2023-03-18 06:19:56,,New
Branded Lost,18973184,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Branded Lost,https://yugipedia.com/wiki/Branded_Lost,,2023-03-18 06:20:52,,Old
Branded Lost,18973184,"('Branded',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Branded Lost,https://yugipedia.com/wiki/Branded_Lost,,2023-03-18 06:20:52,,New
"Bravo, Fighter Fur Hire",66740005,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,"Bravo, Fighter Fur Hire","https://yugipedia.com/wiki/Bravo,_Fighter_Fur_Hire",,2023-03-18 06:44:42,,Old
"Bravo, Fighter Fur Hire",66740005,"('Fur Hire',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,"Bravo, Fighter Fur Hire","https://yugipedia.com/wiki/Bravo,_Fighter_Fur_Hire",,2023-03-18 06:44:42,,New
Break Off Trap Hole,56526564,,"('Activation condition', 'Effect')",Unlimited,Break Off Trap Hole,https://yugipedia.com/wiki/Break_Off_Trap_Hole,,2023-03-16 03:04:06,,Old
Break Off Trap Hole,56526564,"('Trap Hole (archetype)',)","('Activation condition', 'Effect')",Unlimited,Break Off Trap Hole,https://yugipedia.com/wiki/Break_Off_Trap_Hole,,2023-03-16 03:04:06,,New
Breaking of the World,69217334,,"('Ignition-like Effect', 'Trigger Effect')",Unlimited,Breaking of the World,https://yugipedia.com/wiki/Breaking_of_the_World,,2023-03-18 06:45:18,,Old
Breaking of the World,69217334,"('Ruin & Demise',)","('Ignition-like Effect', 'Trigger Effect')",Unlimited,Breaking of the World,https://yugipedia.com/wiki/Breaking_of_the_World,,2023-03-18 06:45:18,,New
Breath of Resurrection,64018647,,"('Condition', 'Effect')",Unlimited,Breath of Resurrection,https://yugipedia.com/wiki/Breath_of_Resurrection,,2023-03-18 06:45:48,,Old
Breath of Resurrection,64018647,"('Adventurer Token (series)',)","('Condition', 'Effect')",Unlimited,Breath of Resurrection,https://yugipedia.com/wiki/Breath_of_Resurrection,,2023-06-18 03:32:08,,New
Bri Synchron,52840598,,"('Unclassified effect',)",Unlimited,Bri Synchron,https://yugipedia.com/wiki/Bri_Synchron,,2023-04-19 12:49:20,"('Type',)",Old
Bri Synchron,52840598,"('Synchro (archetype)', 'Synchron')","('Unclassified effect',)",Unlimited,Bri Synchron,https://yugipedia.com/wiki/Bri_Synchron,,2023-04-19 12:49:20,"('Type',)",New
"Brionac, the Dragon of Icy Malevolence",,,,,"Brionac, the Dragon of Icy Malevolence","https://yugipedia.com/wiki/Brionac,_the_Dragon_of_Icy_Malevolence",,2023-06-16 22:49:24,,New
Broken Bamboo Sword,41587307,,"('Continuous-like Effect',)",Unlimited,Broken Bamboo Sword,https://yugipedia.com/wiki/Broken_Bamboo_Sword,,2023-05-07 15:23:19,,Old
Broken Bamboo Sword,41587307,"('Bamboo Sword',)","('Continuous-like Effect',)",Unlimited,Broken Bamboo Sword,https://yugipedia.com/wiki/Broken_Bamboo_Sword,,2023-05-07 15:23:19,,New
Brotherhood of the Fire Fist - Dragon,43748308,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Dragon,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Dragon,,2023-03-18 06:48:51,"('Any',)",Old
Brotherhood of the Fire Fist - Dragon,43748308,"('Fire Fist',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Dragon,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Dragon,,2023-03-18 06:48:51,"('Any',)",New
Brotherhood of the Fire Fist - Gorilla,70355994,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Gorilla,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Gorilla,,2023-03-18 06:49:30,"('Any',)",Old
Brotherhood of the Fire Fist - Gorilla,70355994,"('Fire Fist',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Gorilla,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Gorilla,,2023-03-18 06:49:30,"('Any',)",New
Brotherhood of the Fire Fist - Horse Prince,74168099,,"('Trigger Effect', 'Unclassified effect')",Unlimited,Brotherhood of the Fire Fist - Horse Prince,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Horse_Prince,,2023-03-18 06:49:48,"('Any',)",Old
Brotherhood of the Fire Fist - Horse Prince,74168099,"('Fire Fist',)","('Trigger Effect', 'Unclassified effect')",Unlimited,Brotherhood of the Fire Fist - Horse Prince,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Horse_Prince,,2023-03-18 06:49:48,"('Any',)",New
Brotherhood of the Fire Fist - Leopard,39699564,,"('Condition', 'Ignition Effect')",Unlimited,Brotherhood of the Fire Fist - Leopard,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Leopard,,2023-03-18 06:50:09,,Old
Brotherhood of the Fire Fist - Leopard,39699564,"('Fire Fist',)","('Condition', 'Ignition Effect')",Unlimited,Brotherhood of the Fire Fist - Leopard,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Leopard,,2023-03-18 06:50:09,,New
Brotherhood of the Fire Fist - Peacock,20265095,,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Peacock,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Peacock,,2023-03-18 06:50:39,,Old
Brotherhood of the Fire Fist - Peacock,20265095,"('Fire Fist',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Peacock,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Peacock,,2023-03-18 06:50:39,,New
Brotherhood of the Fire Fist - Ram,62694833,,"('Condition', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Ram,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Ram,,2023-03-18 06:50:50,,Old
Brotherhood of the Fire Fist - Ram,62694833,"('Fire Fist',)","('Condition', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Ram,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Ram,,2023-03-18 06:50:50,,New
Brotherhood of the Fire Fist - Raven,44860890,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Raven,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Raven,,2023-03-18 06:51:03,"('Any',)",Old
Brotherhood of the Fire Fist - Raven,44860890,"('Fire Fist',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Raven,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Raven,,2023-03-18 06:51:03,"('Any',)",New
Brotherhood of the Fire Fist - Snake,75132317,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Snake,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Snake,,2023-03-18 06:51:39,,Old
Brotherhood of the Fire Fist - Snake,75132317,"('Fire Fist',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Brotherhood of the Fire Fist - Snake,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Snake,,2023-03-18 06:51:39,,New
Brotherhood of the Fire Fist - Wolf,93294869,,"('Trigger Effect',)",Unlimited,Brotherhood of the Fire Fist - Wolf,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Wolf,,2023-03-18 06:52:49,,Old
Brotherhood of the Fire Fist - Wolf,93294869,"('Fire Fist',)","('Trigger Effect',)",Unlimited,Brotherhood of the Fire Fist - Wolf,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Wolf,,2023-03-18 06:52:49,,New
"Broww, Huntsman of Dark World",79126789,,"('Trigger Effect',)",Unlimited,"Broww, Huntsman of Dark World","https://yugipedia.com/wiki/Broww,_Huntsman_of_Dark_World",,2023-03-18 06:53:03,"('Any',)",Old
"Broww, Huntsman of Dark World",79126789,"('Dark World',)","('Trigger Effect',)",Unlimited,"Broww, Huntsman of Dark World","https://yugipedia.com/wiki/Broww,_Huntsman_of_Dark_World",,2023-03-18 06:53:03,"('Any',)",New
"Brron, Mad King of Dark World",06214884,,"('Trigger Effect',)",Unlimited,"Brron, Mad King of Dark World","https://yugipedia.com/wiki/Brron,_Mad_King_of_Dark_World",,2023-03-31 17:11:02,"('Any',)",Old
"Brron, Mad King of Dark World",06214884,"('Dark World',)","('Trigger Effect',)",Unlimited,"Brron, Mad King of Dark World","https://yugipedia.com/wiki/Brron,_Mad_King_of_Dark_World",,2023-03-31 17:11:02,"('Any',)",New
Brushfire Knight,36569343,,"('Condition', 'Trigger Effect')",Unlimited,Brushfire Knight,https://yugipedia.com/wiki/Brushfire_Knight,,2023-03-18 06:53:29,,Old
Brushfire Knight,36569343,"('Attribute Knight',)","('Condition', 'Trigger Effect')",Unlimited,Brushfire Knight,https://yugipedia.com/wiki/Brushfire_Knight,,2023-03-18 06:53:29,,New
Bujin Arasuda,23979249,,"('Trigger Effect', 'Unclassified effect')",Unlimited,Bujin Arasuda,https://yugipedia.com/wiki/Bujin_Arasuda,,2023-03-18 06:57:11,,Old
Bujin Arasuda,23979249,"('Bujin',)","('Trigger Effect', 'Unclassified effect')",Unlimited,Bujin Arasuda,https://yugipedia.com/wiki/Bujin_Arasuda,,2023-03-18 06:57:11,,New
Bujin Hirume,09418365,,"('Summoning condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Bujin Hirume,https://yugipedia.com/wiki/Bujin_Hirume,,2023-03-18 06:57:26,,Old
Bujin Hirume,09418365,"('Bujin',)","('Summoning condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Bujin Hirume,https://yugipedia.com/wiki/Bujin_Hirume,,2023-03-18 06:57:26,,New
Bujin Regalia - The Mirror,35183853,,"('Activation condition', 'Effect')",Unlimited,Bujin Regalia - The Mirror,https://yugipedia.com/wiki/Bujin_Regalia_-_The_Mirror,,2023-03-18 06:58:06,,Old
Bujin Regalia - The Mirror,35183853,"('Bujin',)","('Activation condition', 'Effect')",Unlimited,Bujin Regalia - The Mirror,https://yugipedia.com/wiki/Bujin_Regalia_-_The_Mirror,,2023-03-18 06:58:06,,New
Bujincarnation,73906480,,"('Activation condition', 'Condition', 'Effect')",Unlimited,Bujincarnation,https://yugipedia.com/wiki/Bujincarnation,,2023-03-18 06:58:53,,Old
Bujincarnation,73906480,"('Bujin',)","('Activation condition', 'Condition', 'Effect')",Unlimited,Bujincarnation,https://yugipedia.com/wiki/Bujincarnation,,2023-03-18 06:58:53,,New
Bujincident,11221418,,"('Condition', 'Effect', 'Trigger Effect')",Unlimited,Bujincident,https://yugipedia.com/wiki/Bujincident,,2023-03-18 06:59:03,,Old
Bujincident,11221418,"('Bujin',)","('Condition', 'Effect', 'Trigger Effect')",Unlimited,Bujincident,https://yugipedia.com/wiki/Bujincident,,2023-03-18 06:59:03,,New
Bujingi Fox,23857661,,"('Quick Effect',)",Unlimited,Bujingi Fox,https://yugipedia.com/wiki/Bujingi_Fox,,2023-03-18 07:00:24,,Old
Bujingi Fox,23857661,"('Bujin',)","('Quick Effect',)",Unlimited,Bujingi Fox,https://yugipedia.com/wiki/Bujingi_Fox,,2023-03-18 07:00:24,,New
Bujingi Ibis,16157341,,"('Ignition Effect',)",Unlimited,Bujingi Ibis,https://yugipedia.com/wiki/Bujingi_Ibis,,2023-03-18 07:00:50,,Old
Bujingi Ibis,16157341,"('Bujin',)","('Ignition Effect',)",Unlimited,Bujingi Ibis,https://yugipedia.com/wiki/Bujingi_Ibis,,2023-03-18 07:00:50,,New
Bujingi Ophidian,94096616,,"('Ignition Effect',)",Unlimited,Bujingi Ophidian,https://yugipedia.com/wiki/Bujingi_Ophidian,,2023-03-18 07:01:02,,Old
Bujingi Ophidian,94096616,"('Bujin',)","('Ignition Effect',)",Unlimited,Bujingi Ophidian,https://yugipedia.com/wiki/Bujingi_Ophidian,,2023-03-18 07:01:02,,New
Bujingi Quilin,69723159,,"('Condition', 'Ignition Effect')",Unlimited,Bujingi Quilin,https://yugipedia.com/wiki/Bujingi_Quilin,,2023-03-18 07:01:40,,Old
Bujingi Quilin,69723159,"('Bujin',)","('Condition', 'Ignition Effect')",Unlimited,Bujingi Quilin,https://yugipedia.com/wiki/Bujingi_Quilin,,2023-03-18 07:01:40,,New
Bujingi Swallow,86868952,,"('Condition', 'Ignition Effect')",Unlimited,Bujingi Swallow,https://yugipedia.com/wiki/Bujingi_Swallow,,2023-03-18 07:02:19,,Old
Bujingi Swallow,86868952,"('Bujin',)","('Condition', 'Ignition Effect')",Unlimited,Bujingi Swallow,https://yugipedia.com/wiki/Bujingi_Swallow,,2023-03-18 07:02:19,,New
Bujingi Turtle,05818294,,"('Quick Effect',)",Unlimited,Bujingi Turtle,https://yugipedia.com/wiki/Bujingi_Turtle,,2023-03-18 07:02:35,"('Any',)",Old
Bujingi Turtle,05818294,"('Bujin',)","('Quick Effect',)",Unlimited,Bujingi Turtle,https://yugipedia.com/wiki/Bujingi_Turtle,,2023-03-18 07:02:35,"('Any',)",New
Bujingi Warg,80555062,,"('Continuous Effect',)",Unlimited,Bujingi Warg,https://yugipedia.com/wiki/Bujingi_Warg,,2023-03-18 07:02:47,,Old
Bujingi Warg,80555062,"('Bujin',)","('Continuous Effect',)",Unlimited,Bujingi Warg,https://yugipedia.com/wiki/Bujingi_Warg,,2023-03-18 07:02:47,,New
Bujingi Wolf,32202803,,"('Continuous Effect',)",Unlimited,Bujingi Wolf,https://yugipedia.com/wiki/Bujingi_Wolf,,2023-03-18 07:03:00,,Old
Bujingi Wolf,32202803,"('Bujin',)","('Continuous Effect',)",Unlimited,Bujingi Wolf,https://yugipedia.com/wiki/Bujingi_Wolf,,2023-03-18 07:03:00,,New
Bujinki Ahashima,71095768,,"('Condition', 'Trigger Effect')",Unlimited,Bujinki Ahashima,https://yugipedia.com/wiki/Bujinki_Ahashima,,2023-03-18 07:03:12,,Old
Bujinki Ahashima,71095768,"('Bujin',)","('Condition', 'Trigger Effect')",Unlimited,Bujinki Ahashima,https://yugipedia.com/wiki/Bujinki_Ahashima,,2023-03-18 07:03:12,,New
