Name,Password,Card type,Property,Archseries,Attribute,Primary type,Secondary type,Monster type,Effect type,DEF,ATK,Level/Rank,TCG status,OCG status,TCG Speed Duel status,Page name,Page URL,Artwork,Modification date,Character
Elemental HERO Steam Healer,81197327,Monster Card,,"('Elemental HERO', 'HERO')",WATER,Fusion Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",1000,1800,5,Unlimited,Unlimited,Unlimited,Elemental HERO Steam Healer,https://yugipedia.com/wiki/Elemental_HERO_Steam_Healer,,2023-06-22 23:08:12,
Elemental HERO Tempest,83121692,Monster Card,,"('Elemental HERO', 'HERO')",WIND,Fusion Monster,,Warrior,"('Ignition Effect', 'Summoning condition')",2800,2800,8,Unlimited,Unlimited,Unlimited,Elemental HERO Tempest,https://yugipedia.com/wiki/Elemental_HERO_Tempest,,2023-06-22 23:10:04,
Elemental HERO Thunder Giant,61204971,Monster Card,,"('Elemental HERO', 'HERO')",LIGHT,Fusion Monster,,Warrior,"('Ignition Effect', 'Summoning condition')",1500,2400,6,Unlimited,Unlimited,Unlimited,Elemental HERO Thunder Giant,https://yugipedia.com/wiki/Elemental_HERO_Thunder_Giant,,2023-06-22 23:05:38,
Elemental HERO Wild Wingman,55615891,Monster Card,,"('Elemental HERO', 'HERO', 'Wingman')",EARTH,Fusion Monster,,Warrior,"('Ignition Effect', 'Summoning condition')",2300,1900,8,Unlimited,Unlimited,Unlimited,Elemental HERO Wild Wingman,https://yugipedia.com/wiki/Elemental_HERO_Wild_Wingman,,2023-06-22 23:11:38,
Elemental HERO Wildheart,86188410,Monster Card,,"('Elemental HERO', 'HERO')",EARTH,Effect Monster,,Warrior,"('Continuous Effect',)",1600,1500,4,Unlimited,Unlimited,Unlimited,Elemental HERO Wildheart,https://yugipedia.com/wiki/Elemental_HERO_Wildheart,,2023-06-09 05:00:12,
"Elements of Thunder, Water, and Wind",,Skill Card,,,,,,,,,,,Illegal,,Legal,"Elements of Thunder, Water, and Wind","https://yugipedia.com/wiki/Elements_of_Thunder,_Water,_and_Wind",,2023-06-17 19:21:11,Paradox Brothers
Eliminating the League,73872164,Trap Card,Normal Trap Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Eliminating the League,https://yugipedia.com/wiki/Eliminating_the_League,,2023-03-18 16:07:20,
Emblem of Dragon Destroyer,06390406,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Emblem of Dragon Destroyer,https://yugipedia.com/wiki/Emblem_of_Dragon_Destroyer,,2023-06-19 20:25:30,
Embodiment of Apophis,28649820,Trap Card,Continuous Trap Card,"('Trap Monster',)",,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Embodiment of Apophis,https://yugipedia.com/wiki/Embodiment_of_Apophis,,2023-03-16 09:28:59,
Emergeroid Call,70628672,Trap Card,Counter Trap Card,"('Roid',)",,,,,"('Activation condition', 'Condition', 'Effect', 'Quick-like Effect')",,,,Unlimited,Unlimited,Unlimited,Emergeroid Call,https://yugipedia.com/wiki/Emergeroid_Call,,2023-03-18 16:14:42,
Empress Mantis,58818411,Monster Card,,,WIND,Normal Monster,,Insect,,1400,2200,6,Unlimited,Unlimited,Unlimited,Empress Mantis,https://yugipedia.com/wiki/Empress_Mantis,,2023-03-18 16:16:05,
Enchanting Fitting Room,30531525,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Enchanting Fitting Room,https://yugipedia.com/wiki/Enchanting_Fitting_Room,"('Edited',)",2023-06-19 18:39:19,
Endless Traps,,Skill Card,,,,,,,,,,,Illegal,,Legal,Endless Traps,https://yugipedia.com/wiki/Endless_Traps,,2023-03-18 16:17:53,Odion
Energizing Elements,,Skill Card,,,,,,,,,,,Illegal,,Legal,Energizing Elements,https://yugipedia.com/wiki/Energizing_Elements,,2023-03-18 16:18:55,Bastion Misawa
Energy Drain,56916805,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Energy Drain,https://yugipedia.com/wiki/Energy_Drain,,2023-05-18 20:14:33,
Enraged Battle Ox,76909279,Monster Card,,,EARTH,Effect Monster,,Beast-Warrior,"('Continuous Effect',)",1000,1700,4,Unlimited,Unlimited,Unlimited,Enraged Battle Ox,https://yugipedia.com/wiki/Enraged_Battle_Ox,,2023-05-18 20:04:52,
Eradicating Aerosol,94716515,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Eradicating Aerosol,https://yugipedia.com/wiki/Eradicating_Aerosol,"('Edited',)",2023-06-19 18:38:12,
Eternal Rest,95051344,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Eternal Rest,https://yugipedia.com/wiki/Eternal_Rest,,2023-05-17 11:59:45,
Etoile Cyber,11460577,Monster Card,,"('Cyber', 'Cyber Girl')",EARTH,Effect Monster,,Warrior,"('Continuous Effect',)",1600,1200,4,Unlimited,Unlimited,Unlimited,Etoile Cyber,https://yugipedia.com/wiki/Etoile_Cyber,"('Edited',)",2023-06-19 19:00:33,
Evil HERO Dark Gaia,58332301,Monster Card,,"('Evil HERO', 'HERO')",EARTH,Fusion Monster,,Fiend,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",0,?,8,Unlimited,Unlimited,Unlimited,Evil HERO Dark Gaia,https://yugipedia.com/wiki/Evil_HERO_Dark_Gaia,,2023-06-22 23:18:42,
Evil HERO Infernal Gainer,95943058,Monster Card,,"('Evil HERO', 'HERO')",EARTH,Effect Monster,,Fiend,"('Ignition Effect', 'Trigger Effect')",0,1600,4,Unlimited,Unlimited,Unlimited,Evil HERO Infernal Gainer,https://yugipedia.com/wiki/Evil_HERO_Infernal_Gainer,,2023-04-10 17:45:26,
Evil HERO Infernal Prodigy,50304345,Monster Card,,"('Evil HERO', 'HERO')",DARK,Effect Monster,,Fiend,"('Trigger Effect', 'Unclassified effect')",600,300,2,Unlimited,Unlimited,Unlimited,Evil HERO Infernal Prodigy,https://yugipedia.com/wiki/Evil_HERO_Infernal_Prodigy,,2023-06-16 14:43:54,
Evil HERO Inferno Wing,22160245,Monster Card,,"('Evil HERO', 'HERO')",FIRE,Fusion Monster,,Fiend,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",1200,2100,6,Unlimited,Unlimited,Unlimited,Evil HERO Inferno Wing,https://yugipedia.com/wiki/Evil_HERO_Inferno_Wing,,2023-06-22 23:08:44,
Evil HERO Lightning Golem,21947653,Monster Card,,"('Evil HERO', 'HERO')",LIGHT,Fusion Monster,,Fiend,"('Ignition Effect', 'Summoning condition')",1500,2400,6,Unlimited,Unlimited,Unlimited,Evil HERO Lightning Golem,https://yugipedia.com/wiki/Evil_HERO_Lightning_Golem,,2023-06-22 23:06:14,
Evil HERO Malicious Edge,58554959,Monster Card,,"('Evil HERO', 'HERO')",EARTH,Effect Monster,,Fiend,"('Continuous Effect', 'Summoning condition')",1800,2600,7,Unlimited,Unlimited,Unlimited,Evil HERO Malicious Edge,https://yugipedia.com/wiki/Evil_HERO_Malicious_Edge,,2023-04-10 17:45:27,
Evil HERO Malicious Fiend,86676862,Monster Card,,"('Evil HERO', 'HERO')",FIRE,Fusion Monster,,Fiend,"('Continuous Effect', 'Summoning condition')",2100,3500,8,Unlimited,Unlimited,Unlimited,Evil HERO Malicious Fiend,https://yugipedia.com/wiki/Evil_HERO_Malicious_Fiend,,2023-06-22 23:18:28,
Evil HERO Wild Cyclone,13293158,Monster Card,,"('Evil HERO', 'HERO')",EARTH,Fusion Monster,,Fiend,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",2300,1900,8,Unlimited,Unlimited,Unlimited,Evil HERO Wild Cyclone,https://yugipedia.com/wiki/Evil_HERO_Wild_Cyclone,,2023-06-22 23:11:49,
Evil Mind,18438874,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Evil Mind,https://yugipedia.com/wiki/Evil_Mind,,2023-06-22 23:18:11,
Exiled Force,74131780,Monster Card,,"('Force',)",EARTH,Effect Monster,,Warrior,"('Ignition Effect',)",1000,1000,4,Unlimited,Unlimited,Unlimited,Exiled Force,https://yugipedia.com/wiki/Exiled_Force,,2023-03-18 17:15:42,
Exploder Dragon,20586572,Monster Card,,,EARTH,Effect Monster,,Dragon,"('Continuous Effect', 'Trigger Effect')",0,1000,3,Unlimited,Unlimited,Unlimited,Exploder Dragon,https://yugipedia.com/wiki/Exploder_Dragon,,2023-05-07 19:38:51,
Expressroid,00984114,Monster Card,,"('Roid',)",EARTH,Effect Monster,,Machine,"('Trigger Effect',)",1600,400,4,Unlimited,Unlimited,Unlimited,Expressroid,https://yugipedia.com/wiki/Expressroid,,2023-03-18 17:18:10,
Fairy Meteor Crush,97687912,Spell Card,Equip Spell Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Fairy Meteor Crush,https://yugipedia.com/wiki/Fairy_Meteor_Crush,,2023-05-15 18:58:48,
Fairy Wind,73507661,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fairy Wind,https://yugipedia.com/wiki/Fairy_Wind,,2023-03-18 17:33:59,
Falchionβ,86170989,Monster Card,,"('Konami Arcade Games',)",LIGHT,Effect Monster,,Machine,"('Trigger Effect',)",800,1200,4,Unlimited,Unlimited,Unlimited,Falchionβ,https://yugipedia.com/wiki/Falchion%CE%B2,,2023-03-18 17:36:51,
Fallen Paradise,13301895,Spell Card,Field Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Fallen Paradise,https://yugipedia.com/wiki/Fallen_Paradise,,2023-06-17 18:56:04,
Faustian Bargain,68396778,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Faustian Bargain,https://yugipedia.com/wiki/Faustian_Bargain,,2023-05-07 19:35:48,
Feral Imp,41392891,Monster Card,,,DARK,Normal Monster,,Fiend,,1400,1300,4,Unlimited,Unlimited,Unlimited,Feral Imp,https://yugipedia.com/wiki/Feral_Imp,,2023-05-14 21:34:17,
Fiend's Sanctuary,24874630,Spell Card,Normal Spell Card,,,,,,"('Effect', 'Lingering effect', 'Maintenance cost')",,,,Unlimited,Unlimited,Unlimited,Fiend's Sanctuary,https://yugipedia.com/wiki/Fiend%27s_Sanctuary,"('Edited',)",2023-06-19 18:14:18,
Fifth Hope,55428811,Spell Card,Normal Spell Card,"('Utopic',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fifth Hope,https://yugipedia.com/wiki/Fifth_Hope,,2023-03-18 17:52:27,
Fighting Spirit,06178850,Spell Card,Equip Spell Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Fighting Spirit,https://yugipedia.com/wiki/Fighting_Spirit,,2023-03-18 17:52:55,
Final Attack Orders,52503575,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Final Attack Orders,https://yugipedia.com/wiki/Final_Attack_Orders,,2023-05-19 21:02:12,
Final Draw,,Skill Card,,"('Duel winner',)",,,,,,,,,Illegal,,Legal,Final Draw,https://yugipedia.com/wiki/Final_Draw,,2023-03-18 17:54:29,Yami Yugi
Fire Formation - Tenki,57103969,Spell Card,Continuous Spell Card,"('Fire Formation',)",,,,,"('Condition', 'Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Fire Formation - Tenki,https://yugipedia.com/wiki/Fire_Formation_-_Tenki,,2023-07-06 17:00:00,
Fire Reaper,53581214,Monster Card,,,DARK,Normal Monster,,Zombie,,500,700,2,Unlimited,Unlimited,Unlimited,Fire Reaper,https://yugipedia.com/wiki/Fire_Reaper,,2023-03-18 18:03:56,
Firewall,94804055,Trap Card,Continuous Trap Card,,,,,,"('Maintenance cost', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Firewall,https://yugipedia.com/wiki/Firewall,,2023-03-18 18:05:15,
Fishborg Planter,51282878,Monster Card,,"('Fishborg',)",WATER,Effect Monster,,Fish,"('Condition', 'Ignition Effect')",200,200,2,Unlimited,Unlimited,Unlimited,Fishborg Planter,https://yugipedia.com/wiki/Fishborg_Planter,,2023-03-18 18:10:46,
Flame Manipulator,34460851,Monster Card,,,FIRE,Normal Monster,,Spellcaster,,1000,900,3,Unlimited,Unlimited,Unlimited,Flame Manipulator,https://yugipedia.com/wiki/Flame_Manipulator,,2023-05-14 13:33:48,
Flame Swordsman,45231177,Monster Card,,"('Flame Swordsman (series)',)",FIRE,Fusion Monster,,Warrior,,1600,1800,5,Unlimited,Unlimited,Unlimited,Flame Swordsman,https://yugipedia.com/wiki/Flame_Swordsman,"('Alternate',)",2023-05-14 13:38:47,
Flash of the Forbidden Spell,39956951,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Flash of the Forbidden Spell,https://yugipedia.com/wiki/Flash_of_the_Forbidden_Spell,,2023-04-06 19:41:27,
Flight of the Harpies,,Skill Card,,"('Harpie',)",,,,,,,,,Illegal,,Legal,Flight of the Harpies,https://yugipedia.com/wiki/Flight_of_the_Harpies,,2023-03-18 18:23:57,Mai Valentine
Flint,75560629,Spell Card,Equip Spell Card,"('Flint (series)',)",,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Flint,https://yugipedia.com/wiki/Flint,,2023-03-18 18:24:12,
Flint Lock,83812099,Monster Card,,"('Flint (series)',)",LIGHT,Effect Monster,,Machine,"('Condition', 'Continuous Effect', 'Ignition Effect')",800,1500,4,Unlimited,Unlimited,Unlimited,Flint Lock,https://yugipedia.com/wiki/Flint_Lock,,2023-06-28 15:10:33,
Floodgate Trap Hole,69599136,Trap Card,Normal Trap Card,"('Trap Hole (archetype)',)",,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Limited 3,Floodgate Trap Hole,https://yugipedia.com/wiki/Floodgate_Trap_Hole,,2023-05-10 10:37:15,
Fog Control,63741331,Spell Card,Quick-Play Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fog Control,https://yugipedia.com/wiki/Fog_Control,,2023-04-07 20:06:59,
Fog King,06614221,Monster Card,,,WATER,Effect Monster,,Spellcaster,"('Continuous Effect', 'Unclassified effect')",0,0,7,Unlimited,Unlimited,Unlimited,Fog King,https://yugipedia.com/wiki/Fog_King,,2023-04-07 20:07:07,
Fog Warning,,Skill Card,,,,,,,,,,,Illegal,,Legal,Fog Warning,https://yugipedia.com/wiki/Fog_Warning,,2023-04-06 18:53:34,Adrian Gecko
Foolish Burial,81439173,Spell Card,Normal Spell Card,"('Foolish',)",,,,,"('Effect',)",,,,Limited,Limited,Limited 2,Foolish Burial,https://yugipedia.com/wiki/Foolish_Burial,"('Edited',)",2023-06-19 18:57:28,
Forbidden Cyber Style Technique,,Skill Card,,"('Cyber',)",,,,,,,,,Illegal,,Legal,Forbidden Cyber Style Technique,https://yugipedia.com/wiki/Forbidden_Cyber_Style_Technique,,2023-06-17 18:40:28,Zane Truesdale
Forest,87430998,Spell Card,Field Spell Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Forest,https://yugipedia.com/wiki/Forest,,2023-05-14 13:26:36,
Forged Steel,,Skill Card,,,,,,,,,,,Illegal,,Legal,Forged Steel,https://yugipedia.com/wiki/Forged_Steel,,2023-06-19 13:50:29,Nightshroud
Formation Union,26931058,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Formation Union,https://yugipedia.com/wiki/Formation_Union,,2023-03-18 18:49:39,
Fortress Whale,62337487,Monster Card,,,WATER,Ritual Monster,,Fish,,2150,2350,7,Unlimited,Unlimited,Unlimited,Fortress Whale,https://yugipedia.com/wiki/Fortress_Whale,"('Edited',)",2023-06-19 18:01:56,
Fortress Whale's Oath,77454922,Spell Card,Ritual Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fortress Whale's Oath,https://yugipedia.com/wiki/Fortress_Whale%27s_Oath,,2023-06-16 20:21:51,
Freed the Matchless General,49681811,Monster Card,,"('Freed',)",EARTH,Effect Monster,,Warrior,"('Condition', 'Continuous Effect', 'Trigger Effect')",1700,2300,5,Unlimited,Unlimited,Unlimited,Freed the Matchless General,https://yugipedia.com/wiki/Freed_the_Matchless_General,,2023-03-18 19:00:53,
Frontline Base,46181000,Spell Card,Continuous Spell Card,,,,,,"('Ignition-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Frontline Base,https://yugipedia.com/wiki/Frontline_Base,,2023-03-18 19:08:52,
Frost and Flame Dragon,55589254,Monster Card,,,WATER,Effect Monster,,Dragon,"('Ignition Effect', 'Summoning condition')",2000,2300,6,Unlimited,Unlimited,Unlimited,Frost and Flame Dragon,https://yugipedia.com/wiki/Frost_and_Flame_Dragon,,2023-03-18 19:09:28,
Fulfillment of the Contract,48206762,Spell Card,Equip Spell Card,,,,,,"('Continuous-like Effect', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Fulfillment of the Contract,https://yugipedia.com/wiki/Fulfillment_of_the_Contract,,2023-03-18 19:11:33,
Fury of Thunder,,Skill Card,,,,,,,,,,,Illegal,,Legal,Fury of Thunder,https://yugipedia.com/wiki/Fury_of_Thunder,,2023-06-19 15:06:14,Yami Yugi
Fusion Gate,33550694,Spell Card,Field Spell Card,"('Fusion (archetype)',)",,,,,"('Ignition-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Fusion Gate,https://yugipedia.com/wiki/Fusion_Gate,,2023-03-18 19:18:26,
Fusion Party!,,Skill Card,,,,,,,,,,,Illegal,,Legal,Fusion Party!,https://yugipedia.com/wiki/Fusion_Party!,,2023-03-18 19:19:04,Christine
Fusion Recovery,18511384,Spell Card,Normal Spell Card,"('Fusion (archetype)',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fusion Recovery,https://yugipedia.com/wiki/Fusion_Recovery,,2023-06-29 14:19:05,
Fusion Recycling Plant,22829942,Spell Card,Field Spell Card,"('Polymerization (archetype)',)",,,,,"('Ignition-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Fusion Recycling Plant,https://yugipedia.com/wiki/Fusion_Recycling_Plant,,2023-06-29 14:18:58,
Fusion Sage,26902560,Spell Card,Normal Spell Card,"('Polymerization (archetype)',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fusion Sage,https://yugipedia.com/wiki/Fusion_Sage,,2023-06-29 14:18:46,
Fusion Sword Murasame Blade,37684215,Spell Card,Equip Spell Card,"('Polymerization (archetype)',)",,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Fusion Sword Murasame Blade,https://yugipedia.com/wiki/Fusion_Sword_Murasame_Blade,,2023-03-18 19:21:14,
Fusion Weapon,27967615,Spell Card,Equip Spell Card,"('Fusion (archetype)',)",,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Fusion Weapon,https://yugipedia.com/wiki/Fusion_Weapon,,2023-03-18 19:21:55,
Future Fusion,77565204,Spell Card,Continuous Spell Card,"('Fusion (archetype)', 'Polymerization (archetype)')",,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Future Fusion,https://yugipedia.com/wiki/Future_Fusion,,2023-03-18 19:23:56,
Gaap the Divine Soldier,37955049,Monster Card,,,DARK,Effect Monster,,Fiend,"('Continuous Effect', 'Ignition Effect')",2000,2200,6,Unlimited,Unlimited,Unlimited,Gaap the Divine Soldier,https://yugipedia.com/wiki/Gaap_the_Divine_Soldier,,2023-03-18 19:26:36,
Gagagigo,49003308,Monster Card,,"('Gigo',)",WATER,Normal Monster,,Reptile,,1000,1850,4,Unlimited,Unlimited,Unlimited,Gagagigo,https://yugipedia.com/wiki/Gagagigo,,2023-05-19 20:59:57,
Gaia The Fierce Knight,06368038,Monster Card,,"('Gaia The Fierce Knight (archetype)',)",EARTH,Normal Monster,,Warrior,,2100,2300,7,Unlimited,Unlimited,Unlimited,Gaia The Fierce Knight,https://yugipedia.com/wiki/Gaia_The_Fierce_Knight,"('Alternate',)",2023-05-14 13:36:49,
Gaia the Dragon Champion,66889139,Monster Card,,"('Gaia Knight', 'Gaia the Dragon Champion (archetype)')",WIND,Fusion Monster,,Dragon,,2100,2600,7,Unlimited,Unlimited,Unlimited,Gaia the Dragon Champion,https://yugipedia.com/wiki/Gaia_the_Dragon_Champion,,2023-06-19 13:57:04,
Galaxy Cyclone,05133471,Spell Card,Normal Spell Card,"('Galaxy',)",,,,,"('Condition', 'Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Galaxy Cyclone,https://yugipedia.com/wiki/Galaxy_Cyclone,,2023-04-08 22:41:59,
Gale Lizard,77491079,Monster Card,,,WATER,Effect Monster,"('Flip monster',)",Reptile,"('Trigger Effect',)",700,1400,4,Unlimited,Unlimited,Unlimited,Gale Lizard,https://yugipedia.com/wiki/Gale_Lizard,,2023-05-18 20:35:19,
Gamma The Magnet Warrior,11549357,Monster Card,,"('Magnet Warrior', 'Warrior (archetype)')",EARTH,Normal Monster,,Rock,,1800,1500,4,Unlimited,Unlimited,Unlimited,Gamma The Magnet Warrior,https://yugipedia.com/wiki/Gamma_The_Magnet_Warrior,,2023-03-18 19:51:17,
Garuda the Wind Spirit,12800777,Monster Card,,"('Attribute Spirit',)",WIND,Effect Monster,,Winged Beast,"('Summoning condition', 'Trigger Effect')",1200,1600,4,Unlimited,Unlimited,Unlimited,Garuda the Wind Spirit,https://yugipedia.com/wiki/Garuda_the_Wind_Spirit,,2023-04-06 19:41:33,
Gate Guardian,25833572,Monster Card,,"('Gate Guardian (archetype)', 'Guardian')",DARK,Effect Monster,,Warrior,"('Summoning condition',)",3400,3750,11,Unlimited,Unlimited,Unlimited,Gate Guardian,https://yugipedia.com/wiki/Gate_Guardian,,2023-06-17 19:21:20,
Gatekeeper,19737320,Monster Card,,,DARK,Normal Monster,,Machine,,1800,1500,5,Unlimited,Unlimited,Unlimited,Gatekeeper,https://yugipedia.com/wiki/Gatekeeper,,2023-03-18 19:58:37,
Gazelle the King of Mythical Beasts,05818798,Monster Card,,"('Chimera (series)', 'Phantom Beast')",EARTH,Normal Monster,,Beast,,1200,1500,4,Unlimited,Unlimited,Unlimited,Gazelle the King of Mythical Beasts,https://yugipedia.com/wiki/Gazelle_the_King_of_Mythical_Beasts,,2023-06-10 11:00:32,
Gearfried the Iron Knight,00423705,Monster Card,,"('Gearfried',)",EARTH,Effect Monster,,Warrior,"('Trigger Effect',)",1600,1800,4,Unlimited,Unlimited,Unlimited,Gearfried the Iron Knight,https://yugipedia.com/wiki/Gearfried_the_Iron_Knight,,2023-05-15 18:40:45,
Gearfried the Swordmaster,57046845,Monster Card,,"('Gearfried',)",LIGHT,Effect Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",2200,2600,7,Unlimited,Unlimited,Unlimited,Gearfried the Swordmaster,https://yugipedia.com/wiki/Gearfried_the_Swordmaster,,2023-06-28 15:11:49,
Geartown,37694547,Spell Card,Field Spell Card,,,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Geartown,https://yugipedia.com/wiki/Geartown,,2023-03-18 20:05:51,
Gentlemander,54635862,Monster Card,,,LIGHT,Effect Monster,,Reptile,"('Continuous Effect', 'Trigger Effect')",1000,1200,4,Unlimited,Unlimited,Unlimited,Gentlemander,https://yugipedia.com/wiki/Gentlemander,,2023-03-18 20:32:42,
Ghost Knight of Jackal,13386503,Monster Card,,,EARTH,Effect Monster,,Beast-Warrior,"('Trigger Effect',)",1600,1700,5,Unlimited,Unlimited,Unlimited,Ghost Knight of Jackal,https://yugipedia.com/wiki/Ghost_Knight_of_Jackal,,2023-03-18 20:38:26,
