Card number,Set,Name,Rarity,Print,Region,Page URL,Modification date,Release,Series,Set type,Cover card,Version
SR10-EN010,Structure Deck: Mechanized Madness,Machina Soldier,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN011,Structure Deck: Mechanized Madness,Machina Sniper,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN011,Structure Deck: Mechanized Madness,Machina Sniper,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN012,Structure Deck: Mechanized Madness,Machina Defender,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN012,Structure Deck: Mechanized Madness,Machina Defender,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN013,Structure Deck: Mechanized Madness,Commander Covington,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN013,Structure Deck: Mechanized Madness,Commander Covington,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN014,Structure Deck: Mechanized Madness,"Jizukiru, the Star Destroying Kaiju","('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN014,Structure Deck: Mechanized Madness,"Jizukiru, the Star Destroying Kaiju","('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN015,Structure Deck: Mechanized Madness,Snow Plow Hustle Rustle,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN015,Structure Deck: Mechanized Madness,Snow Plow Hustle Rustle,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN016,Structure Deck: Mechanized Madness,Genex Ally Birdman,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN016,Structure Deck: Mechanized Madness,Genex Ally Birdman,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN017,Structure Deck: Mechanized Madness,Scrap Recycler,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN017,Structure Deck: Mechanized Madness,Scrap Recycler,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN018,Structure Deck: Mechanized Madness,Torque Tune Gear,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN018,Structure Deck: Mechanized Madness,Torque Tune Gear,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN019,Structure Deck: Mechanized Madness,Righty Driver,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN019,Structure Deck: Mechanized Madness,Righty Driver,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN020,Structure Deck: Mechanized Madness,Lefty Driver,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN020,Structure Deck: Mechanized Madness,Lefty Driver,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN021,Structure Deck: Mechanized Madness,Deskbot 001,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN021,Structure Deck: Mechanized Madness,Deskbot 001,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN022,Structure Deck: Mechanized Madness,Deskbot 003,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN022,Structure Deck: Mechanized Madness,Deskbot 003,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN023,Structure Deck: Mechanized Madness,Machina Redeployment,"('Super Rare',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN023,Structure Deck: Mechanized Madness,Machina Redeployment,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN024,Structure Deck: Mechanized Madness,Machina Defense Perimeter,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN024,Structure Deck: Mechanized Madness,Machina Defense Perimeter,"('Common',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN025,Structure Deck: Mechanized Madness,Machina Armored Unit,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN025,Structure Deck: Mechanized Madness,Machina Armored Unit,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN026,Structure Deck: Mechanized Madness,Iron Call,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN026,Structure Deck: Mechanized Madness,Iron Call,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN027,Structure Deck: Mechanized Madness,Iron Draw,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN027,Structure Deck: Mechanized Madness,Iron Draw,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN028,Structure Deck: Mechanized Madness,Magnet Reverse,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN028,Structure Deck: Mechanized Madness,Magnet Reverse,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN029,Structure Deck: Mechanized Madness,Limiter Removal,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN029,Structure Deck: Mechanized Madness,Limiter Removal,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN030,Structure Deck: Mechanized Madness,Ties of the Brethren,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN030,Structure Deck: Mechanized Madness,Ties of the Brethren,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN031,Structure Deck: Mechanized Madness,Pot of Avarice,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN031,Structure Deck: Mechanized Madness,Pot of Avarice,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN032,Structure Deck: Mechanized Madness,Cosmic Cyclone,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN032,Structure Deck: Mechanized Madness,Cosmic Cyclone,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN033,Structure Deck: Mechanized Madness,Supply Squad,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN033,Structure Deck: Mechanized Madness,Supply Squad,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN034,Structure Deck: Mechanized Madness,Machina Overdrive,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN034,Structure Deck: Mechanized Madness,Machina Overdrive,"('Common',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN035,Structure Deck: Mechanized Madness,Cyber Summon Blaster,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN035,Structure Deck: Mechanized Madness,Cyber Summon Blaster,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN036,Structure Deck: Mechanized Madness,Back to the Front,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN036,Structure Deck: Mechanized Madness,Back to the Front,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN037,Structure Deck: Mechanized Madness,Trap Trick,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN037,Structure Deck: Mechanized Madness,Trap Trick,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN038,Structure Deck: Mechanized Madness,"Begone, Knave!","('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN038,Structure Deck: Mechanized Madness,"Begone, Knave!","('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN039,Structure Deck: Mechanized Madness,Solemn Strike,"('Common',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN039,Structure Deck: Mechanized Madness,Solemn Strike,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN040,Structure Deck: Mechanized Madness,Machina Possesstorage,"('Ultra Rare',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN040,Structure Deck: Mechanized Madness,Machina Possesstorage,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
SR10-EN041,Structure Deck: Mechanized Madness,Unauthorized Reactivation,"('Super Rare',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-03-23 12:01:52,2020-04-16,,Structure Deck,"('Machina Citadel',)",Old
SR10-EN041,Structure Deck: Mechanized Madness,Unauthorized Reactivation,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Mechanized_Madness_(TCG-EN),2023-08-03 17:27:02,2020-04-16,,Structure Deck,"('Machina Citadel',)",New
YA07-EN001,Yu-Gi-Oh! ARC-V manga promotional cards,Divine Go-D/D/D Zero King Zero G.O.D. Reiji,"('Ultra Rare',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_ARC-V_manga_promotional_cards_(TCG-EN),2023-04-23 22:20:50,,,,,Old
YA07-EN001,Yu-Gi-Oh! ARC-V manga promotional cards,Go! - D/D/D Divine Zero King Rage,"('Ultra Rare',)",,EN,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_ARC-V_manga_promotional_cards_(TCG-EN),2023-08-02 06:19:49,,,,,New
YA07-JP001,Yu-Gi-Oh! ARC-V manga promotional cards,Divine Go-D/D/D Zero King Zero G.O.D. Reiji,"('Ultra Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_ARC-V_manga_promotional_cards_(OCG-JP),2023-04-23 22:20:49,,,,,Old
YA07-JP001,Yu-Gi-Oh! ARC-V Volume 7 promotional card,Divine Go-D/D/D Zero King Zero G.O.D. Reiji,"('Ultra Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_ARC-V_Volume_7_promotional_card_(OCG-JP),2023-04-28 12:07:49,2019-07-04,Yu-Gi-Oh! ARC-V manga promotional cards,Manga promotional card,,Old
YA07-JP001,Yu-Gi-Oh! ARC-V Volume 7 promotional card,Go! - D/D/D Divine Zero King Rage,"('Ultra Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_ARC-V_Volume_7_promotional_card_(OCG-JP),2023-08-02 06:19:32,2019-07-04,Yu-Gi-Oh! ARC-V manga promotional cards,Manga promotional card,,New
YA07-JP001,Yu-Gi-Oh! ARC-V manga promotional cards,Go! - D/D/D Divine Zero King Rage,"('Ultra Rare',)",,JP,https://yugipedia.com/wiki/Set_Card_Lists:Yu-Gi-Oh!_ARC-V_manga_promotional_cards_(OCG-JP),2023-08-02 06:19:52,,,,,New
bird,Structure Deck: Rise of the Blue-Eyes,,,,,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Rise_of_the_Blue-Eyes_(OCG-AE),2023-07-22 23:08:56,,,Structure Deck,,Old
bird,Structure Deck: Rise of the Blue-Eyes,,,,,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Rise_of_the_Blue-Eyes_(OCG-AE),2023-07-22 23:08:56,,,Structure Deck,,New
number,Structure Deck: Rise of the Blue-Eyes,name,"('rarity',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Rise_of_the_Blue-Eyes_(OCG-AE),2023-07-22 23:08:56,,,Structure Deck,,Old
number,Structure Deck: Rise of the Blue-Eyes,name,"('rarity',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Structure_Deck:_Rise_of_the_Blue-Eyes_(OCG-AE),2023-07-22 23:08:56,,,Structure Deck,,New
