Name,Password,Effect type,TCG status,Artwork,Page URL,Modification date,Errata,Primary type,Secondary type,Monster type,ATK,DEF,Version
Bravedrive,78161361,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Bravedrive,2022-09-15 15:28:11,,"('Effect Monster',)",,Cyberse,1500,1000,New
"Bravo, Fighter Fur Hire",66740005,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Bravo,_Fighter_Fur_Hire",2023-01-09 19:09:38,,Effect Monster,,Reptile,1900,200,Old
"Bravo, Fighter Fur Hire",66740005,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Bravo,_Fighter_Fur_Hire",2023-01-09 19:09:38,,"('Effect Monster',)",,Reptile,1900,200,New
Breaker the Dark Magical Warrior,22923081,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Breaker_the_Dark_Magical_Warrior,2023-01-11 16:52:36,,Effect Monster,,Spellcaster,1600,1000,Old
Breaker the Dark Magical Warrior,22923081,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Breaker_the_Dark_Magical_Warrior,2023-01-11 16:52:36,,"('Effect Monster',)",,Spellcaster,1600,1000,New
Breaker the Magical Warrior,71413901,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Breaker_the_Magical_Warrior,2023-01-11 16:52:55,"('Type',)",Effect Monster,,Spellcaster,1600,1000,Old
Breaker the Magical Warrior,71413901,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Breaker_the_Magical_Warrior,2023-01-11 16:52:55,"('Type',)","('Effect Monster',)",,Spellcaster,1600,1000,New
Bri Synchron,52840598,"('Unclassified effect',)",Unlimited,,https://yugipedia.com/wiki/Bri_Synchron,2020-03-13 16:41:08,"('Type',)",Effect Monster,Tuner monster,Machine,1500,1100,Old
Bri Synchron,52840598,"('Unclassified effect',)",Unlimited,,https://yugipedia.com/wiki/Bri_Synchron,2020-03-13 16:41:08,"('Type',)","('Effect Monster',)",Tuner monster,Machine,1500,1100,New
Bright Star Dragon,16719802,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Bright_Star_Dragon,2021-11-07 09:40:43,,Effect Monster,,Dragon,1900,1000,Old
Bright Star Dragon,16719802,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Bright_Star_Dragon,2021-11-07 09:40:43,,"('Effect Monster',)",,Dragon,1900,1000,New
Brigrand the Glory Dragon,34848821,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brigrand_the_Glory_Dragon,2022-08-14 10:19:34,,Fusion Monster,,Beast,2500,2000,Old
Brigrand the Glory Dragon,34848821,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brigrand_the_Glory_Dragon,2022-08-14 10:19:34,,"('Effect Monster', 'Fusion Monster')",,Beast,2500,2000,New
Brilliant Rose,61011438,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Brilliant_Rose,2022-08-05 22:19:46,,Effect Monster,,Rock,500,500,Old
Brilliant Rose,61011438,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Brilliant_Rose,2022-08-05 22:19:46,,"('Effect Monster',)",,Rock,500,500,New
Brinegir,02102065,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brinegir,2020-03-14 14:50:30,,Effect Monster,,Sea Serpent,1000,2600,Old
Brinegir,02102065,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brinegir,2020-03-14 14:50:30,,"('Effect Monster',)",,Sea Serpent,1000,2600,New
"Brionac, Dragon of the Ice Barrier",50321796,"('Condition', 'Ignition Effect')",Unlimited,,"https://yugipedia.com/wiki/Brionac,_Dragon_of_the_Ice_Barrier",2023-01-03 01:17:49,"('Type',)",Synchro Monster,,Sea Serpent,2300,1400,Old
"Brionac, Dragon of the Ice Barrier",50321796,"('Condition', 'Ignition Effect')",Unlimited,,"https://yugipedia.com/wiki/Brionac,_Dragon_of_the_Ice_Barrier",2023-01-03 01:17:49,"('Type',)","('Effect Monster', 'Synchro Monster')",,Sea Serpent,2300,1400,New
Brohunder,27217742,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Brohunder,2020-03-13 16:42:12,,Effect Monster,,Thunder,900,400,Old
Brohunder,27217742,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Brohunder,2020-03-13 16:42:12,,"('Effect Monster',)",,Thunder,900,400,New
Brotherhood of the Fire Fist - Bear,06353603,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Bear,2021-06-29 13:33:34,,Effect Monster,,Beast-Warrior,1600,1200,Old
Brotherhood of the Fire Fist - Bear,06353603,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Bear,2021-06-29 13:33:34,,"('Effect Monster',)",,Beast-Warrior,1600,1200,New
Brotherhood of the Fire Fist - Boar,66762372,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Boar,2020-08-14 03:37:06,,Effect Monster,Tuner monster,Beast-Warrior,1100,1400,Old
Brotherhood of the Fire Fist - Boar,66762372,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Boar,2020-08-14 03:37:06,,"('Effect Monster',)",Tuner monster,Beast-Warrior,1100,1400,New
Brotherhood of the Fire Fist - Buffalo,92572371,"('Condition', 'Ignition Effect')",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Buffalo,2022-11-11 18:42:39,,Effect Monster,,Beast-Warrior,1700,1000,Old
Brotherhood of the Fire Fist - Buffalo,92572371,"('Condition', 'Ignition Effect')",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Buffalo,2022-11-11 18:42:39,,"('Effect Monster',)",,Beast-Warrior,1700,1000,New
Brotherhood of the Fire Fist - Cardinal,58504745,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Cardinal,2021-06-20 15:41:41,"('Name',)",Xyz Monster,,Beast-Warrior,1800,2200,Old
Brotherhood of the Fire Fist - Cardinal,58504745,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Cardinal,2021-06-20 15:41:41,"('Name',)","('Effect Monster', 'Xyz Monster')",,Beast-Warrior,1800,2200,New
Brotherhood of the Fire Fist - Caribou,93751476,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Caribou,2020-08-14 03:44:00,,Effect Monster,,Beast-Warrior,1100,2000,Old
Brotherhood of the Fire Fist - Caribou,93751476,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Caribou,2020-08-14 03:44:00,,"('Effect Monster',)",,Beast-Warrior,1100,2000,New
Brotherhood of the Fire Fist - Coyote,49785720,"('Unclassified effect',)",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Coyote,2021-06-20 15:43:26,,Effect Monster,,Beast-Warrior,2000,500,Old
Brotherhood of the Fire Fist - Coyote,49785720,"('Unclassified effect',)",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Coyote,2021-06-20 15:43:26,,"('Effect Monster',)",,Beast-Warrior,2000,500,New
Brotherhood of the Fire Fist - Dragon,43748308,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Dragon,2021-06-20 15:29:14,,Effect Monster,,Beast-Warrior,1800,400,Old
Brotherhood of the Fire Fist - Dragon,43748308,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Dragon,2021-06-20 15:29:14,,"('Effect Monster',)",,Beast-Warrior,1800,400,New
Brotherhood of the Fire Fist - Eagle,46241344,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Eagle,2021-08-07 19:58:47,,Link Monster,,Beast-Warrior,1700,,Old
Brotherhood of the Fire Fist - Eagle,46241344,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Eagle,2021-08-07 19:58:47,,"('Effect Monster', 'Link Monster')",,Beast-Warrior,1700,,New
Brotherhood of the Fire Fist - Eland,61472381,"('Condition', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Eland,2021-08-07 19:58:44,,Ritual Monster,,Beast-Warrior,2400,2000,Old
Brotherhood of the Fire Fist - Eland,61472381,"('Condition', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Eland,2021-08-07 19:58:44,,"('Effect Monster', 'Ritual Monster')",,Beast-Warrior,2400,2000,New
Brotherhood of the Fire Fist - Elephant,98093548,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Elephant,2021-08-07 19:58:45,,Effect Monster,,Beast-Warrior,1000,1800,Old
Brotherhood of the Fire Fist - Elephant,98093548,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Elephant,2021-08-07 19:58:45,,"('Effect Monster',)",,Beast-Warrior,1000,1800,New
Brotherhood of the Fire Fist - Gorilla,70355994,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Gorilla,2021-06-20 15:28:27,,Effect Monster,,Beast-Warrior,1600,1000,Old
Brotherhood of the Fire Fist - Gorilla,70355994,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Gorilla,2021-06-20 15:28:27,,"('Effect Monster',)",,Beast-Warrior,1600,1000,New
Brotherhood of the Fire Fist - Hawk,17475251,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Hawk,2021-06-20 15:27:38,,Effect Monster,,Beast-Warrior,200,1500,Old
Brotherhood of the Fire Fist - Hawk,17475251,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Hawk,2021-06-20 15:27:38,,"('Effect Monster',)",,Beast-Warrior,200,1500,New
Brotherhood of the Fire Fist - Horse Prince,74168099,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Horse_Prince,2021-06-20 15:36:00,,Synchro Monster,,Beast-Warrior,2200,2200,Old
Brotherhood of the Fire Fist - Horse Prince,74168099,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Horse_Prince,2021-06-20 15:36:00,,"('Effect Monster', 'Synchro Monster')",,Beast-Warrior,2200,2200,New
Brotherhood of the Fire Fist - Kirin,89856523,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Kirin,2020-03-13 16:46:36,,Synchro Monster,,Beast-Warrior,2000,2800,Old
Brotherhood of the Fire Fist - Kirin,89856523,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Kirin,2020-03-13 16:46:36,,"('Effect Monster', 'Synchro Monster')",,Beast-Warrior,2000,2800,New
Brotherhood of the Fire Fist - Leopard,39699564,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Leopard,2021-06-20 15:39:56,,Effect Monster,,Beast-Warrior,0,200,Old
Brotherhood of the Fire Fist - Leopard,39699564,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Leopard,2021-06-20 15:39:56,,"('Effect Monster',)",,Beast-Warrior,0,200,New
Brotherhood of the Fire Fist - Lion Emperor,37057743,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Lion_Emperor,2021-06-20 15:36:50,,Xyz Monster,,Beast-Warrior,2200,200,Old
Brotherhood of the Fire Fist - Lion Emperor,37057743,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Lion_Emperor,2021-06-20 15:36:50,,"('Effect Monster', 'Xyz Monster')",,Beast-Warrior,2200,200,New
Brotherhood of the Fire Fist - Panda,35488287,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Panda,2021-08-07 19:58:43,,Effect Monster,,Beast-Warrior,2100,400,Old
Brotherhood of the Fire Fist - Panda,35488287,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Panda,2021-08-07 19:58:43,,"('Effect Monster',)",,Beast-Warrior,2100,400,New
Brotherhood of the Fire Fist - Peacock,20265095,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Peacock,2022-08-13 11:08:46,,Link Monster,,Beast-Warrior,1000,,Old
Brotherhood of the Fire Fist - Peacock,20265095,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Peacock,2022-08-13 11:08:46,,"('Effect Monster', 'Link Monster')",,Beast-Warrior,1000,,New
Brotherhood of the Fire Fist - Ram,62694833,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Ram,2021-01-24 11:41:47,,Effect Monster,,Beast-Warrior,800,200,Old
Brotherhood of the Fire Fist - Ram,62694833,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Ram,2021-01-24 11:41:47,,"('Effect Monster',)",,Beast-Warrior,800,200,New
Brotherhood of the Fire Fist - Raven,44860890,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Raven,2021-06-20 15:28:02,,Effect Monster,,Beast-Warrior,200,1800,Old
Brotherhood of the Fire Fist - Raven,44860890,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Raven,2021-06-20 15:28:02,,"('Effect Monster',)",,Beast-Warrior,200,1800,New
Brotherhood of the Fire Fist - Rhino,66084673,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Rhino,2021-06-20 15:40:17,,Effect Monster,,Beast-Warrior,1700,1400,Old
Brotherhood of the Fire Fist - Rhino,66084673,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Rhino,2021-06-20 15:40:17,,"('Effect Monster',)",,Beast-Warrior,1700,1400,New
Brotherhood of the Fire Fist - Rooster,30929786,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Rooster,2020-08-14 04:24:30,,Effect Monster,,Beast-Warrior,1500,100,Old
Brotherhood of the Fire Fist - Rooster,30929786,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Rooster,2020-08-14 04:24:30,,"('Effect Monster',)",,Beast-Warrior,1500,100,New
Brotherhood of the Fire Fist - Snake,75132317,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Snake,2023-01-03 22:57:13,,Effect Monster,,Beast-Warrior,1800,600,Old
Brotherhood of the Fire Fist - Snake,75132317,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Snake,2023-01-03 22:57:13,,"('Effect Monster',)",,Beast-Warrior,1800,600,New
Brotherhood of the Fire Fist - Spirit,01662004,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Spirit,2021-06-20 15:36:24,"('Type',)",Effect Monster,Tuner monster,Beast-Warrior,500,200,Old
Brotherhood of the Fire Fist - Spirit,01662004,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Spirit,2021-06-20 15:36:24,"('Type',)","('Effect Monster',)",Tuner monster,Beast-Warrior,500,200,New
Brotherhood of the Fire Fist - Swallow,02521011,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Swallow,2022-08-14 10:19:55,,Effect Monster,,Beast-Warrior,2000,800,Old
Brotherhood of the Fire Fist - Swallow,02521011,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Swallow,2022-08-14 10:19:55,,"('Effect Monster',)",,Beast-Warrior,2000,800,New
Brotherhood of the Fire Fist - Swan,93877990,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Swan,2021-08-07 19:58:45,,Fusion Monster,,Beast-Warrior,2600,2200,Old
Brotherhood of the Fire Fist - Swan,93877990,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Swan,2021-08-07 19:58:45,,"('Effect Monster', 'Fusion Monster')",,Beast-Warrior,2600,2200,New
Brotherhood of the Fire Fist - Tiger King,96381979,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Tiger_King,2021-06-20 15:32:40,,Xyz Monster,,Beast-Warrior,2200,1800,Old
Brotherhood of the Fire Fist - Tiger King,96381979,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Tiger_King,2021-06-20 15:32:40,,"('Effect Monster', 'Xyz Monster')",,Beast-Warrior,2200,1800,New
Brotherhood of the Fire Fist - Wolf,93294869,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Wolf,2021-06-20 15:39:35,,Effect Monster,,Beast-Warrior,0,1900,Old
Brotherhood of the Fire Fist - Wolf,93294869,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Brotherhood_of_the_Fire_Fist_-_Wolf,2021-06-20 15:39:35,,"('Effect Monster',)",,Beast-Warrior,0,1900,New
"Broww, Huntsman of Dark World",79126789,"('Trigger Effect',)",Unlimited,,"https://yugipedia.com/wiki/Broww,_Huntsman_of_Dark_World",2022-12-01 16:18:51,,Effect Monster,,Fiend,1400,800,Old
"Broww, Huntsman of Dark World",79126789,"('Trigger Effect',)",Unlimited,,"https://yugipedia.com/wiki/Broww,_Huntsman_of_Dark_World",2022-12-01 16:18:51,,"('Effect Monster',)",,Fiend,1400,800,New
"Brron, Mad King of Dark World",06214884,"('Trigger Effect',)",Unlimited,,"https://yugipedia.com/wiki/Brron,_Mad_King_of_Dark_World",2022-12-01 16:20:07,,Effect Monster,,Fiend,1800,400,Old
"Brron, Mad King of Dark World",06214884,"('Trigger Effect',)",Unlimited,,"https://yugipedia.com/wiki/Brron,_Mad_King_of_Dark_World",2022-12-01 16:20:07,,"('Effect Monster',)",,Fiend,1800,400,New
Brushfire Knight,36569343,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brushfire_Knight,2021-02-03 21:09:35,,Effect Monster,,Warrior,1400,1200,Old
Brushfire Knight,36569343,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Brushfire_Knight,2021-02-03 21:09:35,,"('Effect Monster',)",,Warrior,1400,1200,New
Brute Enforcer,63503850,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Brute_Enforcer,2022-05-06 07:44:04,,Link Monster,,Cyberse,1600,,Old
Brute Enforcer,63503850,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Brute_Enforcer,2022-05-06 07:44:04,,"('Effect Monster', 'Link Monster')",,Cyberse,1600,,New
Bubonic Vermin,06104968,"('Flip effect',)",Unlimited,,https://yugipedia.com/wiki/Bubonic_Vermin,2021-11-07 09:41:13,,Effect Monster,Flip monster,Beast,900,600,Old
Bubonic Vermin,06104968,"('Flip effect',)",Unlimited,,https://yugipedia.com/wiki/Bubonic_Vermin,2021-11-07 09:41:13,,"('Effect Monster',)",Flip monster,Beast,900,600,New
Bujin Arasuda,23979249,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Bujin_Arasuda,2022-11-05 00:33:19,,Effect Monster,,Beast-Warrior,1600,1900,Old
Bujin Arasuda,23979249,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Bujin_Arasuda,2022-11-05 00:33:19,,"('Effect Monster',)",,Beast-Warrior,1600,1900,New
Bujin Hiruko,70026064,"('Ignition-like Effect',)",Unlimited,,https://yugipedia.com/wiki/Bujin_Hiruko,2020-11-15 19:47:15,,Normal Monster,,Beast-Warrior,1000,2000,Old
Bujin Hiruko,70026064,"('Ignition-like Effect',)",Unlimited,,https://yugipedia.com/wiki/Bujin_Hiruko,2020-11-15 19:47:15,,"('Normal Monster', 'Pendulum Monster')",,Beast-Warrior,1000,2000,New
Bujin Hirume,09418365,"('Summoning condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Bujin_Hirume,2022-04-20 02:32:06,,Effect Monster,,Beast-Warrior,2000,1000,Old
Bujin Hirume,09418365,"('Summoning condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Bujin_Hirume,2022-04-20 02:32:06,,"('Effect Monster',)",,Beast-Warrior,2000,1000,New
Bujin Mahitotsu,92586237,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Bujin_Mahitotsu,2021-06-04 09:11:25,,Effect Monster,,Beast-Warrior,0,1800,Old
Bujin Mahitotsu,92586237,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Bujin_Mahitotsu,2021-06-04 09:11:25,,"('Effect Monster',)",,Beast-Warrior,0,1800,New
