Name,Password,Card type,Property,Archseries,Attribute,Primary type,Secondary type,Monster type,Effect type,DEF,ATK,Level/Rank,TCG status,OCG status,TCG Speed Duel status,Page name,Page URL,Artwork,Modification date,Character
Elemental HERO Bladedge,59793705,Monster Card,,"('Elemental HERO', 'HERO')",EARTH,Effect Monster,,Warrior,"('Continuous Effect',)",1800,2600,7,Unlimited,Unlimited,Unlimited,Elemental HERO Bladedge,https://yugipedia.com/wiki/Elemental_HERO_Bladedge,,2022-10-06 18:10:32,
Elemental HERO Blazeman,63060238,Monster Card,,"('Elemental HERO', 'HERO')",FIRE,Effect Monster,,Warrior,"('Condition', 'Ignition Effect', 'Trigger Effect')",1800,1200,4,Unlimited,Unlimited,Unlimited,Elemental HERO Blazeman,https://yugipedia.com/wiki/Elemental_HERO_Blazeman,,2022-10-06 18:10:12,
Elemental HERO Bubbleman,79979666,Monster Card,,"('Elemental HERO', 'HERO')",WATER,Effect Monster,,Warrior,"('Condition', 'Trigger Effect', 'Unclassified effect')",1200,800,4,Unlimited,Unlimited,Unlimited,Elemental HERO Bubbleman,https://yugipedia.com/wiki/Elemental_HERO_Bubbleman,,2022-10-06 18:10:55,
Elemental HERO Burstinatrix,58932615,Monster Card,,"('Elemental HERO', 'HERO')",FIRE,Normal Monster,,Warrior,,800,1200,3,Unlimited,Unlimited,Unlimited,Elemental HERO Burstinatrix,https://yugipedia.com/wiki/Elemental_HERO_Burstinatrix,"('Alternate', 'Edited')",2022-10-29 13:56:08,
Elemental HERO Clayman,84327329,Monster Card,,"('Elemental HERO', 'HERO')",EARTH,Normal Monster,,Warrior,,2000,800,4,Unlimited,Unlimited,Unlimited,Elemental HERO Clayman,https://yugipedia.com/wiki/Elemental_HERO_Clayman,,2022-10-06 18:13:23,
Elemental HERO Darkbright,41517968,Monster Card,,"('Elemental HERO', 'HERO')",DARK,Fusion Monster,,Warrior,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",1000,2000,6,Unlimited,Unlimited,Unlimited,Elemental HERO Darkbright,https://yugipedia.com/wiki/Elemental_HERO_Darkbright,,2022-06-26 04:31:03,
Elemental HERO Electrum,29343734,Monster Card,,"('Elemental HERO', 'HERO')",LIGHT,Fusion Monster,,Warrior,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",2600,2900,10,Unlimited,Unlimited,Unlimited,Elemental HERO Electrum,https://yugipedia.com/wiki/Elemental_HERO_Electrum,,2022-11-08 12:22:57,
Elemental HERO Flame Wingman,35809262,Monster Card,,"('Elemental HERO', 'HERO', 'Wingman')",WIND,Fusion Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",1200,2100,6,Unlimited,Unlimited,Unlimited,Elemental HERO Flame Wingman,https://yugipedia.com/wiki/Elemental_HERO_Flame_Wingman,,2022-10-08 10:06:59,
Elemental HERO Mariner,14225239,Monster Card,,"('Elemental HERO', 'HERO')",WATER,Fusion Monster,,Warrior,"('Continuous Effect', 'Summoning condition')",1000,1400,5,Unlimited,Unlimited,Unlimited,Elemental HERO Mariner,https://yugipedia.com/wiki/Elemental_HERO_Mariner,,2022-11-08 12:24:04,
Elemental HERO Necroid Shaman,81003500,Monster Card,,"('Elemental HERO', 'HERO', 'roid')",DARK,Fusion Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",1800,1900,6,Unlimited,Unlimited,Unlimited,Elemental HERO Necroid Shaman,https://yugipedia.com/wiki/Elemental_HERO_Necroid_Shaman,,2022-11-08 12:03:52,
Elemental HERO Necroshade,89252153,Monster Card,,"('Elemental HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Unclassified effect',)",1800,1600,5,Unlimited,Unlimited,Unlimited,Elemental HERO Necroshade,https://yugipedia.com/wiki/Elemental_HERO_Necroshade,,2022-03-21 20:21:41,
Elemental HERO Nova Master,01945387,Monster Card,,"('Elemental HERO', 'HERO')",FIRE,Fusion Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",2100,2600,8,Unlimited,Unlimited,Unlimited,Elemental HERO Nova Master,https://yugipedia.com/wiki/Elemental_HERO_Nova_Master,,2022-10-06 17:58:42,
Elemental HERO Plasma Vice,60493189,Monster Card,,"('Elemental HERO', 'HERO')",EARTH,Fusion Monster,,Warrior,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",2300,2600,8,Unlimited,Unlimited,Unlimited,Elemental HERO Plasma Vice,https://yugipedia.com/wiki/Elemental_HERO_Plasma_Vice,,2022-04-24 19:16:10,
Elemental HERO Rampart Blaster,47737087,Monster Card,,"('Elemental HERO', 'HERO')",EARTH,Fusion Monster,,Warrior,"('Continuous Effect', 'Summoning condition')",2500,2000,6,Unlimited,Unlimited,Unlimited,Elemental HERO Rampart Blaster,https://yugipedia.com/wiki/Elemental_HERO_Rampart_Blaster,"('Edited',)",2023-01-05 20:43:54,
Elemental HERO Shining Flare Wingman,25366484,Monster Card,,"('Elemental HERO', 'HERO', 'Wingman')",LIGHT,Fusion Monster,,Warrior,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",2100,2500,8,Unlimited,Unlimited,Not yet released,Elemental HERO Shining Flare Wingman,https://yugipedia.com/wiki/Elemental_HERO_Shining_Flare_Wingman,,2023-02-20 22:30:33,
Elemental HERO Sparkman,20721928,Monster Card,,"('Elemental HERO', 'HERO')",LIGHT,Normal Monster,,Warrior,,1400,1600,4,Unlimited,Unlimited,Unlimited,Elemental HERO Sparkman,https://yugipedia.com/wiki/Elemental_HERO_Sparkman,"('Alternate',)",2022-10-29 13:57:09,
Elemental HERO Steam Healer,81197327,Monster Card,,"('Elemental HERO', 'HERO')",WATER,Fusion Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",1000,1800,5,Unlimited,Unlimited,Unlimited,Elemental HERO Steam Healer,https://yugipedia.com/wiki/Elemental_HERO_Steam_Healer,,2022-06-15 07:40:31,
Elemental HERO Tempest,83121692,Monster Card,,"('Elemental HERO', 'HERO')",WIND,Fusion Monster,,Warrior,"('Ignition Effect', 'Summoning condition')",2800,2800,8,Unlimited,Unlimited,Unlimited,Elemental HERO Tempest,https://yugipedia.com/wiki/Elemental_HERO_Tempest,,2023-02-18 16:53:54,
Elemental HERO Thunder Giant,61204971,Monster Card,,"('Elemental HERO', 'HERO')",LIGHT,Fusion Monster,,Warrior,"('Ignition Effect', 'Summoning condition')",1500,2400,6,Unlimited,Unlimited,Unlimited,Elemental HERO Thunder Giant,https://yugipedia.com/wiki/Elemental_HERO_Thunder_Giant,,2022-03-21 20:21:20,
Elemental HERO Wild Wingman,55615891,Monster Card,,"('Elemental HERO', 'HERO', 'Wingman')",EARTH,Fusion Monster,,Warrior,"('Ignition Effect', 'Summoning condition')",2300,1900,8,Unlimited,Unlimited,Unlimited,Elemental HERO Wild Wingman,https://yugipedia.com/wiki/Elemental_HERO_Wild_Wingman,,2022-11-08 12:23:30,
Elemental HERO Wildheart,86188410,Monster Card,,"('Elemental HERO', 'HERO')",EARTH,Effect Monster,,Warrior,"('Continuous Effect',)",1600,1500,4,Unlimited,Unlimited,Unlimited,Elemental HERO Wildheart,https://yugipedia.com/wiki/Elemental_HERO_Wildheart,,2022-10-06 18:10:25,
"Elements of Thunder, Water, and Wind",,Skill Card,,,,,,,,,,,Illegal,,Legal,"Elements of Thunder, Water, and Wind","https://yugipedia.com/wiki/Elements_of_Thunder,_Water,_and_Wind",,2022-10-08 07:12:45,Paradox Brothers
Eliminating the League,73872164,Trap Card,Normal Trap Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Eliminating the League,https://yugipedia.com/wiki/Eliminating_the_League,,2022-12-30 15:50:40,
Emblem of Dragon Destroyer,06390406,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Emblem of Dragon Destroyer,https://yugipedia.com/wiki/Emblem_of_Dragon_Destroyer,,2022-08-25 08:47:53,
Embodiment of Apophis,28649820,Trap Card,Continuous Trap Card,"('Trap Monster',)",,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Embodiment of Apophis,https://yugipedia.com/wiki/Embodiment_of_Apophis,,2022-09-02 12:20:57,
Emergeroid Call,70628672,Trap Card,Counter Trap Card,"('roid',)",,,,,"('Activation condition', 'Condition', 'Effect', 'Quick-like Effect')",,,,Unlimited,Unlimited,Unlimited,Emergeroid Call,https://yugipedia.com/wiki/Emergeroid_Call,,2022-10-06 17:43:53,
Empress Mantis,58818411,Monster Card,,,WIND,Normal Monster,,Insect,,1400,2200,6,Unlimited,Unlimited,Unlimited,Empress Mantis,https://yugipedia.com/wiki/Empress_Mantis,,2022-04-20 11:56:22,
Enchanting Fitting Room,30531525,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Enchanting Fitting Room,https://yugipedia.com/wiki/Enchanting_Fitting_Room,"('Edited',)",2022-08-27 15:03:28,
Endless Traps,,Skill Card,,,,,,,,,,,Illegal,,Legal,Endless Traps,https://yugipedia.com/wiki/Endless_Traps,,2022-12-27 18:40:13,Odion
Energizing Elements,,Skill Card,,,,,,,,,,,Illegal,,Legal,Energizing Elements,https://yugipedia.com/wiki/Energizing_Elements,,2022-09-01 17:52:47,Bastion Misawa
Energy Drain,56916805,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Energy Drain,https://yugipedia.com/wiki/Energy_Drain,,2021-03-07 05:22:24,
Enraged Battle Ox,76909279,Monster Card,,,EARTH,Effect Monster,,Beast-Warrior,"('Continuous Effect',)",1000,1700,4,Unlimited,Unlimited,Unlimited,Enraged Battle Ox,https://yugipedia.com/wiki/Enraged_Battle_Ox,,2022-12-27 14:37:02,
Eradicating Aerosol,94716515,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Eradicating Aerosol,https://yugipedia.com/wiki/Eradicating_Aerosol,"('Edited',)",2022-04-11 23:13:16,
Eternal Rest,95051344,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Eternal Rest,https://yugipedia.com/wiki/Eternal_Rest,,2022-04-20 23:46:59,
Etoile Cyber,11460577,Monster Card,,"('Cyber', 'Cyber Girl')",EARTH,Effect Monster,,Warrior,"('Continuous Effect',)",1600,1200,4,Unlimited,Unlimited,Unlimited,Etoile Cyber,https://yugipedia.com/wiki/Etoile_Cyber,"('Edited',)",2023-01-05 20:25:21,
Evil HERO Malicious Fiend,86676862,Monster Card,,"('Evil HERO', 'HERO')",FIRE,Fusion Monster,,Fiend,"('Continuous Effect', 'Summoning condition')",2100,3500,8,Unlimited,Unlimited,Not yet released,Evil HERO Malicious Fiend,https://yugipedia.com/wiki/Evil_HERO_Malicious_Fiend,,2023-02-21 03:48:12,
Exiled Force,74131780,Monster Card,,"('Force',)",EARTH,Effect Monster,,Warrior,"('Ignition Effect',)",1000,1000,4,Unlimited,Unlimited,Unlimited,Exiled Force,https://yugipedia.com/wiki/Exiled_Force,,2022-04-24 19:18:52,
Exploder Dragon,20586572,Monster Card,,,EARTH,Effect Monster,,Dragon,"('Continuous Effect', 'Trigger Effect')",0,1000,3,Unlimited,Unlimited,Unlimited,Exploder Dragon,https://yugipedia.com/wiki/Exploder_Dragon,,2022-12-27 13:00:11,
Expressroid,00984114,Monster Card,,"('roid',)",EARTH,Effect Monster,,Machine,"('Trigger Effect',)",1600,400,4,Unlimited,Unlimited,Unlimited,Expressroid,https://yugipedia.com/wiki/Expressroid,,2022-10-06 17:53:53,
Fairy Meteor Crush,97687912,Spell Card,Equip Spell Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Fairy Meteor Crush,https://yugipedia.com/wiki/Fairy_Meteor_Crush,,2023-01-03 17:24:02,
Fairy Wind,73507661,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fairy Wind,https://yugipedia.com/wiki/Fairy_Wind,,2022-04-20 14:24:34,
Falchionβ,86170989,Monster Card,,"('Konami Arcade Games',)",LIGHT,Effect Monster,,Machine,"('Trigger Effect',)",800,1200,4,Unlimited,Unlimited,Unlimited,Falchionβ,https://yugipedia.com/wiki/Falchion%CE%B2,,2023-02-14 17:40:09,
Faustian Bargain,68396778,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Faustian Bargain,https://yugipedia.com/wiki/Faustian_Bargain,,2020-11-23 05:29:12,
Feral Imp,41392891,Monster Card,,,DARK,Normal Monster,,Fiend,,1400,1300,4,Unlimited,Unlimited,Unlimited,Feral Imp,https://yugipedia.com/wiki/Feral_Imp,,2023-01-03 16:48:42,
Fiend's Sanctuary,24874630,Spell Card,Normal Spell Card,,,,,,"('Effect', 'Lingering effect', 'Maintenance cost')",,,,Unlimited,Unlimited,Unlimited,Fiend's Sanctuary,https://yugipedia.com/wiki/Fiend%27s_Sanctuary,"('Edited',)",2022-12-24 16:03:57,
Fifth Hope,55428811,Spell Card,Normal Spell Card,"('Utopic',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fifth Hope,https://yugipedia.com/wiki/Fifth_Hope,,2022-11-08 12:03:10,
Fighting Spirit,06178850,Spell Card,Equip Spell Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Fighting Spirit,https://yugipedia.com/wiki/Fighting_Spirit,,2022-09-21 12:44:15,
Final Attack Orders,52503575,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Final Attack Orders,https://yugipedia.com/wiki/Final_Attack_Orders,,2021-09-18 22:47:44,
Final Draw,,Skill Card,,"('Duel winner',)",,,,,,,,,Illegal,,Legal,Final Draw,https://yugipedia.com/wiki/Final_Draw,,2023-02-09 12:04:52,Yami Yugi
Fire Formation - Tenki,57103969,Spell Card,Continuous Spell Card,"('Fire Formation',)",,,,,"('Condition', 'Continuous-like Effect', 'Effect')",,,,Semi-Limited,Semi-Limited,Unlimited,Fire Formation - Tenki,https://yugipedia.com/wiki/Fire_Formation_-_Tenki,,2022-02-14 02:29:39,
Fire Reaper,53581214,Monster Card,,,DARK,Normal Monster,,Zombie,,500,700,2,Unlimited,Unlimited,Unlimited,Fire Reaper,https://yugipedia.com/wiki/Fire_Reaper,,2023-01-03 16:51:35,
Firewall,94804055,Trap Card,Continuous Trap Card,,,,,,"('Maintenance cost', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Firewall,https://yugipedia.com/wiki/Firewall,,2022-11-15 13:28:59,
Fishborg Planter,51282878,Monster Card,,"('Fishborg',)",WATER,Effect Monster,,Fish,"('Condition', 'Ignition Effect')",200,200,2,Unlimited,Unlimited,Unlimited,Fishborg Planter,https://yugipedia.com/wiki/Fishborg_Planter,,2023-01-30 17:47:24,
Flame Manipulator,34460851,Monster Card,,,FIRE,Normal Monster,,Spellcaster,,1000,900,3,Unlimited,Unlimited,Unlimited,Flame Manipulator,https://yugipedia.com/wiki/Flame_Manipulator,,2023-01-03 16:55:12,
Flame Swordsman,45231177,Monster Card,,"('Flame Swordsman (series)',)",FIRE,Fusion Monster,,Warrior,,1600,1800,5,Unlimited,Unlimited,Unlimited,Flame Swordsman,https://yugipedia.com/wiki/Flame_Swordsman,"('Alternate',)",2023-01-03 17:13:05,
Flight of the Harpies,,Skill Card,,"('Harpie',)",,,,,,,,,Illegal,,Legal,Flight of the Harpies,https://yugipedia.com/wiki/Flight_of_the_Harpies,,2021-03-03 03:36:52,Mai Valentine
Flint,75560629,Spell Card,Equip Spell Card,"('Flint (series)',)",,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Flint,https://yugipedia.com/wiki/Flint,,2022-08-15 12:57:02,
Flint Lock,83812099,Monster Card,,"('Flint (series)',)",LIGHT,Effect Monster,,Machine,"('Condition', 'Continuous Effect', 'Ignition Effect')",800,1500,4,Unlimited,Unlimited,Unlimited,Flint Lock,https://yugipedia.com/wiki/Flint_Lock,,2021-01-20 18:35:49,
Floodgate Trap Hole,69599136,Trap Card,Normal Trap Card,"('Trap Hole (archetype)',)",,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Floodgate Trap Hole,https://yugipedia.com/wiki/Floodgate_Trap_Hole,,2023-02-14 00:21:57,
Fog King,06614221,Monster Card,,,WATER,Effect Monster,,Spellcaster,"('Continuous Effect', 'Unclassified effect')",0,0,7,Unlimited,Unlimited,Not yet released,Fog King,https://yugipedia.com/wiki/Fog_King,,2023-02-20 22:17:27,
Foolish Burial,81439173,Spell Card,Normal Spell Card,"('Foolish',)",,,,,"('Effect',)",,,,Limited,Limited,Unlimited,Foolish Burial,https://yugipedia.com/wiki/Foolish_Burial,"('Edited',)",2023-01-03 19:36:35,
Forbidden Cyber Style Technique,,Skill Card,,"('Cyber',)",,,,,,,,,Illegal,,Legal,Forbidden Cyber Style Technique,https://yugipedia.com/wiki/Forbidden_Cyber_Style_Technique,,2022-09-01 17:31:13,Zane Truesdale
Forest,87430998,Spell Card,Field Spell Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Forest,https://yugipedia.com/wiki/Forest,,2023-01-03 16:38:12,
Formation Union,26931058,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Formation Union,https://yugipedia.com/wiki/Formation_Union,,2022-07-24 09:27:54,
Fortress Whale,62337487,Monster Card,,,WATER,Ritual Monster,,Fish,,2150,2350,7,Unlimited,Unlimited,Unlimited,Fortress Whale,https://yugipedia.com/wiki/Fortress_Whale,"('Edited',)",2022-12-31 17:08:22,
Fortress Whale's Oath,77454922,Spell Card,Ritual Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fortress Whale's Oath,https://yugipedia.com/wiki/Fortress_Whale%27s_Oath,,2021-03-06 01:51:23,
Freed the Matchless General,49681811,Monster Card,,"('Freed',)",EARTH,Effect Monster,,Warrior,"('Condition', 'Continuous Effect', 'Trigger Effect')",1700,2300,5,Unlimited,Unlimited,Unlimited,Freed the Matchless General,https://yugipedia.com/wiki/Freed_the_Matchless_General,,2023-01-03 19:01:58,
Frontline Base,46181000,Spell Card,Continuous Spell Card,,,,,,"('Ignition-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Frontline Base,https://yugipedia.com/wiki/Frontline_Base,,2021-01-31 17:20:06,
Frost and Flame Dragon,55589254,Monster Card,,,WATER,Effect Monster,,Dragon,"('Ignition Effect', 'Summoning condition')",2000,2300,6,Unlimited,Unlimited,Unlimited,Frost and Flame Dragon,https://yugipedia.com/wiki/Frost_and_Flame_Dragon,,2022-10-06 17:11:08,
Fulfillment of the Contract,48206762,Spell Card,Equip Spell Card,,,,,,"('Continuous-like Effect', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Fulfillment of the Contract,https://yugipedia.com/wiki/Fulfillment_of_the_Contract,,2020-05-22 12:35:34,
Fury of Thunder,,Skill Card,,,,,,,,,,,Illegal,,Legal,Fury of Thunder,https://yugipedia.com/wiki/Fury_of_Thunder,,2022-12-27 17:57:22,Yami Yugi
Fusion Gate,33550694,Spell Card,Field Spell Card,"('Fusion (archetype)',)",,,,,"('Ignition-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Fusion Gate,https://yugipedia.com/wiki/Fusion_Gate,,2022-07-24 04:47:21,
Fusion Party!,,Skill Card,,,,,,,,,,,Illegal,,Legal,Fusion Party!,https://yugipedia.com/wiki/Fusion_Party!,,2023-02-09 12:06:54,Christine
Fusion Recovery,18511384,Spell Card,Normal Spell Card,"('Fusion (archetype)',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fusion Recovery,https://yugipedia.com/wiki/Fusion_Recovery,,2022-03-21 20:21:29,
Fusion Recycling Plant,22829942,Spell Card,Field Spell Card,"('Polymerization (archetype)',)",,,,,"('Ignition-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Fusion Recycling Plant,https://yugipedia.com/wiki/Fusion_Recycling_Plant,,2022-04-12 18:54:07,
Fusion Sage,26902560,Spell Card,Normal Spell Card,"('Polymerization (archetype)',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Fusion Sage,https://yugipedia.com/wiki/Fusion_Sage,,2022-03-21 20:21:35,
Fusion Sword Murasame Blade,37684215,Spell Card,Equip Spell Card,"('Polymerization (archetype)',)",,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Fusion Sword Murasame Blade,https://yugipedia.com/wiki/Fusion_Sword_Murasame_Blade,,2023-01-03 17:16:52,
Fusion Weapon,27967615,Spell Card,Equip Spell Card,"('Fusion (archetype)',)",,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Fusion Weapon,https://yugipedia.com/wiki/Fusion_Weapon,,2022-03-21 18:47:12,
Future Fusion,77565204,Spell Card,Continuous Spell Card,"('Fusion (archetype)', 'Polymerization (archetype)')",,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Future Fusion,https://yugipedia.com/wiki/Future_Fusion,,2022-04-24 19:22:17,
Gaap the Divine Soldier,37955049,Monster Card,,,DARK,Effect Monster,,Fiend,"('Continuous Effect', 'Ignition Effect')",2000,2200,6,Unlimited,Unlimited,Unlimited,Gaap the Divine Soldier,https://yugipedia.com/wiki/Gaap_the_Divine_Soldier,,2022-05-14 06:07:16,
Gaia The Fierce Knight,06368038,Monster Card,,"('Gaia The Fierce Knight (archetype)',)",EARTH,Normal Monster,,Warrior,,2100,2300,7,Unlimited,Unlimited,Unlimited,Gaia The Fierce Knight,https://yugipedia.com/wiki/Gaia_The_Fierce_Knight,"('Alternate',)",2022-11-12 15:34:53,
Gaia the Dragon Champion,66889139,Monster Card,,"('Gaia Knight', 'Gaia the Dragon Champion (archetype)')",WIND,Fusion Monster,,Dragon,,2100,2600,7,Unlimited,Unlimited,Unlimited,Gaia the Dragon Champion,https://yugipedia.com/wiki/Gaia_the_Dragon_Champion,,2022-10-14 08:20:56,
Gale Lizard,77491079,Monster Card,,,WATER,Effect Monster,"('Flip monster',)",Reptile,"('Flip effect',)",700,1400,4,Unlimited,Unlimited,Unlimited,Gale Lizard,https://yugipedia.com/wiki/Gale_Lizard,,2022-04-23 13:24:42,
Gamma The Magnet Warrior,11549357,Monster Card,,"('Magnet Warrior', 'Warrior (archetype)')",EARTH,Normal Monster,,Rock,,1800,1500,4,Unlimited,Unlimited,Unlimited,Gamma The Magnet Warrior,https://yugipedia.com/wiki/Gamma_The_Magnet_Warrior,,2021-03-07 05:28:31,
Gate Guardian,25833572,Monster Card,,"('Guardian',)",DARK,Effect Monster,,Warrior,"('Summoning condition',)",3400,3750,11,Unlimited,Unlimited,Unlimited,Gate Guardian,https://yugipedia.com/wiki/Gate_Guardian,,2022-10-06 17:28:55,
Gatekeeper,19737320,Monster Card,,,DARK,Normal Monster,,Machine,,1800,1500,5,Unlimited,Unlimited,Unlimited,Gatekeeper,https://yugipedia.com/wiki/Gatekeeper,,2023-01-03 17:02:37,
Gazelle the King of Mythical Beasts,05818798,Monster Card,,"('Phantom Beast',)",EARTH,Normal Monster,,Beast,,1200,1500,4,Unlimited,Unlimited,Unlimited,Gazelle the King of Mythical Beasts,https://yugipedia.com/wiki/Gazelle_the_King_of_Mythical_Beasts,,2023-01-03 19:37:28,
Gearfried the Iron Knight,00423705,Monster Card,,"('Gearfried',)",EARTH,Effect Monster,,Warrior,"('Trigger Effect',)",1600,1800,4,Unlimited,Unlimited,Unlimited,Gearfried the Iron Knight,https://yugipedia.com/wiki/Gearfried_the_Iron_Knight,,2023-01-03 17:12:50,
Gearfried the Swordmaster,57046845,Monster Card,,"('Gearfried',)",LIGHT,Effect Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",2200,2600,7,Unlimited,Unlimited,Unlimited,Gearfried the Swordmaster,https://yugipedia.com/wiki/Gearfried_the_Swordmaster,,2022-09-16 21:51:56,
