Name,Password,Card type,Property,Effect type,Archseries,Artwork,TCG status,OCG status,Page name,Modification date,Errata,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows
Empty Machine,09409625,Trap Card,Continuous Trap Card,"('Continuous-like Effect', 'Quick-like Effect')",,,Unlimited,Unlimited,Empty Machine,2020-01-24 05:03:00,,,,,,,,,,,
Enchanted Javelin,96355986,Trap Card,Normal Trap Card,"('Effect',)",,,Unlimited,Unlimited,Enchanted Javelin,2021-11-07 13:34:13,,,,,,,,,,,
Enchanting Fitting Room,30531525,Spell Card,Normal Spell Card,"('Cost', 'Effect')",,"('Edited',)",Unlimited,Unlimited,Enchanting Fitting Room,2022-08-27 15:03:28,,,,,,,,,,,
Enchanting Mermaid,75376965,Monster Card,,,,"('Edited',)",Unlimited,Unlimited,Enchanting Mermaid,2022-12-19 15:25:02,"('Name',)",Normal Monster,,WATER,Fish,3,1200,900,,,
Encode Talker,06622715,Monster Card,,"('Trigger Effect',)","('Code Talker (archetype)',)",,Unlimited,Unlimited,Encode Talker,2021-06-23 04:21:04,,Link Monster,,LIGHT,Cyberse,,2300,,,3,"('↓', '↘', '↑')"
End of the Line,53442500,Trap Card,Normal Trap Card,"('Effect',)",,,Unlimited,Unlimited,End of the Line,2022-11-07 07:26:15,,,,,,,,,,,
End of the World,08198712,Spell Card,Ritual Spell Card,"('Effect',)","('Ruin & Demise',)",,Unlimited,Unlimited,End of the World,2021-10-22 19:00:53,,,,,,,,,,,
Endless Decay,07845138,Monster Card,,"('Trigger Effect', 'Unclassified effect')",,,Unlimited,Unlimited,Endless Decay,2020-03-13 23:43:42,,Effect Monster,,DARK,Zombie,5,?,0,,,
Endless Engine Argyro System,21887075,Spell Card,Normal Spell Card,"('Condition', 'Effect', 'Ignition-like Effect')",,,Unlimited,Unlimited,Endless Engine Argyro System,2022-05-19 23:15:00,,,,,,,,,,,
Endymion's Lab,65342096,Spell Card,Continuous Spell Card,"('Condition', 'Continuous-like Effect', 'Trigger Effect')","('Endymion',)",,Unlimited,Unlimited,Endymion's Lab,2022-04-20 03:10:42,,,,,,,,,,,
"Endymion, the Magistus of Mastery",09482987,Monster Card,,"('Condition', 'Ignition Effect')","('Endymion', 'Magistus')",,Unlimited,Unlimited,"Endymion, the Magistus of Mastery",2022-10-02 13:35:32,,Effect Monster,,WATER,Spellcaster,4,1300,1700,,,
"Endymion, the Master Magician",40732515,Monster Card,,"('Ignition Effect', 'Trigger Effect', 'Unclassified effect')","('Endymion', 'Prophecy')",,Unlimited,Unlimited,"Endymion, the Master Magician",2021-11-07 03:59:55,,Effect Monster,,DARK,Spellcaster,7,2700,1700,,,
"Endymion, the Mighty Master of Magic",03611830,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition-like Effect', 'Quick Effect', 'Trigger Effect')","('Endymion', 'Prophecy')",,Unlimited,Unlimited,"Endymion, the Mighty Master of Magic",2021-08-27 22:27:22,,Effect Monster,,DARK,Spellcaster,7,2800,1700,8,,
Enemy Controller,98045062,Spell Card,Quick-Play Spell Card,"('Cost', 'Effect')",,,Unlimited,Unlimited,Enemy Controller,2023-01-03 01:06:43,,,,,,,,,,,
Energy Bravery,72631243,Monster Card,,"('Continuous Effect',)",,,Unlimited,Unlimited,Energy Bravery,2020-11-23 03:41:13,,Effect Monster,,LIGHT,Warrior,4,1700,1200,,,
Energy Drain,56916805,Trap Card,Normal Trap Card,"('Effect',)",,,Unlimited,Unlimited,Energy Drain,2021-03-07 05:22:24,,,,,,,,,,,
Energy-Absorbing Monolith,57006589,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,Energy-Absorbing Monolith,2020-07-20 08:08:58,,,,,,,,,,,
Enervating Mist,26022485,Trap Card,Continuous Trap Card,"('Continuous-like Effect',)",,"('Edited',)",Unlimited,Unlimited,Enervating Mist,2022-04-20 12:46:11,,,,,,,,,,,
Engraver of the Mark,50078320,Monster Card,,"('Quick Effect',)",,,Unlimited,Unlimited,Engraver of the Mark,2020-12-03 15:08:34,,Effect Monster,,DARK,Spellcaster,4,1800,1200,,,
"Enishi, Shien's Chancellor",38280762,Monster Card,,"('Condition', 'Ignition Effect', 'Summoning condition')","('Shien',)","('Edited',)",Unlimited,Unlimited,"Enishi, Shien's Chancellor",2022-11-11 14:34:20,"('Name',)",Effect Monster,,LIGHT,Warrior,6,2200,1200,,,
Enlightenment,57274196,Trap Card,Normal Trap Card,"('Activation condition', 'Condition', 'Effect')",,,Unlimited,Unlimited,Enlightenment,2020-11-23 03:41:37,,,,,,,,,,,
Enlightenment Paladin,59123194,Monster Card,,"('Condition', 'Trigger Effect')",,,Unlimited,Unlimited,Enlightenment Paladin,2022-12-19 19:25:20,,Synchro Monster,,DARK,Spellcaster,8,2500,2000,,,
Enma's Judgment,32120116,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,"('Edited',)",Unlimited,Unlimited,Enma's Judgment,2021-05-26 19:05:59,,,,,,,,,,,
Enraged Battle Ox,76909279,Monster Card,,"('Continuous Effect',)",,,Unlimited,Unlimited,Enraged Battle Ox,2022-12-27 14:37:02,"('Name',)",Effect Monster,,EARTH,Beast-Warrior,4,1700,1000,,,
Enraged Muka Muka,91862578,Monster Card,,"('Continuous Effect',)",,,Unlimited,Unlimited,Enraged Muka Muka,2022-04-20 23:46:04,,Effect Monster,,EARTH,Rock,5,1200,600,,,
Envoy of Chaos,38695361,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Envoy of Chaos,2020-06-18 13:01:52,,Effect Monster,,DARK,Warrior,4,1500,0,,,
"Epigonen, the Impersonation Invader",51611041,Monster Card,,"('Condition', 'Ignition Effect')",,,Unlimited,Unlimited,"Epigonen, the Impersonation Invader",2022-02-11 11:47:43,,Effect Monster,,LIGHT,Rock,7,2000,2000,,,
Epsilon The Magnet Warrior,52566270,Monster Card,,"('Condition', 'Trigger Effect')","('Magnet Warrior',)",,Unlimited,Unlimited,Epsilon The Magnet Warrior,2022-02-11 11:48:33,,Effect Monster,,EARTH,Rock,4,1300,1500,,,
Epurrely Beauty,98049934,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Purrely',)",,Not yet released,Unlimited,Epurrely Beauty,2023-01-09 16:52:46,,Xyz Monster,,WATER,Fairy,2,1600,1100,,,
Epurrely Happiness,52645235,Monster Card,,"('Quick Effect', 'Trigger Effect')","('Purrely',)",,Not yet released,Unlimited,Epurrely Happiness,2023-01-09 16:54:24,,Xyz Monster,,LIGHT,Fairy,2,2000,100,,,
Epurrely Plump,24434049,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Purrely',)",,Not yet released,Unlimited,Epurrely Plump,2023-01-09 16:51:23,,Xyz Monster,,EARTH,Fairy,2,200,2100,,,
Equip Shot,62878208,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,Equip Shot,2022-08-14 06:04:25,,,,,,,,,,,
Eradicating Aerosol,94716515,Spell Card,Normal Spell Card,"('Effect',)",,"('Edited',)",Unlimited,Unlimited,Eradicating Aerosol,2022-04-11 23:13:16,,,,,,,,,,,
Eradicator Epidemic Virus,54974237,Trap Card,Normal Trap Card,"('Cost', 'Effect')","('Virus',)",,Unlimited,Unlimited,Eradicator Epidemic Virus,2022-04-24 19:17:12,,,,,,,,,,,
Erebus the Underworld Monarch,23064604,Monster Card,,"('Quick Effect', 'Summoning condition', 'Trigger Effect')","('Monarch',)",,Unlimited,Unlimited,Erebus the Underworld Monarch,2022-07-28 01:11:48,,Effect Monster,,DARK,Zombie,8,2800,1000,,,
Eria the Water Charmer,74364659,Monster Card,,"('Flip effect',)","('Charmer',)",,Unlimited,Unlimited,Eria the Water Charmer,2022-04-20 13:10:00,"('Name', 'Type')",Effect Monster,Flip monster,WATER,Spellcaster,3,500,1500,,,
"Eria the Water Charmer, Gentle",73309655,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Charmer', 'Familiar-Possessed', 'Possessed')",,Unlimited,Unlimited,"Eria the Water Charmer, Gentle",2022-07-24 08:16:25,"('Name',)",Link Monster,,WATER,Spellcaster,,1850,,,2,"('↙', '↘')"
Erica the Rikka Fairy,07407724,Monster Card,,"('Condition', 'Trigger Effect')","('Rikka',)",,Unlimited,Unlimited,Erica the Rikka Fairy,2022-04-20 02:54:08,,Effect Monster,,WATER,Plant,6,2400,1000,,,
Escalation of the Monarchs,18235309,Trap Card,Continuous Trap Card,"('Quick-like Effect',)","('Monarch (Spell/Trap archetype)',)",,Unlimited,Unlimited,Escalation of the Monarchs,2020-11-23 03:43:14,,,,,,,,,,,
Escape from the Dark Dimension,31550470,Trap Card,Continuous Trap Card,"('Continuous-like Effect', 'Effect')",,,Unlimited,Unlimited,Escape from the Dark Dimension,2021-04-27 00:49:03,,,,,,,,,,,
Escape of the Unchained,53417695,Trap Card,Normal Trap Card,"('Condition', 'Effect', 'Trigger Effect')","('Unchained',)",,Unlimited,Unlimited,Escape of the Unchained,2022-05-05 16:20:50,,,,,,,,,,,
Escher the Frost Vassal,24326617,Monster Card,,"('Unclassified effect',)","('Vassal',)",,Unlimited,Unlimited,Escher the Frost Vassal,2020-11-23 03:43:26,,Effect Monster,,WATER,Aqua,4,800,1000,,,
Esper Girl,99070951,Monster Card,,"('Trigger Effect',)",,,Unlimited,Unlimited,Esper Girl,2022-04-20 12:26:00,,Effect Monster,Tuner monster,EARTH,Psychic,2,500,300,,,
Eternal Bond,45283341,Trap Card,Normal Trap Card,"('Condition', 'Effect', 'Quick-like Effect')",,,Unlimited,Unlimited,Eternal Bond,2021-07-08 04:36:36,,,,,,,,,,,
Eternal Chaos,25750986,Trap Card,Normal Trap Card,"('Condition', 'Effect')","('Chaos',)",,Unlimited,Unlimited,Eternal Chaos,2021-01-21 10:38:23,,,,,,,,,,,
Eternal Dread,35787450,Trap Card,Normal Trap Card,"('Effect',)",,,Unlimited,Unlimited,Eternal Dread,2020-11-23 03:44:14,,,,,,,,,,,
Eternal Drought,56606928,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,Eternal Drought,2022-04-14 23:16:26,,,,,,,,,,,
Eternal Galaxy,82162616,Trap Card,Normal Trap Card,"('Activation condition', 'Condition', 'Effect')","('Galaxy',)",,Unlimited,Unlimited,Eternal Galaxy,2021-09-09 02:30:59,,,,,,,,,,,
Eternal Rest,95051344,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,Eternal Rest,2022-04-20 23:46:59,"('Type',)",,,,,,,,,,
Eternal Soul,48680970,Trap Card,Continuous Trap Card,"('Condition', 'Continuous-like Effect', 'Quick-like Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Eternal Soul,2022-05-24 04:17:13,,,,,,,,,,,
Etoile Cyber,11460577,Monster Card,,"('Continuous Effect',)","('Cyber', 'Cyber Girl')","('Edited',)",Unlimited,Unlimited,Etoile Cyber,2023-01-05 20:25:21,,Effect Monster,,EARTH,Warrior,4,1200,1600,,,
Euler's Circuit,09547962,Spell Card,Field Spell Card,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Euler's Circuit,2020-01-24 05:14:03,,,,,,,,,,,
Eva,40177746,Monster Card,,"('Condition', 'Trigger Effect')",,,Forbidden,Limited,Eva,2022-04-10 06:03:32,,Effect Monster,,LIGHT,Fairy,1,500,200,,,
Evening Twilight Knight,32013448,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect', 'Unclassified effect')",,,Unlimited,Unlimited,Evening Twilight Knight,2022-08-01 12:50:35,,Effect Monster,,DARK,Warrior,4,500,2000,,,
Evenly Matched,15693423,Trap Card,Normal Trap Card,"('Activation condition', 'Condition', 'Effect')",,,Unlimited,Unlimited,Evenly Matched,2022-11-02 12:39:06,,,,,,,,,,,
Everlasting Alloy,37042505,Spell Card,Quick-Play Spell Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,Everlasting Alloy,2021-09-15 16:50:58,,,,,,,,,,,
Everliving Underworld Cannon,31467372,Spell Card,Continuous Spell Card,"('Trigger Effect',)",,,Unlimited,Unlimited,Everliving Underworld Cannon,2020-11-23 03:45:29,,,,,,,,,,,
Evigishki Gustkraken,45222299,Monster Card,,"('Summoning condition', 'Trigger Effect')","('Gishki',)",,Unlimited,Unlimited,Evigishki Gustkraken,2022-11-12 02:13:27,,Ritual Monster,,WATER,Aqua,6,2400,1000,,,
Evigishki Levianima,71203602,Monster Card,,"('Summoning condition', 'Trigger Effect')","('Gishki',)",,Unlimited,Unlimited,Evigishki Levianima,2022-02-25 16:49:51,,Ritual Monster,,WATER,Aqua,8,2700,1500,,,
Evigishki Merrowgeist,76372778,Monster Card,,"('Trigger Effect',)","('Gishki',)",,Unlimited,Unlimited,Evigishki Merrowgeist,2022-04-20 12:41:28,,Xyz Monster,,WATER,Aqua,4,2100,1600,,,
Evigishki Mind Augus,11877465,Monster Card,,"('Summoning condition', 'Trigger Effect')","('Gishki',)",,Unlimited,Unlimited,Evigishki Mind Augus,2022-11-11 01:57:43,,Ritual Monster,,WATER,Aqua,6,2500,2000,,,
Evigishki Nereimanas,88926295,Monster Card,,"('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Gishki',)",,,Unlimited,Evigishki Nereimanas,2022-10-15 08:56:26,,Ritual Monster,,WATER,Spellcaster,10,3000,1800,,,
Evigishki Soul Ogre,57272170,Monster Card,,"('Ignition Effect', 'Summoning condition')","('Gishki',)",,Unlimited,Unlimited,Evigishki Soul Ogre,2022-02-25 16:48:25,,Ritual Monster,,WATER,Aqua,8,2800,2800,,,
Evigishki Tetrogre,21496848,Monster Card,,"('Ignition Effect', 'Summoning condition')","('Gishki',)",,Unlimited,Unlimited,Evigishki Tetrogre,2022-04-20 03:13:13,,Ritual Monster,,WATER,Aqua,6,2600,2100,,,
Evil Blast,15684835,Trap Card,Normal Trap Card,"('Activation condition', 'Continuous-like Effect', 'Effect', 'Trigger Effect')",,,Unlimited,Unlimited,Evil Blast,2022-04-20 12:06:30,,,,,,,,,,,
Evil Dragon Ananta,08400623,Monster Card,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",,,Unlimited,Unlimited,Evil Dragon Ananta,2022-01-01 13:16:46,,Effect Monster,,DARK,Reptile,8,?,?,,,
Evil Eye Awakening,17616743,Spell Card,Normal Spell Card,"('Condition', 'Effect')","('Evil Eye',)",,Unlimited,Unlimited,Evil Eye Awakening,2022-04-20 03:10:54,,,,,,,,,,,
Evil Eye Confrontation,43011492,Spell Card,Quick-Play Spell Card,"('Activation condition', 'Condition', 'Effect')","('Evil Eye',)",,Unlimited,Unlimited,Evil Eye Confrontation,2022-04-20 02:55:26,,,,,,,,,,,
Evil Eye Defeat,06494106,Trap Card,Normal Trap Card,"('Activation condition', 'Condition', 'Effect')","('Evil Eye',)",,Unlimited,Unlimited,Evil Eye Defeat,2022-04-20 03:08:40,,,,,,,,,,,
Evil Eye Domain - Pareidolia,70122149,Spell Card,Field Spell Card,"('Condition', 'Effect', 'Trigger Effect')","('Evil Eye',)",,Unlimited,Unlimited,Evil Eye Domain - Pareidolia,2020-09-01 18:12:56,,,,,,,,,,,
Evil Eye Mesmerism,42899204,Trap Card,Continuous Trap Card,"('Activation condition', 'Condition', 'Continuous-like Effect')","('Evil Eye',)",,Unlimited,Unlimited,Evil Eye Mesmerism,2022-04-20 03:07:53,,,,,,,,,,,
Evil Eye Reemergence,07610394,Spell Card,Normal Spell Card,"('Condition', 'Effect', 'Ignition-like Effect')","('Evil Eye',)",,Unlimited,Unlimited,Evil Eye Reemergence,2022-08-14 11:14:51,,,,,,,,,,,
Evil Eye Repose,79400597,Spell Card,Continuous Spell Card,"('Condition', 'Effect', 'Trigger Effect')","('Evil Eye',)",,Unlimited,Unlimited,Evil Eye Repose,2022-04-20 02:53:07,,,,,,,,,,,
Evil Eye Resurrection,08775395,Spell Card,Normal Spell Card,"('Condition', 'Effect', 'Trigger Effect')","('Evil Eye',)",,,Unlimited,Evil Eye Resurrection,2022-10-15 10:08:28,,,,,,,,,,,
Evil Eye Retribution,79383919,Trap Card,Counter Trap Card,"('Activation condition', 'Condition', 'Effect')","('Evil Eye',)",,Unlimited,Unlimited,Evil Eye Retribution,2020-09-01 18:11:57,,,,,,,,,,,
Evil Eye of Gorgoneio,28957126,Spell Card,Equip Spell Card,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')","('Evil Eye',)",,Unlimited,Unlimited,Evil Eye of Gorgoneio,2022-04-20 03:01:22,,,,,,,,,,,
Evil Eye of Selene,44133040,Spell Card,Equip Spell Card,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')","('Evil Eye',)",,Unlimited,Unlimited,Evil Eye of Selene,2022-12-25 16:01:05,,,,,,,,,,,
Evil HERO Adusted Gold,13650422,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Adusted Gold,2022-07-22 00:21:16,,Effect Monster,,LIGHT,Fiend,4,2100,800,,,
Evil HERO Dark Gaia,58332301,Monster Card,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Dark Gaia,2022-07-22 00:21:08,"('Name', 'Type')",Fusion Monster,,EARTH,Fiend,8,?,0,,,
Evil HERO Infernal Gainer,95943058,Monster Card,,"('Ignition Effect', 'Trigger Effect')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Infernal Gainer,2022-07-22 00:21:23,"('Name',)",Effect Monster,,EARTH,Fiend,4,1600,0,,,
Evil HERO Infernal Prodigy,50304345,Monster Card,,"('Trigger Effect', 'Unclassified effect')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Infernal Prodigy,2022-07-21 17:31:33,"('Name',)",Effect Monster,,DARK,Fiend,2,300,600,,,
Evil HERO Infernal Sniper,50282757,Monster Card,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Infernal Sniper,2022-07-22 00:21:07,"('Name',)",Fusion Monster,,FIRE,Fiend,6,2000,2500,,,
Evil HERO Inferno Wing,22160245,Monster Card,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Inferno Wing,2022-07-22 08:02:41,"('Name',)",Fusion Monster,,FIRE,Fiend,6,2100,1200,,,
Evil HERO Lightning Golem,21947653,Monster Card,,"('Ignition Effect', 'Summoning condition')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Lightning Golem,2022-07-22 00:21:14,"('Name',)",Fusion Monster,,LIGHT,Fiend,6,2400,1500,,,
Evil HERO Malicious Bane,86165817,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Malicious Bane,2022-07-21 17:21:45,,Fusion Monster,,DARK,Fiend,8,3000,3000,,,
Evil HERO Malicious Edge,58554959,Monster Card,,"('Continuous Effect', 'Summoning condition')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Malicious Edge,2022-07-21 17:32:18,"('Name',)",Effect Monster,,EARTH,Fiend,7,2600,1800,,,
Evil HERO Malicious Fiend,86676862,Monster Card,,"('Continuous Effect', 'Summoning condition')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Malicious Fiend,2022-08-13 13:45:13,"('Name',)",Fusion Monster,,FIRE,Fiend,8,3500,2100,,,
Evil HERO Sinister Necrom,45659520,Monster Card,,"('Condition', 'Ignition Effect')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Sinister Necrom,2022-07-21 17:30:26,,Effect Monster,,DARK,Fiend,5,1600,1800,,,
Evil HERO Wild Cyclone,13293158,Monster Card,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Evil HERO', 'HERO')",,Unlimited,Unlimited,Evil HERO Wild Cyclone,2022-07-22 00:21:08,"('Name',)",Fusion Monster,,EARTH,Fiend,8,1900,2300,,,
Evil Mind,18438874,Spell Card,Normal Spell Card,"('Condition', 'Effect')",,,Unlimited,Unlimited,Evil Mind,2022-07-22 00:20:53,,,,,,,,,,,
Evil Thorn,85431040,Monster Card,,"('Ignition Effect',)",,,Unlimited,Unlimited,Evil Thorn,2021-04-15 23:25:24,,Effect Monster,,DARK,Plant,1,100,300,,,
Evilswarm Azzathoth,42679662,Monster Card,,"('Flip effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm Azzathoth,2021-11-07 13:35:47,,Effect Monster,Flip monster,DARK,Reptile,4,750,1950,,,
Evilswarm Bahamut,36757171,Monster Card,,"('Ignition Effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm Bahamut,2021-11-07 13:36:03,,Xyz Monster,,DARK,Dragon,4,2350,1350,,,
Evilswarm Castor,79785958,Monster Card,,"('Unclassified effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm Castor,2022-03-09 23:33:14,,Effect Monster,,DARK,Warrior,4,1750,550,,,
Evilswarm Coppelia,77841719,Monster Card,,"('Summoning condition', 'Trigger Effect')","('lswarm',)",,Unlimited,Unlimited,Evilswarm Coppelia,2021-11-07 13:36:34,,Effect Monster,,DARK,Machine,6,2450,2050,,,
Evilswarm Exciton Knight,46772449,Monster Card,,"('Quick Effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm Exciton Knight,2021-05-16 16:21:47,"('Type',)",Xyz Monster,,LIGHT,Fiend,4,1900,0,,,
Evilswarm Golem,31456110,Monster Card,,"('Ignition Effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm Golem,2021-11-07 13:36:47,,Effect Monster,,DARK,Rock,5,2150,1250,,,
Evilswarm Heliotrope,77542832,Monster Card,,,"('lswarm',)",,Unlimited,Unlimited,Evilswarm Heliotrope,2021-11-07 13:37:31,,Normal Monster,,DARK,Rock,4,1950,650,,,
Evilswarm Hraesvelg,35209994,Monster Card,,"('Flip effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm Hraesvelg,2021-11-07 13:37:46,,Effect Monster,Flip monster,DARK,Winged Beast,4,1150,1850,,,
Evilswarm Kerykeion,04756629,Monster Card,,"('Condition', 'Ignition Effect', 'Unclassified effect')","('lswarm',)",,Unlimited,Unlimited,Evilswarm Kerykeion,2021-11-07 13:38:14,,Effect Monster,,DARK,Spellcaster,4,1600,1550,,,
Evilswarm Ketos,40921545,Monster Card,,"('Ignition Effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm Ketos,2021-11-07 13:38:28,,Effect Monster,,DARK,Aqua,4,1750,1050,,,
Evilswarm Mandragora,08814959,Monster Card,,"('Unclassified effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm Mandragora,2021-11-01 01:59:08,"('Type',)",Effect Monster,,DARK,Plant,4,1550,1450,,,
Evilswarm Nightmare,00359563,Monster Card,,"('Trigger Effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm Nightmare,2023-01-10 18:37:44,,Xyz Monster,,DARK,Fiend,4,950,1950,,,
Evilswarm O'lantern,72429240,Monster Card,,"('Ignition Effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm O'lantern,2021-11-07 13:38:59,,Effect Monster,,DARK,Pyro,4,1650,1250,,,
Evilswarm Obliviwisp,05284653,Monster Card,,"('Trigger Effect',)","('lswarm',)",,Unlimited,Unlimited,Evilswarm Obliviwisp,2022-12-30 13:38:53,,Effect Monster,,DARK,Pyro,4,450,2050,,,
