Name,Password,Card type,Property,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows,Effect type,Archseries,Artwork,Errata,TCG status,OCG status,Modification date
World Legacy Collapse,36197902,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Condition', 'Quick-like Effect', 'Trigger Effect')","('World Legacy',)",,,Unlimited,Unlimited,Mon Dec 27 18:10:17 2021
World Legacy Landmark,21254443,Trap Card,Normal Trap Card,,,,,,,,,,,"('Cost', 'Effect')","('World Legacy',)",,,Unlimited,Unlimited,Wed Jun 23 03:01:25 2021
World Legacy Pawns,89320376,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Condition', 'Quick-like Effect')","('World Legacy',)",,,Unlimited,Unlimited,Tue Apr 19 23:08:22 2022
World Legacy Struggle,58374719,Trap Card,Normal Trap Card,,,,,,,,,,,"('Effect',)","('World Legacy',)",,,Unlimited,Unlimited,Tue Apr 19 23:08:21 2022
World Legacy Trap Globe,16329071,Trap Card,Normal Trap Card,,,,,,,,,,,"('Condition', 'Effect')","('World Legacy',)",,,Unlimited,Unlimited,Tue Apr 19 23:08:20 2022
World Legacy Whispers,62530723,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Continuous-like Effect', 'Effect')","('World Legacy',)",,,Unlimited,Unlimited,Tue Apr 19 23:08:18 2022
World Legacy's Mind Meld,27705190,Trap Card,Normal Trap Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect', 'Quick-like Effect')","('World Legacy',)",,,Unlimited,Unlimited,Thu Sep  9 01:45:46 2021
World Legacy's Secret,98935722,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Continuous-like Effect', 'Effect')","('World Legacy',)",,,Unlimited,Unlimited,Tue Apr 19 23:08:10 2022
World Legacy's Sorrow,85763457,Trap Card,Counter Trap Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')","('World Legacy',)",,,Unlimited,Unlimited,Tue Apr 19 23:08:07 2022
World Reassembly,42172465,Trap Card,Normal Trap Card,,,,,,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Mon Feb  7 12:11:41 2022
World Suppression,12253117,Trap Card,Normal Trap Card,,,,,,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Sun Nov  7 14:11:21 2021
XX-clusion,31213049,Trap Card,Counter Trap Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Thu May 19 23:22:04 2022
XYZ Hyper Cannon,21723081,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')","('Signature move',)","('Edited',)",,Unlimited,Unlimited,Fri Jan  7 00:17:15 2022
Xing Zhen Hu,76515293,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Sat Mar 21 18:05:18 2020
Xing Zhen Hu Replica,40736921,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Sat Mar 21 18:05:43 2020
Xyz Bento,19272658,Trap Card,Normal Trap Card,,,,,,,,,,,"('Effect', 'Quick-like Effect')","('Xyz (archetype)',)",,,,Unlimited,Mon Jul 18 09:42:42 2022
Xyz Block,44487250,Trap Card,Counter Trap Card,,,,,,,,,,,"('Effect',)","('Xyz (archetype)',)",,,Unlimited,Unlimited,Sat Jun 26 02:05:39 2021
Xyz Dimension Splash,71541986,Trap Card,Normal Trap Card,,,,,,,,,,,"('Trigger Effect',)","('Xyz (archetype)',)",,,Unlimited,Unlimited,Sat Jun 26 02:05:47 2021
Xyz Effect,58628539,Trap Card,Normal Trap Card,,,,,,,,,,,"('Activation condition', 'Effect')","('Xyz (archetype)',)",,,Unlimited,Unlimited,Sat Jun 26 02:05:53 2021
Xyz Reborn,26708437,Trap Card,Normal Trap Card,,,,,,,,,,,"('Effect',)","('Xyz (archetype)',)",,,Unlimited,Unlimited,Wed Mar  9 01:16:39 2022
Xyz Reflect,02371506,Trap Card,Counter Trap Card,,,,,,,,,,,"('Activation condition', 'Effect')","('Xyz (archetype)',)",,,Unlimited,Unlimited,Wed Sep 15 17:01:14 2021
Xyz Revenge Shuffle,31554054,Trap Card,Normal Trap Card,,,,,,,,,,,"('Activation condition', 'Effect')","('Xyz (archetype)',)",,,Unlimited,Unlimited,Tue Mar 22 03:19:41 2022
Xyz Reversal,66604523,Trap Card,Normal Trap Card,,,,,,,,,,,"('Effect',)","('Xyz (archetype)',)",,,Unlimited,Unlimited,Sat Jun 26 02:07:03 2021
Xyz Revive Splash,32764863,Trap Card,Normal Trap Card,,,,,,,,,,,"('Condition', 'Effect', 'Quick-like Effect')","('Xyz (archetype)',)",,,Unlimited,Unlimited,Thu May  5 18:05:46 2022
Xyz Soul,11228035,Trap Card,Normal Trap Card,,,,,,,,,,,"('Condition', 'Effect')","('Xyz (archetype)',)",,,Unlimited,Unlimited,Sat Jun 26 02:07:14 2021
Xyz Tribalrivals,32086564,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')","('Xyz (archetype)',)",,,Unlimited,Unlimited,Sat Aug 20 14:03:30 2022
Xyz Universe,11109820,Trap Card,Normal Trap Card,,,,,,,,,,,"('Effect',)","('Xyz (archetype)',)",,,Unlimited,Unlimited,Fri Jan 28 12:40:34 2022
Xyz Veil,96457619,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Continuous-like Effect',)","('Xyz (archetype)',)",,,Unlimited,Unlimited,Sun Aug 14 11:45:23 2022
Xyz Wrath,99064191,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Quick-like Effect',)","('Xyz (archetype)',)",,,Unlimited,Unlimited,Sun Nov  7 10:32:11 2021
Xyz Xtreme !!,57319935,Trap Card,Normal Trap Card,,,,,,,,,,,"('Activation condition', 'Cost', 'Effect')","('Xyz (archetype)',)",,,Unlimited,Unlimited,Sat Jun 26 02:07:31 2021
Yang Zing Brutality,67249508,Trap Card,Normal Trap Card,,,,,,,,,,,"('Activation condition', 'Effect')","('Yang Zing',)",,,Unlimited,Unlimited,Sat Jul  9 02:58:55 2022
Yang Zing Creation,30398342,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Continuous-like Effect', 'Trigger Effect')","('Yang Zing',)",,,Unlimited,Unlimited,Sat Jul  9 02:52:53 2022
Yang Zing Unleashed,77783947,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Continuous-like Effect', 'Quick-like Effect')","('Yang Zing',)",,,Unlimited,Unlimited,Sat Jul  9 02:55:30 2022
Yosenjus' Secret Move,54903668,Trap Card,Counter Trap Card,,,,,,,,,,,"('Activation condition', 'Effect')","('Yosenju',)",,,Unlimited,Unlimited,Sat Dec  7 19:48:53 2019
Yosenjus' Sword Sting,10612222,Trap Card,Normal Trap Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')","('Yosenju',)",,,Unlimited,Unlimited,Sat Dec  7 19:49:05 2019
You're in Danger!,10312660,Trap Card,Normal Trap Card,,,,,,,,,,,"('Condition', 'Effect', 'Lingering effect')","('Danger!',)",,,Unlimited,Unlimited,Mon Dec 27 18:17:09 2021
Z-ONE/Trap A,,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Condition', 'Quick-like Effect', 'Trigger Effect')","('Z-ONE (archetype)',)",,,,Unlimited,Sun Jan 31 16:41:38 2021
Z-ONE/Trap B,,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Condition', 'Cost', 'Quick-like Effect', 'Trigger Effect')","('Z-ONE (archetype)',)",,,,Unlimited,Sun Jan 31 16:41:41 2021
Z-ONE/Trap C,,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Condition', 'Cost', 'Effect')","('Z-ONE (archetype)',)",,,,Unlimited,Sun Jan 31 16:41:43 2021
Zefra Divine Strike,35561352,Trap Card,Counter Trap Card,,,,,,,,,,,"('Activation condition', 'Cost', 'Effect')","('Zefra',)",,,Unlimited,Unlimited,Tue Apr 19 22:19:04 2022
Zefra War,96073342,Trap Card,Normal Trap Card,,,,,,,,,,,"('Condition', 'Effect')","('Zefra',)",,,Unlimited,Unlimited,Sat Dec  7 19:53:01 2019
Zekt Conversion,74854609,Trap Card,Normal Trap Card,,,,,,,,,,,"('Activation condition', 'Condition', 'Effect')",,,,Unlimited,Unlimited,Tue Mar 22 03:21:14 2022
Zenmaiday,83319610,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Condition', 'Quick-like Effect')",,,,Unlimited,Unlimited,Tue Jan  7 18:15:13 2020
Zenmailstrom,91422370,Trap Card,Normal Trap Card,,,,,,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Sat Mar 21 18:14:49 2020
Zenmairch,29999161,Trap Card,Normal Trap Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Sat Mar 21 18:15:04 2020
Zero Force,17521642,Trap Card,Normal Trap Card,,,,,,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Sat Mar 21 18:15:35 2020
Zero Gravity,83133491,Trap Card,Normal Trap Card,,,,,,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Fri Apr 29 13:27:29 2022
Zero-Day Blaster,93014827,Trap Card,Normal Trap Card,,,,,,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Thu Sep  9 03:02:22 2021
Zexal Alliance,31712840,Trap Card,Normal Trap Card,,,,,,,,,,,"('Effect',)","('Zexal',)",,,Unlimited,Unlimited,Thu Sep  1 23:17:36 2022
Zoma the Spirit,79852326,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Effect', 'Trigger Effect')","('Trap Monster',)",,,Unlimited,Unlimited,Fri Sep  2 12:21:41 2022
Zoodiac Combo,73881652,Trap Card,Normal Trap Card,,,,,,,,,,,"('Effect', 'Quick-like Effect')","('Zoodiac',)",,,Unlimited,Unlimited,Tue Apr 19 22:18:54 2022
Zoodiac Gathering,98918572,Trap Card,Continuous Trap Card,,,,,,,,,,,"('Condition', 'Continuous-like Effect', 'Quick-like Effect')","('Zoodiac',)",,,Unlimited,Unlimited,Tue Apr 19 22:18:52 2022
Holactie the Creator of Light,,Monster Card,,Effect Monster,,DIVINE,Creator God,12,?,?,,,,"('Condition', 'Summoning condition', 'Unclassified effect')","('Duel winner', 'Egyptian God')",,,,Unlimited,Wed Jun 15 18:34:34 2022
Obelisk the Tormentor,,Monster Card,,Effect Monster,,DIVINE,Divine-Beast,10,4000,4000,,,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')","('Egyptian God',)","('Alternate',)","('Name', 'Type')",Unlimited,Unlimited,Tue Jul 26 12:58:39 2022
Obelisk the Tormentor,,Monster Card,,,,DIVINE,Divine-Beast,10,4000,4000,,,,,"('Egyptian God',)",,,Illegal,Illegal,Tue Jun 14 19:37:27 2022
Slifer the Sky Dragon,,Monster Card,,Effect Monster,,DIVINE,Divine-Beast,10,?,?,,,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')","('Egyptian God',)","('Alternate',)","('Type',)",Unlimited,Unlimited,Tue Jun 14 19:37:29 2022
Slifer the Sky Dragon,,Monster Card,,,,DIVINE,Divine-Beast,10,X000,X000,,,,,"('Egyptian God',)",,,Illegal,Illegal,Tue Jun 14 19:37:28 2022
The Winged Dragon of Ra,,Monster Card,,Effect Monster,,DIVINE,Divine-Beast,10,?,?,,,,"('Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')","('Egyptian God', 'The Winged Dragon of Ra (series)')","('Alternate',)","('Name', 'Type')",Unlimited,Unlimited,Tue Jul 26 12:59:11 2022
The Winged Dragon of Ra,,Monster Card,,,,DIVINE,Divine-Beast,10,?,?,,,,,"('Egyptian God', 'The Winged Dragon of Ra (series)')",,"('Name',)",Illegal,Illegal,Tue Jun 14 19:37:32 2022
The Winged Dragon of Ra - Immortal Phoenix,,Monster Card,,Effect Monster,,DIVINE,Divine-Beast,10,4000,4000,,,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Egyptian God', 'The Winged Dragon of Ra (series)')",,,Unlimited,Unlimited,Tue Mar 29 13:32:30 2022
The Winged Dragon of Ra - Sphere Mode,,Monster Card,,Effect Monster,,DIVINE,Divine-Beast,10,?,?,,,,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')","('Egyptian God', 'The Winged Dragon of Ra (series)')",,,Unlimited,Unlimited,Sat Aug 13 12:19:43 2022
A-Assault Core,30012506,Monster Card,,Effect Monster,Union monster,LIGHT,Machine,4,1900,200,,,,"('Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')","('A-to-Z',)",,,Unlimited,Unlimited,Sun Jul 24 09:50:49 2022
A-to-Z-Dragon Buster Cannon,65172015,Monster Card,,Fusion Monster,,LIGHT,Machine,10,4000,4000,,,,"('Quick Effect', 'Summoning condition')","('A-to-Z',)",,,Unlimited,Unlimited,Sat Oct  9 16:46:07 2021
A/D Changer,96146814,Monster Card,,Effect Monster,,LIGHT,Warrior,1,100,100,,,,"('Ignition Effect',)","('Change',)",,,Unlimited,Unlimited,Thu Mar 31 12:47:56 2022
ABC-Dragon Buster,01561110,Monster Card,,Fusion Monster,,LIGHT,Machine,8,3000,2800,,,,"('Quick Effect', 'Summoning condition')","('A-to-Z',)",,,Unlimited,Limited,Sat Jul 10 13:42:21 2021
Absorbing Kid from the Sky,49771608,Monster Card,,Effect Monster,,LIGHT,Fairy,4,1300,1000,,,,"('Trigger Effect',)",,"('Edited',)",,Unlimited,Unlimited,Wed Jan  6 17:27:20 2021
The Accumulator,70410002,Monster Card,,Effect Monster,,LIGHT,Thunder,1,0,0,,,,"('Continuous Effect',)",,,,Unlimited,Unlimited,Thu Mar 12 23:25:59 2020
Advanced Crystal Beast Ruby Carbuncle,83575471,Monster Card,,Effect Monster,,LIGHT,Fairy,3,300,300,,,,"('Condition', 'Continuous Effect', 'Ignition-like Effect', 'Unclassified effect')","('Advanced Crystal Beast', 'Crystal', 'Crystal Beast')",,,,Unlimited,Wed Aug 31 18:53:38 2022
"Aether, the Empowering Dragon",56804361,Monster Card,,Effect Monster,,LIGHT,Dragon,6,2300,1600,,,,"('Condition', 'Trigger Effect')","('Aether', 'Empower')",,,Unlimited,Unlimited,Thu Mar 12 23:41:06 2020
"Aggiba, the Malevolent Sh'nn S'yo",,Monster Card,,Effect Monster,,LIGHT,Fiend,10,3000,3000,,,,"('Condition', 'Summoning condition')","('Match winner',)",,,Illegal,Illegal,Sun Jun 27 10:28:53 2021
Airknight Parshath,18036057,Monster Card,,Effect Monster,,LIGHT,Fairy,5,1900,1400,,,,"('Continuous Effect', 'Trigger Effect')","('Parshath',)",,,Unlimited,Unlimited,Sun Apr 24 04:03:35 2022
Alexandrite Dragon,43096270,Monster Card,,Normal Monster,,LIGHT,Dragon,4,2000,100,,,,,"('Gem Dragon',)",,,Unlimited,Unlimited,Sun Jul 11 17:42:27 2021
Alien Ammonite,00652362,Monster Card,,Effect Monster,Tuner monster,LIGHT,Reptile,1,500,200,,,,"('Trigger Effect',)","('Alien',)",,"('Type',)",Unlimited,Unlimited,Thu May  5 14:42:50 2022
Alien Dog,15475415,Monster Card,,Effect Monster,,LIGHT,Reptile,3,1500,1000,,,,"('Trigger Effect',)","('Alien',)",,,Unlimited,Unlimited,Wed Apr 27 14:48:08 2022
Alien Grey,62437709,Monster Card,,Effect Monster,Flip monster,LIGHT,Reptile,2,300,800,,,,"('Continuous Effect', 'Flip effect', 'Trigger Effect')","('Alien',)",,,Unlimited,Unlimited,Sat Nov  6 16:06:29 2021
Alien Kid,64160836,Monster Card,,Effect Monster,,LIGHT,Reptile,4,1600,700,,,,"('Continuous Effect',)","('Alien',)",,,Unlimited,Unlimited,Wed Apr 27 14:48:21 2022
Alien Shocktrooper M-Frame,74974229,Monster Card,,Link Monster,,LIGHT,Reptile,,1900,,,2,"('↙', '↘')","('Condition', 'Quick Effect', 'Trigger Effect')","('Alien',)",,,Unlimited,Unlimited,Fri Mar 20 13:39:10 2020
Alien Stealthbuster,58066722,Monster Card,,Effect Monster,,LIGHT,Reptile,4,1700,1500,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Alien',)",,,Unlimited,Unlimited,Sat Aug 14 10:45:48 2021
All-Eyes Phantom Dragon,70335319,Monster Card,,Effect Monster,,LIGHT,Dragon,10,3000,2500,0,,,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('-Eyes Dragon', 'G.O.D. (series)', 'Phantom Knights')",,,Unlimited,Unlimited,Sun Jul 31 05:25:26 2022
"Alsei, the Sylvan High Protector",10406322,Monster Card,,Xyz Monster,,LIGHT,Plant,8,2300,3200,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Sylvan',)",,,Unlimited,Unlimited,Sat Jan  1 13:36:53 2022
Altergeist Marionetter,53143898,Monster Card,,Effect Monster,,LIGHT,Spellcaster,4,1600,1700,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Altergeist',)",,,Unlimited,Unlimited,Sat Nov 20 08:06:09 2021
Amanokujaki,43739056,Monster Card,,Effect Monster,Tuner monster,LIGHT,Fiend,3,1000,1000,,,,"('Continuous Effect', 'Quick Effect')",,,,Unlimited,Unlimited,Thu Sep  1 21:09:37 2022
Amaterasu,20073910,Monster Card,,Effect Monster,Spirit monster,LIGHT,Fairy,9,3000,3000,,,,"('Quick Effect', 'Summoning condition', 'Trigger Effect')",,,,Unlimited,Unlimited,Wed Apr 20 11:34:32 2022
Amatsu-Okami of the Divine Peaks,,Monster Card,,Link Monster,,LIGHT,Dragon,,3000,,,4,"('↓', '←', '→', '↑')","('Condition', 'Summoning condition')","('Match winner',)",,,Illegal,Illegal,Fri Jun 10 03:09:22 2022
Amazement Assistant Delia,22662014,Monster Card,,Effect Monster,,LIGHT,Machine,4,1800,1400,,,,"('Condition', 'Ignition Effect')","('Amazement',)",,,Unlimited,Unlimited,Wed Nov 10 01:07:12 2021
Amazement Attendant Comica,67314110,Monster Card,,Effect Monster,,LIGHT,Machine,4,1400,1800,,,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Amazement',)",,,Unlimited,Unlimited,Fri Jun  4 09:12:03 2021
Anchamoufrite,52296675,Monster Card,,Effect Monster,,LIGHT,Spellcaster,5,1800,0,4,,,"('Condition', 'Ignition-like Effect', 'Summoning condition', 'Unclassified effect')",,,,Unlimited,Unlimited,Thu Sep  1 22:40:36 2022
Ancient Crimson Ape,50781944,Monster Card,,Effect Monster,,LIGHT,Beast,7,2600,1800,,,,"('Trigger Effect',)","('Baboon of the Forest',)",,,Unlimited,Unlimited,Sat Nov  6 16:22:01 2021
Ancient Dragon,38520918,Monster Card,,Effect Monster,,LIGHT,Dragon,4,1400,1300,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Sat Nov  6 15:35:19 2021
Ancient Elf,93221206,Monster Card,,Normal Monster,,LIGHT,Spellcaster,4,1450,1200,,,,,,,,Unlimited,Unlimited,Wed Apr 20 12:29:04 2022
Ancient Fairy Dragon,25862681,Monster Card,,Synchro Monster,,LIGHT,Dragon,7,2100,3000,,,,"('Condition', 'Ignition Effect')","('Signer Dragon',)",,,Forbidden,Forbidden,Wed Apr 20 02:56:37 2022
Ancient Sacred Wyvern,25958491,Monster Card,,Synchro Monster,,LIGHT,Fairy,7,2100,2000,,,,"('Continuous Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Sun Nov 15 05:42:53 2020
Andro Sphinx,15013468,Monster Card,,Effect Monster,,LIGHT,Beast,10,3000,2500,,,,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')","('sphinx',)",,,Unlimited,Unlimited,Wed Jun 15 12:23:47 2022
Angel O1,82243738,Monster Card,,Effect Monster,,LIGHT,Fairy,1,200,300,,,,"('Condition', 'Continuous Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Mon Nov  1 01:49:34 2021
Angel O7,56784842,Monster Card,,Effect Monster,,LIGHT,Fairy,7,2500,1500,,,,"('Condition', 'Continuous Effect')",,,,Unlimited,Unlimited,Wed Apr 27 14:48:59 2022
Angel of Zera,42216237,Monster Card,,Synchro Monster,,LIGHT,Fairy,8,2800,2300,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Zera',)",,,Unlimited,Unlimited,Tue Feb  2 17:41:40 2021
Animadorned Archosaur,98022050,Monster Card,,Effect Monster,,LIGHT,Dinosaur,1,0,0,,,,"('Condition', 'Trigger Effect')",,,,Unlimited,Unlimited,Thu Oct  7 08:37:55 2021
Anotherverse Dragon,47484352,Monster Card,,Normal Monster,,LIGHT,Dragon,8,2500,2000,,,,,,,,Unlimited,,Tue Aug 30 13:11:59 2022
Antihuman Intelligence ME-PSY-YA,58844135,Monster Card,,Effect Monster,,LIGHT,Cyberse,8,2500,3000,0,,,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Sat Aug 14 10:51:53 2021
Apocatequil,41158734,Monster Card,,Effect Monster,,LIGHT,Thunder,4,1800,1200,,,,"('Continuous Effect', 'Trigger Effect')","('Inca',)",,,Unlimited,Unlimited,Sat Nov  6 16:26:17 2021
Arcana Extra Joker,64454614,Monster Card,,Link Monster,,LIGHT,Warrior,,2800,,,3,"('↙', '↘', '↑')","('Quick Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Thu Dec 23 13:53:57 2021
Arcana Force 0 - The Fool,62892347,Monster Card,,Effect Monster,,LIGHT,Fairy,1,0,0,,,,"('Continuous Effect', 'Trigger Effect')","('Arcana Force',)",,,Unlimited,Unlimited,Sat Nov  6 15:43:45 2021
Arcana Force EX - The Dark Ruler,69831560,Monster Card,,Effect Monster,,LIGHT,Fairy,10,4000,4000,,,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Arcana Force',)",,"('Name',)",Unlimited,Unlimited,Thu May 12 02:18:42 2022
Arcana Force EX - The Light Ruler,05861892,Monster Card,,Effect Monster,,LIGHT,Fairy,10,4000,4000,,,,"('Quick Effect', 'Summoning condition', 'Trigger Effect')","('Arcana Force',)",,"('Name',)",Unlimited,Unlimited,Thu May 12 02:18:59 2022
Arcana Force I - The Magician,08396952,Monster Card,,Effect Monster,,LIGHT,Fairy,4,1100,1100,,,,"('Continuous Effect', 'Trigger Effect')","('Arcana Force',)",,,Unlimited,Unlimited,Sun Nov  7 03:57:55 2021
Arcana Force III - The Empress,35781051,Monster Card,,Effect Monster,,LIGHT,Fairy,4,1300,1300,,,,"('Trigger Effect',)","('Arcana Force',)",,,Unlimited,Unlimited,Tue Jul 26 22:44:14 2022
Arcana Force IV - The Emperor,61175706,Monster Card,,Effect Monster,,LIGHT,Fairy,4,1400,1400,,,,"('Continuous Effect', 'Trigger Effect')","('Arcana Force',)",,,Unlimited,Unlimited,Tue Jul 26 22:44:17 2022
Arcana Force VI - The Lovers,97574404,Monster Card,,Effect Monster,,LIGHT,Fairy,4,1600,1600,,,,"('Continuous Effect', 'Trigger Effect')","('Arcana Force',)",,,Unlimited,Unlimited,Tue Jul 26 22:44:18 2022
Arcana Force VII - The Chariot,34568403,Monster Card,,Effect Monster,,LIGHT,Fairy,4,1700,1700,,,,"('Continuous Effect', 'Trigger Effect')","('Arcana Force',)",,,Unlimited,Unlimited,Sun Jul 24 05:49:20 2022
Arcana Force XIV - Temperance,60953118,Monster Card,,Effect Monster,,LIGHT,Fairy,6,2400,2400,,,,"('Continuous Effect', 'Quick Effect', 'Trigger Effect')","('Arcana Force',)",,,Unlimited,Unlimited,Wed Apr 20 02:57:48 2022
Arcana Force XVIII - The Moon,97452817,Monster Card,,Effect Monster,,LIGHT,Fairy,7,2800,2800,,,,"('Trigger Effect',)","('Arcana Force',)",,,Unlimited,Unlimited,Tue Jul 26 22:44:20 2022
Arcana Force XXI - The World,23846921,Monster Card,,Effect Monster,,LIGHT,Fairy,8,3100,3100,,,,"('Trigger Effect',)","('Arcana Force',)",,,Unlimited,Unlimited,Tue Jul 26 22:43:51 2022
Arcana Knight Joker,06150044,Monster Card,,Fusion Monster,,LIGHT,Warrior,9,3800,2500,,,,"('Quick Effect', 'Summoning condition')",,"('Alternate',)","('Type',)",Unlimited,Unlimited,Tue May 24 16:01:12 2022
Arcana Triumph Joker,93880808,Monster Card,,Effect Monster,,LIGHT,Warrior,10,?,2500,,,,"('Continuous Effect', 'Ignition Effect')",,,,Unlimited,Unlimited,Fri Jan  7 00:51:06 2022
Arcanite Magician,31924889,Monster Card,,Synchro Monster,,LIGHT,Spellcaster,7,400,1800,,,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Wed Apr 20 13:15:16 2022
Arcanite Magician/Assault Mode,14553285,Monster Card,,Effect Monster,,LIGHT,Spellcaster,9,900,2300,,,,"('Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')","('/Assault Mode',)",,,Unlimited,Unlimited,Wed Apr 20 02:33:23 2022
Archfiend Eccentrick,57624336,Monster Card,,Effect Monster,,LIGHT,Fiend,3,800,1000,7,,,"('Condition', 'Ignition Effect', 'Ignition-like Effect')","('Archfiend',)",,,Unlimited,Unlimited,Wed Apr 20 03:08:28 2022
