Name,Password,Card type,Property,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Link,Link Arrows,TCG status,OCG status
Dark Contract with Errors,37209439,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Contract with the Eternal Darkness,09030160,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Contract with the Witch,09765723,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Cure,03701074,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Deal,65824822,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Factory of More Production,09064354,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Horizon,16964437,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Illusion,05562461,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Mirror Force,20522190,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Renewal,09287078,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Sacrifice,76045757,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Scheme,69402394,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Scorpion Combination,20858318,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Smog,41930553,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Spell Regeneration,12930501,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Spirit Art - Greed,38167722,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark Spirit of the Silent,93599951,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dark World Brainwashing,10131855,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Darkfall,30127518,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Darklight,29876529,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Darklord Descent,58787301,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Darklord Enchantment,87990236,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Darklord Rebellion,50501121,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Darklord Uprising,54527349,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Darkness/Trap A,,Trap Card,Continuous Trap Card,,,,,,,,,,,Unlimited
Darkness/Trap B,,Trap Card,Continuous Trap Card,,,,,,,,,,,Unlimited
Darkness/Trap C,,Trap Card,Continuous Trap Card,,,,,,,,,,,Unlimited
Darkness/Trap D,,Trap Card,Continuous Trap Card,,,,,,,,,,,Unlimited
Darkness/Trap E,,Trap Card,Continuous Trap Card,,,,,,,,,,,Unlimited
The Deal of Destiny,32245230,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Deal of Phantom,69122763,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dealer's Choice,89462956,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Debunk,65703851,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Deck Devastation Virus,35027493,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Deep Dark Trap Hole,28654932,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
The Deep Grave,17688543,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Defenders Intersect,71417170,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Defense Draw,24268052,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Defensive Tactics,28877100,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Degen-Force,37421075,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Delta Crow - Anti Reverse,59839761,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Depth Amulet,08279188,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Des Counterblow,39131963,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Descending Lost Star,42079445,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Desert Sunlight,93747864,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Designer Frightfur,36693940,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Desperate Tag,34149830,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Destined Rivals,22634473,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Destiny Board,94212438,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Destiny Mirage,15294090,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Destiny Signal,35464895,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Destruct Potion,18739764,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Destruction Jammer,98956134,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Destruction Punch,05616412,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Destruction Ring,21219755,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Destruction Sword Flash,15155568,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Destruction Sword Memories,32104431,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Destruction of Destiny,62980542,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Destructive Draw,77859858,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Detonation Code,41348446,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
"Detonator Circle ""A""",20985997,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Diamond Dust,98643358,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Diamond Duston,96857854,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dice It,08868767,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dice Re-Roll,83241722,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dice Roll Battle,88482761,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dice Try!,59905358,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Dice-nied,31863912,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Diceversity,96015976,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Different Dimension Encounter,39900763,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Different Dimension Ground,31849106,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dig of Destiny,81782376,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dimension Gate,44046281,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dimension Guardian,54175023,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dimension Mirage,80560728,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dimension Reflector,54297661,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dimension Slice,73632127,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dimension Sphinx,17787975,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dimension Wall,67095270,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dimensional Barrier,83326048,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dimensional Inversion,98666339,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dimensional Prison,70342110,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dinomist Eruption,74582050,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dinomist Rush,41554273,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dinomists Howling,60675348,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dinomorphia Alert,52020510,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dinomorphia Brute,99414629,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dinomorphia Domain,26631975,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dinomorphia Frenzy,78420796,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dinomorphia Reversion,28292031,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Dinomorphia Shell,25419323,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Dinomorphia Sonic,52807032,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Disappear,24623598,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Disarm,26834022,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Disarmament,20727787,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Discord,46480475,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Disturbance Strategy,77561728,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Divine Punishment,81066751,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Divine Relic Mjollnir,89914395,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Divine Wrath,49010598,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Dizzying Winds of Yosen Village,62681049,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Do a Barrel Roll,06260554,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Doble Passe,79997591,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dogmatika Encounter,29354228,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dogmatika Genesis,56588755,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dogmatika Punishment,82956214,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dogmatikaturgy,42158279,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Don Thousand/Trap A,,Trap Card,Counter Trap Card,,,,,,,,,,,Unlimited
Don Thousand/Trap B,,Trap Card,Counter Trap Card,,,,,,,,,,,Unlimited
Doodlebook - Uh uh uh!,94113093,Trap Card,Normal Trap Card,,,,,,,,,,,Unlimited
The Door of Destiny,27062594,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Doppelganger,66395299,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dora of Fate,67464807,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Double Cipher,63992027,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Double Dragon Descent,13166648,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Double Magical Arm Bind,72621670,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Double Payback,05914184,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Double Tag Team,67223587,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Double Trap Hole,51976476,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Double-Edged Sword Technique,21007444,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dragon Capture Jar,50045299,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dragon King's Aura,09070454,Trap Card,Counter Trap Card,,,,,,,,,,,Unlimited
The Dragon's Bead,92408984,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dragon's Bind,16278116,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dragon's Rage,54178050,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dragon's Rebirth,20638610,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dragoncarnation,05325424,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dragonmaid Downtime,77515704,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dragonmaid Tidying,57416183,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dragunity Legion,28927782,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dragunity Oubliette,51849216,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Draining Shield,43250041,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dramatic Rescue,80193355,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Drastic Drop Off,04440873,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Draw Discharge,26557451,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dream Mirror Fantasy,37444964,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dream Mirror Hypnagogia,25964547,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dream Mirror Oneiromancy,61459246,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Dream Mirror Recap,81038234,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Dried Winds,28265983,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Driving Snow,00473469,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Drop Off,55773067,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Drowning Mirror Force,47475363,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Drytron Meteor Shower,84965420,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Dual Avatar Ascendance,44644529,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dual Avatar Compact,75157704,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dual Avatar Return,49752795,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dust Storm of Gusto,08414337,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dust Tornado,60082869,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dustflame Blast,38049934,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Duston Roller,25700114,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Dwimmered Glimmer,46984349,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
E.M.R.,17427333,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Earthbound Wave,29934351,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Earthshaker,60866277,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Eatgaboon,42578427,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Ebon Arrow,88341502,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Echo Oscillation,15582767,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Edge Hammer,84361420,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Eisbahn,54059040,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
El Dorado Adelantado,92379223,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Eldlixir of Scarlet Sanguine,20612097,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Semi-Limited
Elemental Absorber,94253609,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Elemental Burst,61411502,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Elemental Recharge,36586443,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Elemental Training,11167052,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Eliminating the League,73872164,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Embodiment of Apophis,28649820,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Emergeroid Call,70628672,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
The Emperor's Holiday,68400115,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Empty Machine,09409625,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Enchanted Javelin,96355986,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
End of the Line,53442500,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Energy Drain,56916805,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Energy-Absorbing Monolith,57006589,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Enervating Mist,26022485,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Enlightenment,57274196,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Enma's Judgment,32120116,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Equip Shot,62878208,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Eradicator Epidemic Virus,54974237,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Escalation of the Monarchs,18235309,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Escape from the Dark Dimension,31550470,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Escape of the Unchained,53417695,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Eternal Bond,45283341,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Eternal Chaos,25750986,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Eternal Dread,35787450,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Eternal Galaxy,82162616,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Eternal Soul,48680970,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Evenly Matched,15693423,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Evil Blast,15684835,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Evil Eye Defeat,06494106,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Evil Eye Mesmerism,42899204,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Evil Eye Retribution,79383919,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Evil★Twin Challenge,98360333,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Evil★Twin GG EZ,34365442,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Evil★Twin Present,60759087,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Evo-Branch,64815084,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Evo-Instant,24362891,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Evo-Singularity,74100225,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Evolutionary Bridge,93504463,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Exchange of Night and Day,03160805,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Exchange of the Heart,25209168,Trap Card,Normal Trap Card,,,,,,,,,,,Unlimited
Exchange of the Spirit,17484499,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Execute Protocols,20419926,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Exhausting Spell,95451366,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Exosister Litania,00197042,Trap Card,Normal Trap Card,,,,,,,,,,,Unlimited
Exosister Vadis,77891946,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Expendable Dai,84125619,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Explosive Urchin,52140003,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Exterio's Fang,68456353,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Extinction on Schedule,95676943,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Extra Buck,94937430,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
The Eye of Truth,34694160,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Eye of the Void,57047293,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
F.A. Dead Heat,05641251,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
F.A. Overheat,32036866,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fabled Treason,55766177,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Face-Off,39276790,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Fairwelcome Labrynth,32785578,Trap Card,Normal Trap Card,,,,,,,,,,,Unlimited
Fairy Box,21598948,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Fairy Wind,73507661,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fairy's Hand Mirror,17653779,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fake Explosion,41234315,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fake Feather,22628574,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fake Trap,03027001,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fallen Sanctuary,90312154,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Farm Delivery,27001740,Trap Card,Normal Trap Card,,,,,,,,,,,Unlimited
Fatal Abacus,77910045,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Fateful Hour,00786906,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Favorite Contact,75047173,Trap Card,Normal Trap Card,,,,,,,,,,,Unlimited
Feather Wind,71060915,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
A Feint Plan,68170903,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Ferret Flames,31044787,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fiend Comedian,81172176,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fiend Griefing,60743819,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fiend's Hand Mirror,58607704,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fiendish Chain,50078509,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Fiendish Portrait,01759808,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fiery Fervor,68054593,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fighting Dirty,85862791,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Final Attack Orders,52503575,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Final Fusion,89719143,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Final Geas,16832845,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fine,92595643,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fire Darts,43061293,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fire Formation - Kaiyo,33665663,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Fire Formation - Tenken,70329348,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Fire Formation - Tensen,44920699,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Fire Lake of the Burning Abyss,36006208,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Firewall,94804055,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
The First Monarch,08522996,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
The First Sarcophagus,31076103,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
First-Aid Squad,33622465,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fish Depth Charge,58873391,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fish Rain,94626050,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Fists of the Unrivaled Tenyi,21834870,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Five Brothers Explosion,70946699,Trap Card,Continuous Trap Card,,,,,,,,,,Unlimited,Unlimited
Flamvell Counter,60718396,Trap Card,Counter Trap Card,,,,,,,,,,Unlimited,Unlimited
Flashbang,09267769,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Floodgate Trap Hole,69599136,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
Floowandereeze and the Dreaming Town,41215808,Trap Card,Normal Trap Card,,,,,,,,,,Unlimited,Unlimited
